phy,Consensus mycorrhizal state
Terminalia_superba,AM
Tetraberlinia_bifoliolata,EM
Tetraberlinia_moreliana,EM
Tetraclinis_articulata,AM
Tetracme_quadricornis,NM
Tetragonia_tetragonioides,AM
Tetrameles_nudiflora,AM
Tetramerista_glabra,AM
Tetraria_capillaris,AM
Teucrium_botrys,AM
Teucrium_chamaedrys,AM
Teucrium_fruticans,AM
Teucrium_multinodum,AM
Teucrium_orientale,AM
Teucrium_polium,AM
Teucrium_scordium,AM
Teucrium_scorodonia,AM
Thalamia_cupressina,AM
Thalictrum_aquilegiifolium,AM
Thalictrum_foetidum,AM
Thalictrum_lucidum,AM
Thalictrum_minus,AM
Thalictrum_simplex,AM
Thelycrania_sanguinea,AMNM
Themeda_triandra,AM
Theobroma_cacao,AM
Thermopsis_lanceolata,AM
Thesium_alpinum,NM
Thesium_humifusum,NM
Thespesia_populnea,AM
Thevetia_peruviana,AM
Thinopyrum_pungens,AMNM
Thlaspi_arvense,AMNM
Thlaspi_montanum,AM
Thlaspi_pumila,NM
Thuja_occidentalis,AM
Thuja_plicata,AM
Thuja_standishii,AM
Thujopsis_dolabrata,AM
Thymus_desjatovae,AM
Thymus_marschallianus,AM
Thymus_mastichina,AM
Thymus_polytrichus,AM
Thymus_praecox,AM
Thymus_pulegioides,AM
Thymus_serpyllum,AM
Thymus_transcaucasicus,AMNM
Thymus_vulgaris,AM
Thysanolaena_latifolia,AM
Tibouchina_granulosa,AM
Tilia_amurensis,EM
Tilia_begoniifolia,EM
Tilia_cordata,EM
Tilia_mandshurica,EM
Tilia_platyphyllos,EM
Tilia_x,EM
Tipuana_tipu,AM
Titanodendron_hunsteinii,AM
Tithonia_diversifolia,AM
Tithymalus_macroceras,AM
Tithymalus_squamosus,AM
Tofieldia_calyculata,AM
Tofieldia_coccinea,NM
Tofieldia_pusilla,AMNM
Torilis_arvensis,AM
Torilis_japonica,AM
Toubaouate_brevipaniculata,EM
Touchardia_latifolia,NM
Tournefortia_argentea,AM
Tovomita_albiflora,AM
Tovomita_obovata,AM
Trachelospermum_jasminoides,AM
Trachycarpus_fortunei,AM
Trachymene_glaucifolia,AM
Trachypogon_spicatus,AM
Trachyspermum_ammi,AM
Tradescantia_blossfeldiana,NM
Tradescantia_pallida,NM
Tradescantia_virginica,NM
Tradescantia_zebrina,NM
Tragopogon_capitatus,AM
Tragopogon_dubius,AM
Tragopogon_marginifolius,AM
Tragopogon_orientalis,AM
Tragopogon_pratensis,AM
Tragus_racemosus,AM
Trasus_tomentosus,NM
Trema_micrantha,AM
Trema_orientalis,AM
Trematolobelia_kauaiensis,AM
Trevesia_palmata,NM
Tribulus_cistoides,NM
Tribulus_terrester,AM
Trichilia_casaretti,AM
Trichilia_claussenii,AM
Trichilia_elegans,AM
Trichodesma_zeylanicum,AM
Trichophorum_alpinum,NM
Trichophorum_cespitosum,AMNM
Trichoscypha_acuminata,AM
Tridax_procumbens,AM
Tridens_flavus,AM
Trientalis_europaea,AMNM
Trifolium_alexandrinum,AM
Trifolium_alpestre,AMNM
Trifolium_ambiguum,AM
Trifolium_arvense,AM
Trifolium_aureum,AM
Trifolium_badium,AM
Trifolium_campestre,AM
Trifolium_canescens,AM
Trifolium_dubium,AM
Trifolium_fontanum,AM
Trifolium_fragiferum,AMNM
Trifolium_glomeratum,AM
Trifolium_hybridum,AMNM
Trifolium_incarnatum,AM
Trifolium_lupinaster,AM
Trifolium_medium,AM
Trifolium_pratense,AMNM
Trifolium_repens,AM
Trifolium_resupinatum,AMNM
Trifolium_ruprechtii,NM
Trifolium_spadiceum,AM
Trifolium_subterraneum,AMNM
Trifolium_trichocephalum,AM
Triglochin_maritima,AMNM
Triglochin_maritimum,NM
Triglochin_palustre,NM
Triglochin_palustris,NM
Trigonella_arcuata,AM
Trigonella_foenum-graecum,AM
Trigonella_grandiflora,AM
Trillium_flexipes,AM
Trimorpha_alpina,AMNM
Triodia_basedowii,AM
Tripleurospermum_inodorum,AM
Tripleurospermum_maritimum,AM
Tripleurospermum_perforatum,AM
Tripogon_filiformis,AM
Tripolium_pannonicum,AM
Tripsacum_dactyloides,AM
Triraphis_mollis,AM
Trisetum_alpestre,AM
Trisetum_flavescens,AM
Trisetum_sibiricum,AM
Trisetum_spicatum,AMNM
Tristaniopsis_whiteana,NM
Triteleia_laxa,AM
Triticum_aestivum,AMNM
Triticum_carthlicum,AM
Triticum_dicoccon,AM
Triticum_dicoccum,AM
Triticum_durum,AM
Triticum_monococcum,AM
Triticum_paleocolichium,AM
Triticum_polonicum,AM
Triticum_sativum,AM
Triticum_spelta,AM
Triticum_timopheevii,AM
Trollius_asiaticus,AM
Trollius_europaeus,AM
Trollius_ranunculinus,AM
Tropaeolum_majus,AM
Tsuga_canadensis,EM
Tsuga_diversifolia,EM
Tsuga_heterophylla,EM
Tsuga_mertensiana,EM
Tuberaria_guttata,EM
Tulipa_behmiana,AM
Tulipa_biflora,AM
Tulipa_bifloriformis,AM
Tulipa_gesneriana,AM
Tulipa_greigii,AM
Tulipa_kaufmanniana,AM
Tulipa_schrenkii,AM
Turaniphytum_eranthemum,AMNM
Turczaninovia_fastigiata,AM
Turnera_ulmifolia,AM
Turritis_glabra,NM
Tussilago_farfara,AMNM
Typha_angustifolia,AMNM
Typha_latifolia,AMNM
Typha_x,AM
Uapaca_acuminata,EM
Uapaca_guineensis,EM
Uapaca_heudelotii,AM
Uapaca_staudtii,EM
Uapaca_togoensis,EM
Uapaca_vanhouttei,EM
Ulex_europaeus,AM
Ulex_minor,NM
Ulex_parviflorus,AM
Ulmus_glabra,AMNM
Ulmus_laevis,NM
Ulmus_procera,AM
Ulmus_pumila,AMNM
Ulmus_x,AM
Uncinia_richleriana,NM
Uncinia_uncinata,NM
Uniola_paniculata,AM
Urera_glabra,AM
Urochloa_brizantha,AM
Urochloa_decumbens,AM
Urochloa_dictyoneura,AM
Urochloa_humidicola,AM
Urochloa_mutica,AM
Ursinia_anthemoides,AM
Urtica_dioica,AMNM
Urtica_urens,NM
Utricularia_minor,NM
Vaccaria_hispanica,NM
Vaccinium_calycinum,AM
Vaccinium_dentatum,AM
Vaccinium_reticulatum,AM
Vachellia_caven,AM
Vachellia_nilotica,AM
Valeriana_alpestris,AMNM
Valeriana_cardamines,AM
Valeriana_colchica,AM
Valeriana_dioica,NM
Valeriana_jelenevskyi,AM
Valeriana_laxiflora,AM
Valeriana_officinalis,AMNM
Valeriana_rossica,AM
Valeriana_saxicola,NM
Valeriana_tiliifolia,AMNM
Valerianella_locusta,AM
Valerianella_turkestanica,AM
Vallisneria_americana,AM
Vangueria_infausta,AM
Varronia_curassavica,AM
Vatica_nitens,EM
Venilia_vernalis,NM
Ventilago_calyculata,AM
Veratrum_lobelianum,AM
Veratrum_viride,AM
Verbascum_lychnitis,AMNM
Verbascum_nigrum,AM
Verbascum_phlomoides,AM
Verbascum_phoeniceum,AM
Verbascum_pyramidatum,AM
Verbascum_sinuatum,AM
Verbascum_thapsus,AM
Verbena_hastata,AM
Verbena_officinalis,AM
Verbena_stricta,AM
Verbesina_encelioides,AM
Vernicia_fordii,AM
Vernonia_fasciculata,AM
Vernonia_noveboracensis,AM
Veronica_agrestis,AMNM
Veronica_alpina,AM
Veronica_anagallis-aquatica,AMNM
Veronica_arguteserrata,AM
Veronica_arvensis,AM
Veronica_beccabunga,AMNM
Veronica_biloba,AM
Veronica_campylopoda,AM
Veronica_chamaedrys,AMNM
Veronica_denudata,AM
Veronica_filiformis,AM
Veronica_fruticans,AM
Veronica_gentianoides,AMNM
Veronica_gorbunovii,AM
Veronica_hederifolia,AM
Veronica_incana,AM
Veronica_longifolia,AM
Veronica_officinalis,AMNM
Veronica_peduncularis,NM
Veronica_peregrina,AM
Veronica_persica,AM
Veronica_petraea,NM
Veronica_schistosa,AM
Veronica_serpyllifolia,AM
Veronica_spicata,AM
Veronica_spuria,AM
Veronica_telephiifolia,NM
Veronica_teucrium,AM
Veronica_urticifolia,AM
Veronica_verna,NM
Viburnum_lantana,AMNM
Viburnum_lentago,AM
Viburnum_opulus,AMNM
Viburnum_orientale,AM
Viburnum_tinus,AM
Vicatia_coniifolia,AM
Vicia_alpestris,AM
Vicia_balansae,AM
Vicia_cassubica,AMNM
Vicia_cracca,AM
Vicia_faba,AM
Vicia_hirsuta,AM
Vicia_multicaulis,AM
Vicia_nigricans,AM
Vicia_purpurea,AM
Vicia_sativa,AM
Vicia_sepium,AM
Vicia_sylvatica,AM
Vicia_tenuifolia,AM
Vicia_tetrasperma,AM
Vicia_villosa,AM
Vigna_aconitifolia,AM
Vigna_luteola,AM
Vigna_marina,AM
Vigna_mungo,AM
Vigna_parkeri,AM
Vigna_radiata,AM
Vigna_unguiculata,AM
Vignea_colchica,NM
Vignea_pachystylis,NM
Vignea_praecox,NM
Viguiera_eriophora,AM
Vinca_major,AM
Vinca_minor,AM
Vincetoxicum_hirundinaria,AM
Vincetoxicum_officinale,AM
Viola_arvensis,AMNM
Viola_bicolor,AM
Viola_biflora,AM
Viola_calaminaria,AM
Viola_canina,AMNM
Viola_caucasica,NM
Viola_collina,AM
Viola_epipsila,AM
Viola_guestphalica,AM
Viola_hirta,AM
Viola_kitaibeliana,AMNM
Viola_lutea,AM
Viola_maculata,AM
Viola_mauritii,AM
Viola_minuta,NM
Viola_mirabilis,AM
Viola_montana,AM
Viola_odorata,AM
Viola_oreades,AM
Viola_palustris,AMNM
Viola_reichenbachiana,AMNM
Viola_riviniana,AM
Viola_rupestris,AMNM
Viola_somchetica,AM
Viola_tricolor,AMNM
Viola_uliginosa,AM
Viola_wailenalenae,AM
Viola_wittrockiana,AM
Viola_x,AM
Virola_sebifera,AM
Viscago_chlorantha,NM
Viscainoa_geniculata,AM
Viscaria_cardinalis,NM
Viscaria_oculata,NM
Viscum_album,NM
Vitex_agnus-castus,AM
Vitex_megapotamica,AM
Vitex_negundo,AM
Vitex_rotundifolia,AM
Vitex_vestita,AM
Vitis_silvestrii,AM
Vitis_vinifera,AM
Vriesea_limae,AM
Vulpia_bromoides,AM
Vulpia_ciliata,AM
Vulpia_myuros,AM
Vulpia_quadriflora,AM
Waitzia_sp.,AM
Wallichia_mooreana,NM
Waltheria_indica,AM
Washingtonia_filifera,AM
Webera_adunca,AM
Weigela_florida,NM
Weigela_suavis,AM
Welwitschia_mirabilis,AM
Widdringtonia_nodiflora,AM
Widdringtonia_schwarzii,AM
Wikstroemia_furcata,AM
Wilkesia_gymnoxiphium,AM
Wisteria_sinensis,AM
x_Calammophila,AMNM
Xanthium_spinosum,AM
Xanthium_strumarium,AM
Xylia_xylocarpa,AM
Xylosma_ciliatifolia,AM
Xylosma_pseudosalzmanii,AM
Xylothamia_diffusa,AM
Xyridion_foetidissimum,AM
Yucca_elata,AM
Yucca_glauca,AM
Yucca_gloriosa,AM
Yucca_periculosa,AM
Yucca_valida,AM
Yulania_kobus,AM
Zamia_pumila,AM
Zannichellia_palustris,AM
Zantedeschia_aethiopica,AM
Zanthoxylum_heitzii,AM
Zanthoxylum_rhetsa,AM
Zea_mays,AM
Zeyheria_tuberculosa,AMNM
Zinnia_acerosa,AM
Zinnia_elegans,AM
Zizania_latifolia,AM
Ziziphora_pamiroalaica,AM
Ziziphora_pedicellata,AM
Ziziphora_puschkini,AMNM
Ziziphus_jujuba,AM
Ziziphus_mauritiana,AM
Ziziphus_nummularia,AM
Ziziphus_spina-christi,AM
Ziziphus_xylopyrus,AM
Zizyphus_obtusifolia,AM
Zornia_brasiliensis,AM
Zornia_glabra,AM
Zostera_marina,NM
Zoysia_japonica,AM
Zoysia_matrella,AM
Zoysia_tenuifolia,AM
Zygophyllum_dumosum,AM
Zygophyllum_fabago,AMNM
Zygophyllum_howittii,NM
Zygophyllum_pinnatum,NM
