phy,Consensus mycorrhizal state
Carex_filifolia,NM
Carex_flacca,AMNM
Carex_flava,AMNM
Carex_fuliginosa,NM
Carex_fusca,NM
Carex_fuscula,AM
Carex_gayana,NM
Carex_globularis,NM
Carex_goodenoughii,NM
Carex_granularis,AM
Carex_gravida,AM
Carex_griffithii,NM
Carex_heleonastes,NM
Carex_hirta,AMNM
Carex_hostiana,NM
Carex_huetiana,NM
Carex_humilis,NM
Carex_hystericina,NM
Carex_interior,NM
Carex_lachenalii,NM
Carex_lanuginosa,NM
Carex_lasiocarpa,AMNM
Carex_laxa,NM
Carex_lepidocarpa,NM
Carex_limosa,NM
Carex_lindleyana,AM
Carex_loliacea,NM
Carex_lurida,AM
Carex_macloviana,AMNM
Carex_maritima,NM
Carex_medwedewii,NM
Carex_meinshauseniana,NM
Carex_melanantha,NM
Carex_melanostachya,NM
Carex_membranacea,NM
Carex_mertensii,NM
Carex_meyenii,AM
Carex_microchaeta,NM
Carex_mollissima,NM
Carex_montana,NM
Carex_muricata,AMNM
Carex_myosurus,AM
Carex_nardina,NM
Carex_obtusata,NM
Carex_oederi,NM
Carex_orbicularis,NM
Carex_otrubae,NM
Carex_oxyandra,NM
Carex_pallescens,AMNM
Carex_panicea,AMNM
Carex_pauciflora,NM
Carex_pediformis,NM
Carex_pellita,NM
Carex_pendula,NM
Carex_pensylvanica,AM
Carex_physodes,NM
Carex_pilosa,NM
Carex_planostachys,NM
Carex_podocarpa,NM
Carex_polyphylla,NM
Carex_pseudocyperus,NM
Carex_pseudofoetida,NM
Carex_pyrenaica,NM
Carex_remota,AMNM
Carex_rhynchophysa,NM
Carex_riparia,NM
Carex_rosea,AM
Carex_rostrata,NM
Carex_rupestris,NM
Carex_schmidtii,NM
Carex_scoparia,AMNM
Carex_songorica,NM
Carex_speciosa,AM
Carex_spicata,NM
Carex_sprengelii,NM
Carex_stenophylla,NM
Carex_sterilis,NM
Carex_stipata,AM
Carex_stricta,AMNM
Carex_subspathacea,NM
Carex_supina,NM
Carex_sylvatica,NM
Carex_tenera,NM
Carex_tenuiflora,NM
Carex_tetanica,AM
Carex_tribuloides,AM
Carex_trichocarpa,AM
Carex_trifida,NM
Carex_tripartita,NM
Carex_turkestanica,NM
Carex_ursina,NM
Carex_utriculata,NM
Carex_vaginata,NM
Carex_vesicaria,AMNM
Carex_viridula,NM
Carex_vulpina,NM
Carex_vulpinoidea,AM
Carex_wahuensis,AMNM
Carica_papaya,AM
Caricina_brizoidea,NM
Caricinella_pulicaris,NM
Cariniana_estrellensis,AM
Carlemannia_tetragona,AM
Carlina_biebersteinii,AM
Carlina_vulgaris,AM
Carlowrightia_arizonica,AM
Caroxylon_gemmascens,NM
Carpinus_betulus,EM
Carpinus_cordata,EM
Carpinus_orientalis,EM
Carthamus_tinctorius,AM
Carum_carvi,AMNM
Carum_caucasicum,AMNM
Carya_illinoinensis,EM
Carya_pallida,EM
Caryocar_glabrum,AM
Caryocar_pallidum,AM
Caryota_monostachys,AM
Casearia_sylvestris,AM
Cassia_chamaecrista,AM
Cassia_grandis,AM
Castanea_sativa,EM
Castanopsis_borneensis,EM
Castanopsis_indica,AMNM
Castanospermum_australe,AM
Castela_peninsularis,AM
Castilleja_arctica,NM
Castilleja_arvensis,NM
Casuarina_cunninghamiana,EM
Casuarina_equisetifolia,EM
Casuarina_littoralis,EM
Catabrosa_aquatica,NM
Catabrosella_variegata,NM
Catalpa_bungei,AM
Catapodium_rigidum,AM
Catharanthus_roseus,AM
Catolobus_pendula,NM
Catostemma_fragrans,AM
Caustis_dioica,NM
Caustis_flexuosa,AM
Cayratia_japonica,AM
Ceanothus_americanus,AM
Cecropia_angulata,AM
Cecropia_glaziovii,AM
Cecropia_pachystachya,AM
Cedrela_fissilis,AM
Cedrus_atlantica,EM
Cedrus_deodara,EM
Cedrus_libani,EM
Ceiba_pentandra,AM
Ceiba_speciosa,AM
Celosia_argentea,AMNM
Celtis_caucasica,AM
Celtis_philippensis,AM
Cenchrus_ciliaris,AM
Cenchrus_pedicellatus,AM
Cenchrus_purpurascens,AM
Cenchrus_setaceus,AM
Cenchrus_setiger,AM
Cenchrus_spicatus,AM
Centaurea_cheiranthifolia,AM
Centaurea_cyanus,AM
Centaurea_diffusa,AM
Centaurea_jacea,AM
Centaurea_maculosa,AM
Centaurea_nigra,AM
Centaurea_phrygia,AM
Centaurea_pratensis,AM
Centaurea_pseudophrygia,AM
Centaurea_pulchella,AMNM
Centaurea_scabiosa,AM
Centaurea_solstitialis,AM
Centaurea_stoebe,AM
Centaurea_subciliata,AM
Centaurea_virgata,AM
Centaurium_erythraea,AM
Centaurium_littorale,AM
Centaurium_pulchellum,AM
Centranthus_ruber,NM
Centrolobium_tomentosum,AM
Centrosema_arenarium,AM
Centrosema_brasilianum,AM
Centrosema_macrocarpum,AM
Centrosema_pascuorum,AM
Centrosema_pubescens,AM
Cephalanthus_occidentalis,AM
Cephalaria_gigantea,AM
Cephaloschoenus_longisetis,NM
Cephalotaxus_fortunei,AM
Cephalotaxus_harringtonia,AM
Cerastium_alpinum,NM
Cerastium_arcticum,NM
Cerastium_argenteum,NM
Cerastium_arvense,AMNM
Cerastium_beeringianum,NM
Cerastium_bungeanum,NM
Cerastium_cerastoides,NM
Cerastium_davuricum,NM
Cerastium_dichotomum,NM
Cerastium_fontanum,AMNM
Cerastium_glomeratum,AMNM
Cerastium_kasbek,NM
Cerastium_kunthii,AMNM
Cerastium_maximum,NM
Cerastium_multiflorum,NM
Cerastium_pauciflorum,NM
Cerastium_purpurascens,NM
Cerastium_semidecandrum,NM
Cerastium_svanicum,NM
Cerastium_uniflorum,AMNM
Cerastium_uralense,NM
Cerastium_vulgatum,AM
Cerasus_avium,EM
Cerasus_erythrocarpa,AMNM
Cerasus_fruticosa,EM
Cerasus_japonica,AM
Cerasus_maximowiczii,NM
Cerasus_vulgaris,EM
Ceratocarpus_arenarius,NM
Ceratocarpus_papposa,AM
Ceratonia_siliqua,AM
Ceratopetalum_apetalum,EM
Ceratophyllum_demersum,NM
Ceratozamia_mexicana,AM
Cereus_uruguayanus,NM
Cerinthe_glabra,AM
Ceropegia_woodii,AM
Cespedesia_spathulata,AM
Cestrum_intermedium,AM
Chaenomeles_japonica,AM
Chaenomeles_speciosa,AM
Chaenorhinum_minus,NM
Chaerophyllum_aureum,AM
Chaerophyllum_bulbosum,AMNM
Chaerophyllum_humile,NM
Chaerophyllum_roseum,AM
Chaerophyllum_temulentum,AMNM
Chaetocarpus_schomburgkianus,AM
Chaetospora_ferruginea,AMNM
Chamaecrista_apoucouita,AM
Chamaecrista_chamaecristoides,AM
Chamaecyparis_formosensis,AM
Chamaecyparis_lawsoniana,AM
Chamaecyparis_obtusa,AM
Chamaecyparis_pisifera,AM
Chamaecyparis_thyoides,AM
Chamaecytisus_austriacus,AM
Chamaecytisus_ruthenicus,AM
Chamaecytisus_zingeri,AM
Chamaedrys_flava,AM
Chamaedrys_montana,AM
Chamaemelum_lamellatum,NM
Chamaenerion_montanum,AMNM
Chamaerops_humilis,AMNM
Chamaesciadium_acaule,AM
Chamaesphacos_ilicifolius,NM
Chamaesyce_atrococca,AM
Chamaesyce_celastroides,AM
Chamaesyce_degeneri,AM
Chamaesyce_peplis,AM
Chamerion_angustifolium,AMNM
Chassalia_curviflora,AM
Chelidonium_majus,NM
Chenopodium_album,AMNM
Chenopodium_ambrosioides,AMNM
Chenopodium_bonus-henricus,NM
Chenopodium_foliosum,NM
Chenopodium_glaucum,NM
Chenopodium_hybridum,NM
Chenopodium_murale,NM
Chenopodium_pratericola,NM
Chenopodium_rubrum,NM
Cheredospsis_purpurea,NM
Chimaphila_umbellata,EM
Chisocheton_siamensis,AM
Chlorophytum_comosum,AM
Choerospondias_axillaris,AM
Chondrilla_ambigua,AM
Chondrilla_brevirostris,AM
Chondrilla_juncea,AM
Chorispora_macropoda,NM
Chorispora_sibirica,NM
Chosenia_arbutifolia,EM
Chromolaena_odorata,AM
Chrozophora_sabulosa,AM
Chrysanthemum_morifolium,AM
Chrysanthemum_segetum,AM
Chrysanthemum_zawadskii,AM
Chrysophyllum_sanguinolentum,AM
Chrysopogon_aciculatus,AM
Chrysosplenium_alternifolium,AMNM
Chrysosplenium_oppositifolium,NM
Chusquea_culeou,AM
Cicendia_filiformis,AM
Cicer_arietinum,AM
Cicerbita_alpina,AMNM
Cicerbita_olgae,AM
Cicerbita_pontica,AM
Cicerbita_racemosa,AMNM
Cichorium_endivia,AM
Cichorium_intybus,AMNM
Cicuta_virosa,NM
Cinna_arundinacea,AM
Cinnamomum_burmannii,AM
Cinnamomum_japonicum,AM
Circaea_alpina,AM
Circaea_lutetiana,AM
Cirsium_acaule,AM
Cirsium_arvense,AM
Cirsium_brevipapposum,AMNM
Cirsium_canum,AM
Cirsium_dissectum,AM
Cirsium_eriophorum,AM
Cirsium_helenioides,AM
Cirsium_heterophyllum,AM
Cirsium_oleraceum,AMNM
Cirsium_palustre,AMNM
Cirsium_pugnax,AM
Cirsium_purpuratum,AM
Cirsium_rhizocephalum,AM
Cirsium_semenowii,AM
Cirsium_setosum,AM
Cirsium_simplex,AMNM
Cirsium_tuberosum,AM
Cirsium_vulgare,AMNM
Cistus_incanus,EM
Cistus_ladanifer,EM
Cistus_monspeliensis,EM
Cistus_tauricus,EM
Citharexylum_myrianthum,AM
Citrullus_lanatus,AM
Citrus_aurantium,AM
Citrus_jambhiri,AM
Citrus_limon,AM
Citrus_macrophylla,AM
Citrus_paradisi,AM
Citrus_reshni,AM
Citrus_reticulata,AM
Citrus_trifoliata,AM
Citrus_x,AM
Citrus_xaurantiifolia,AM
Cladium_jamaicense,AM
Cladium_mariscoides,AM
Cladium_mariscus,AMNM
Clandestina_squamaria,NM
Clarkia_amoena,AM
Clarkia_elegans,NM
Clathrotropis_macrocarpa,AM
Claytonia_perfoliata,NM
Claytonia_sibirica,AM
Cleidion_bracteosum,AM
Cleidion_brevipetiolatum,AM
Cleistanthus_sumatranus,AMNM
Cleistogenes_squarrosa,NM
Clematis_orientalis,AM
Clematis_recta,AM
Clematis_sibirica,AM
Clematis_stans,AM
Clematis_terniflora,AM
Clematis_vitalba,AM
Clematis_viticella,AM
Clermontia_fauriei,AM
Clerodendrum_japonicum,AM
Clethra_barbinervis,AM
Clidemia_hirta,AM
Climacoptera_crassa,NM
Clinopodium_vulgare,AMNM
Clivia_nobilis,AM
Clusia_grandiflora,AM
Clusia_minor,AM
Clusia_rotundata,AM
Coccoloba_uvifera,EM
Coccoloba_warmingii,AM
Cocculus_orbiculatus,AM
Cochemiea_poselgeri,AM
Cochlearia_anglica,AMNM
Cochlearia_danica,AM
Cochlearia_groenlandica,NM
Cochlearia_officinalis,AMNM
Cochlospermum_vitifolium,AM
Cocos_nucifera,AM
Coffea_arabica,AM
Coincya_monensis,NM
Coix_lacryma-jobi,AM
Colchicum_autumnale,AM
Colebrookea_oppositifolia,AM
Coleus_parviflorus,AM
Colletia_hystrix,AM
Collinsonia_canadensis,AM
Colobanthus_apetalus,AM
Colobanthus_kerguelensis,NM
Colobanthus_lycopodioides,NM
Colocasia_esculenta,AM
Colpodium_humile,AMNM
Colpodium_versicolor,AMNM
Colubrina_glabra,AM
Colubrina_glandulosa,AM
Colubrina_oppositifolia,AM
Comarum_palustre,AMNM
Comastoma_tenellum,AM
Combretocapus_rotundatus,NM
Commelina_communis,AMNM
Comptonia_peregrina,AM
Condalia_globosa,AM
Condea_laniflora,AM
Conium_maculatum,AM
Conoclinium_coelestinum,AM
Conopodium_majus,AM
Conospermum_longifolium,AM
Conospermum_taxifolium,AM
Consolida_ajacis,AM
Consolida_camptocarpa,AM
Consolida_regalis,AM
Consolida_rugulosa,AM
Convallaria_majalis,AMNM
Convolvulus_ammannii,AM
Convolvulus_arvensis,AMNM
Convolvulus_elegantissimus,AM
Convolvulus_eyreanus,AM
Convolvulus_fruticosus,AM
Convolvulus_hamadae,NM
Convolvulus_subsericeus,AM
Convolvulus_tricolor,AM
Conyza_bonariensis,AMNM
Conyza_canadensis,AMNM
Copaiba_mopane,AM
Copaifera_langsdorffii,AM
Coprosma_ernodeoides,AM
Coprosma_kauensis,AM
Coprosma_perpusilla,NM
Coprosma_robusta,AM
Corallodiscus_lanuginosus,AM
Corchorus_olitorius,AM
Corchorus_tridens,AM
Cordia_alliodora,AM
Cordia_ecalyculata,AM
Cordia_trichotoma,AM
Cordyla_pinnata,AM
Cordyline_australis,NM
Coreopsis_tinctoria,AM
Coriandrum_sativum,AM
Coriaria_nepalensis,AM
Corispermum_lehmannianum,NM
Corispermum_papillosum,NM
Cormus_domestica,AM
Cornus_alba,AMNM
Cornus_florida,AM
Cornus_sericea,AM
Cornus_sibirica,AM
Cornus_stolonifera,AM
Cornus_suecica,AM
Coronilla_balansae,AM
Coronilla_emeroides,AM
Coronilla_scorpioides,AM
Coronilla_varia,AMNM
Cortusa_matthioli,AM
Corydalis_alpestris,AM
Corydalis_caucasica,NM
Corydalis_conorhiza,AM
Corydalis_lutea,NM
Corydalis_schanginii,NM
Corydalis_solida,AMNM
Corylus_avellana,EM
Corylus_colurna,EM
Corylus_heterophylla,EM
Corylus_mandshurica,EM
Corymbia_citriodora,EM
Corymbia_torelliana,EM
Corynephorus_canescens,AMNM
Coryphantha_radians,AM
Cosmos_bipinnatus,NM
Cosmos_phothea,AM
Costus_scaber,AM
Costus_spiralis,AM
Cota_tinctoria,AM
Cotinus_coggygria,AM
Cotoneaster_dammeri,AM
Cotoneaster_hissaricus,AM
Cotoneaster_integerrimus,AM
Cotoneaster_lucidus,AM
Cotoneaster_melanocarpus,AM
Cotoneaster_multiflorus,AM
Cotoneaster_nummularioides,AM
Cotoneaster_sanguineus,AM
Cotoneaster_subacutus,AM
Cotoneaster_submultiflorus,AM
Cotoneaster_tomentosus,AM
Cotula_plumose,NM
Couepia_exflexa,AM
Coula_edulis,AM
Couratari_guianensis,AM
Cousinia_affinis,AM
Cousinia_alpestris,AM
Cousinia_astracanica,AM
Cousinia_franchetii,AM
Cousinia_hamadae,AM
Cousinia_microcarpa,AM
Cousinia_verticillaris,AM
Crassocephalum_crepidioides,AM
Crassula_aquatica,NM
Crassula_arborescens,NM
Crassula_moschata,NM
Crassula_perfoliata,NM
Crassula_rupestris,AM
Crassula_schimperi,AM
Crataegus_almaatensis,AM
Crataegus_calycina,AM
Crataegus_chlorocarpa,AM
Crataegus_laevigata,AM
Crataegus_maximowiczii,AMNM
Crataegus_monogyna,AM
Crataegus_pinnatifida,AMNM
Crataegus_pontica,AM
Crataegus_turkestanica,AM
Cratoxylum_arborescens,AM
Crepidiastrum_denticulatum,AM
Crepis_aurea,AM
Crepis_biennis,AM
Crepis_capillaris,AM
Crepis_chrysantha,AM
Crepis_foetida,AM
Crepis_mollis,AM
Crepis_multicaulis,AM
Crepis_oreades,AM
Crepis_paludosa,AMNM
Crepis_praemorsa,AM
Crepis_setosa,AM
Crepis_sibirica,AM
Crepis_tectorum,AMNM
Crinum_asiaticum,AM
Crinum_moorei,AM
Crocus_reticulatus,AM
Crocus_vernus,AM
Crotalaria_burhia,AM
Crotalaria_goreensis,AM
Crotalaria_incana,AM
Crotalaria_juncea,AM
Crotalaria_medicaginea,AM
Crotalaria_ochroleuca,AM
Croton_ciliatoglandulifer,AM
Croton_floribundus,AM
Croton_kongensis,AM
Croton_macrostachyus,AM
Croton_punctatus,AM
Croton_urucurana,AM
Cruciata_krylovii,NM
Cruciata_laevipes,AMNM
Cruciata_taurica,AM
Cryptocarya_angulata,AM
Cryptocarya_mackinnoniana,AM
Cryptocarya_yunnanensis,AM
Cryptosepalum_tetraphyllum,EM
Ctenolepis_cerasiformis,AM
Cucumis_melo,AM
Cucumis_sativus,AM
Cucurbita_foetidissima,AM
Cucurbita_pepo,AM
Cullen_discolor,AM
Cullen_pallidum,AM
Cuphea_carthagenensis,AM
Cupressus_funebris,AM
Cupressus_lusitanica,AM
Cupressus_macnabiana,AM
Cupressus_sempervirens,AM
Cupressus_torulosa,AM
Cyathochaeta_avenacea,NM
Cycas_circinalis,AM
Cycas_revoluta,AM
Cyclachaena_xanthiifolia,AM
Cyclamen_hederifolium,AM
Cyclamen_persicum,AM
Cyclamen_purpurascens,AM
Cyclobalanopsis_myrsinifolia,EM
Cydonia_oblonga,AM
Cylicodiscus_gabunensis,AM
Cylindropuntia_cholla,AM
Cylindropuntia_lindsayi,AM
Cymbalaria_muralis,AM
Cymbopogon_iwarancusa,AM
Cymbopogon_nardus,AM
Cymbopogon_winterianus,AM
Cynanchum_rehmannii,AM
Cynanchum_sibiricum,AM
Cynara_cardunculus,AM
Cynodon_dactylon,AM
Cynoglossum_creticum,AM
Cynoglossum_lanceolatum,AM
Cynoglossum_officinale,AM
Cynometra_alexandri,AM
Cynometra_leonensis,AM
Cynometra_sanagaensis,AM
Cynosurus_cristatus,AM
Cynosurus_echinatus,AMNM
Cyperus_alternifolius,NM
Cyperus_arenarius,AM
Cyperus_articulatus,AM
Cyperus_bulbosus,NM
Cyperus_compressus,AM
Cyperus_cuspidatus,NM
Cyperus_cyperinus,AM
Cyperus_decompositus,NM
Cyperus_difformis,AM
Cyperus_distans,AM
Cyperus_dubius,AM
Cyperus_esculentus,NM
Cyperus_exaltatus,NM
Cyperus_fuscus,NM
Cyperus_glomeratus,NM
Cyperus_haspan,AMNM
Cyperus_iria,AM
Cyperus_javanicus,NM
Cyperus_laevigatus,AM
Cyperus_ligularis,AM
Cyperus_luzulae,NM
Cyperus_meyenianus,AM
Cyperus_microiria,NM
Cyperus_niveus,AM
Cyperus_nutans,AM
Cyperus_odoratus,AM
Cyperus_paniceus,AM
Cyperus_pilosus,AM
Cyperus_pohlii,AMNM
Cyperus_pygmaeus,AM
Cyperus_rotundus,AMNM
Cyperus_scoparius,AM
Cyperus_squarrosus,AMNM
Cyperus_stoloniferous,AM
Cyperus_surinamensis,AM
Cyperus_tenuispica,NM
Cyrtandra_longifolia,AM
Cyrtocarpa_edulis,AM
Cytisus_scoparius,AM
Dacrycarpus_dacrydioides,AM
Dactylis_glomerata,AMNM
Dahlstedtia_muehlbergiana,AM
Dalbergia_obtusifolia,AM
Dalbergia_sissoo,AM
Dalea_candida,AM
Dalea_purpurea,AM
Dampiera_stricta,AM
Daniella_ogea,AM
Danthonia_alpina,AM
Danthonia_decumbens,AM
Daphne_glomerata,AM
Daphne_gnidium,AM
Daphne_laureola,AM
Daphne_mezereum,AMNM
Datura_metel,AM
Datura_stramonium,AM
Daucus_carota,AMNM
Daviesia_corymbosa,AM
Declieuxia_fruticosa,AM
Decussocarpus_gracilior,AM
Deinbollia_pycnophylla,AM
Delissea_leptostegia,AM
Delosperma_herbeum,AM
Delphinium_caucasicum,AM
Delphinium_elatum,AM
Delphinium_oreophilum,NM
Delphinium_pyramidatum,AM
Dendrocalamus_asper,AM
Dendrocalamus_strictus,AMNM
Dendropanax_cuneatus,AM
Deschampsia_antarctica,AMNM
Deschampsia_borealis,NM
Deschampsia_caespitosa,NM
Deschampsia_cespitosa,AMNM
Deschampsia_chapmanii,AM
Deschampsia_flexuosa,AMNM
Descurainia_sophia,NM
Desmanthus_illinoensis,AM
Desmodium_heterocarpon,AM
Desmodium_heterophyllum,AM
Desmodium_illinoense,AM
Desmodium_incanum,AM
Desmodium_microphyllum,AM
Desmodium_paniculatum,AM
Desmodium_sessilifolium,AM
Detarium_macrocarpum,AM
Deutzia_candidissima,AM
Deutzia_carnea,AM
Deutzia_discolor,AMNM
Deutzia_floribunda,AM
Deutzia_japonica,AM
Deutzia_longifolia,AM
Deutzia_parviflora,AM
Deutzia_pulchra,AM
Deutzia_purpurascens,AM
Deutzia_schneideriana,AM
Deutzia_staminea,AM
Deyeuxia_anthoxanthoides,AM
Deyeuxia_autumnalis,AM
Deyeuxia_lapponica,NM
Deyeuxia_pooides,AMNM
Deyeuxia_purpurea,NM
Dialium_guineense,AM
Dianella_ensifolia,AM
Dianthus_barbatus,NM
Dianthus_carthusianorum,AMNM
Dianthus_caryophyllus,NM
Dianthus_chinensis,NM
Dianthus_cretaceus,NM
Dianthus_deltoides,NM
Dianthus_gratianopolitanus,NM
Dianthus_plumarius,NM
Dianthus_ruprechtii,NM
Dianthus_superbus,NM
Diaphyllum_longifolium,AM
Diasperus_lacunarius,AM
Diasperus_latifolius,NM
Dichanthelium_acuminatum,AM
Dichanthelium_clandestinum,AM
Dichanthelium_cynodon,AM
Dichanthelium_dichotomum,AM
Dicorynia_guianensis,AM
Dictamnus_albus,AM
Dicymbe_altsonii,EM
Dicymbe_corymbosa,EM
Didelotia_africana,EM
Didelotia_letouzeyi,EM
Didymophysa_fedtschenkoana,NM
Dieffenbachia_amoena,AM
Digitalis_ambigua,AM
Digitalis_grandiflora,AM
Digitalis_lanata,AM
Digitalis_lutea,AM
Digitalis_purpurea,AMNM
Digitalis_schischkinii,AM
Digitaria_ciliaris,AM
Digitaria_eriantha,AM
Digitaria_ischaemum,AM
Digitaria_longiflora,NM
Digitaria_sabulosa,AM
Digitaria_sanguinalis,AM
Digitaria_violascens,AM
Dillwyinia_parvifolia,EM
Dillwynia_retorta,EM
Dioon_edule,AM
Dioscorea_communis,AM
Diospyros_dichroa,AM
Diospyros_guianensis,AM
Diospyros_kaki,AM
Diospyros_nigrocortex,AM
Diphysa_americana,AM
Diplolepis_nummulariifolia,AM
Diplotaxis_erucoides,AMNM
Diplotaxis_muralis,AMNM
Dipsacus_fullonum,AMNM
Dipsacus_strigosus,AM
Dipterocarpus_acutangulus,EM
Dipterocarpus_globosus,EM
Dipterocarpus_palembanicus,EM
Dipteryx_panamensis,AM
Discaria_articulata,AM
Discaria_chacaye,AM
Distemonanthus_benthamianus,AM
Distichlis_spicata,AM
Ditaxis_lanceolata,AM
Dittrichia_viscosa,AM
Dodonaea_viscosa,AM
Doronicum_macrophyllum,AM
Dorycnium_hirsutum,NM
Dorycnium_pentaphyllum,AM
Downingia_elegans,AM
Draba_fladnizensis,NM
Draba_glabella,NM
Draba_glacialis,NM
Draba_hispida,NM
Draba_nemorosa,NM
Draba_olgae,NM
Draba_rigida,NM
Draba_sibirica,NM
Draba_siliquosa,NM
Draba_supranivalis,NM
Draba_verna,NM
Dracaena_draco,AM
Dracaena_fragrans,NM
Dracocephalum_nutans,AM
Dracocephalum_ruyschiana,AM
Drepanocaryum_sewerzowii,AM
Drosera_anglica,NM
Drosera_intermedia,AMNM
Drosera_longifolia,NM
Drosera_rotundifolia,AMNM
Dryas_caucasica,AMNM
Dryas_octopetala,EM
Dryas_punctata,EM
Dryobalanops_aromatica,EM
Dryobalanops_lanceolata,EM
Drypetes_gossweileri,AM
Drypetes_hoaensis,NM
Dubautia_ciliolata,AM
Dubautia_knudsenii,AM
Dubautia_plantaginea,AM
Dubautia_scabra,AM
Duchesnea_chrysantha,AM
Duchesnea_indica,AM
Duguetia_calycina,AM
Duguetia_pycnastera,AM
Duguetia_quitarensis,AM
Duguetia_rigida,AM
Duperrea_pavettifolia,AM
Dyera_costulata,NM
Dysphania_botrys,AM
Echeveria_elegans,NM
Echeveria_sedoides,NM
Echinacea_angustifolia,AM
Echinacea_purpurea,AM
Echinaria_capitata,AM
Echinochloa_crus-galli,AMNM
Echinochloa_frumentacea,AM
Echinocystis_lobata,AM
Echinodorus_grandiflorus,NM
Echinolaena_inflexa,AM
Echinophora_spinosa,AM
Echinops_ritro,AM
Echinops_sphaerocephalus,AM
Echinopsis_tubiflora,NM
Echium_maculatum,NM
Echium_vulgare,AM
Eclipta_prostrata,AM
Egeria_densa,NM
Ekebergia_capensis,AM
Elaeagnus_angustifolia,AMNM
Elaeagnus_commutata,AM
Elaeocarpus_austroyunnanensis,AM
Elatine_hexandra,AM
Elatostema_parvum,AM
Eleocharis_acutangula,AM
Eleocharis_dulcis,AM
Eleocharis_erythropoda,NM
Eleocharis_geniculata,AMNM
Eleocharis_macrostachya,AMNM
Eleocharis_multicaulis,NM
Eleocharis_ovata,AM
Eleocharis_pachycarpa,NM
Eleocharis_pumilum,NM
Eleocharis_quinqueflora,NM
Eleocharis_scheuchezeri,NM
Eleocharis_tenuis,NM
Eleocharis_triste,NM
Eleocharis_uniglumis,NM
Eleocharis_vaginatum,NM
Eleusine_coracana,AM
Eleusine_indica,AM
Eleutherococcus_senticosus,AMNM
Eleutherococcus_sessiliflorus,AMNM
Elodea_canadensis,NM
Elsholtzia_blanda,AM
Elsholtzia_ciliata,AM
Elsholtzia_cyprianii,AM
Elymus_canadensis,AM
Elymus_caninus,AMNM
Elymus_ciliolata,AM
Elymus_elongatus,AM
Elymus_elymoides,AM
Elymus_farctus,AMNM
Elymus_ferganensis,AM
Elymus_fibrosus,AM
Elymus_gracillima,AM
Elymus_junceiformis,NM
Elymus_kamoji,AM
Elymus_kronokensis,AM
Elymus_pendulinus,AM
Elymus_pycnanthus,AMNM
Elymus_repens,AM
Elymus_semicostatus,AM
Elymus_sibiricus,AM
Elymus_trachycaulus,AM
Elymus_trichophora,AM
Elymus_tschimganicus,AM
Elymus_virginicus,AM
Elytrigia_gracillima,AM
Elytrigia_reflexiaristata,NM
Elytrigia_repens,AM
Emerus_pubescens,AM
Emilia_sonchifolia,AM
Eminia_holubii,AM
Eminium_lehmannii,AM
Enantia_chlorantha,AM
Enchylaena_tomentosa,NM
Endlicheria_bracteolata,AM
Engelhardia_roxburghiana,EM
Enneapogon_avenaceus,AM
Entandrophragma_candollei,AM
Entandrophragma_cylindricum,AM
Entandrophragma_utile,AM
Enterolobium_contortisiliquum,AM
Enterolobium_cyclocarpum,AM
Enteropogon_acicularis,AM
Epacris_microphylla,AM
Eperua_falcata,AM
Ephedra_distachya,AM
Ephedra_intermedia,AM
Ephedra_monosperma,AM
Ephedra_strobilacea,AM
Ephedra_trifurca,AM
Epilasia_hemilasia,NM
Epilobium_alsinifolium,AMNM
Epilobium_anagallidifolium,AM
Epilobium_angustifolium,AMNM
Epilobium_brachycarpum,AMNM
Epilobium_brunnescens,NM
Epilobium_ciliatum,AM
Epilobium_coloratum,AM
Epilobium_hirsutum,AMNM
Epilobium_lanceolatum,AM
Epilobium_nummularifolium,AM
Epilobium_obscurum,AM
Epilobium_palustre,AM
Epilobium_parviflorum,AM
Epilobium_ponticum,AM
Epilobium_roseum,AM
Epiphyllum_hybridum,NM
Epipremnum_pinnatum,AM
Epiprinus_siletianus,NM
Eragrostis_curvula,AM
Eragrostis_dielsii,AM
Eragrostis_ferruginea,AM
Eragrostis_minor,AM
Eragrostis_pilosa,AM
Eragrostis_poaeoides,NM
Eragrostis_spectabilis,AM
Eragrostis_tef,AM
Erechtites_hieracifolia,AM
Eremogone_ledebouriana,NM
Eremogone_longifolia,NM
Eremogone_lychnidea,NM
Eremophila_longifolia,AM
Eremophila_macdonnellii,AM
Eremopoa_altaica,AM
Eremopyrum_bonaepartis,AMNM
Eremopyrum_orientale,AMNM
Eremosparton_flaccidum,NM
Eremostachys_labiosa,AM
Eremostachys_rotala,AM
Eremostachys_sarawschanica,AM
Eremostachys_tuberosa,AM
Eremurus_anisopterus,AM
Eremurus_hissaricus,AM
Eremurus_inderiensis,AM
Eriachne_aristidea,AM
Eribroma_oblongum,AM
Erigeron_acer,NM
Erigeron_acris,AMNM
Erigeron_andicola,AM
Erigeron_animus,AM
Erigeron_annuus,AM
Erigeron_borealis,AM
Erigeron_cabulicus,AM
Erigeron_caucasicus,AM
Erigeron_glabratus,AM
Erigeron_khorossanicus,AM
Erigeron_orientalis,AM
Erigeron_petroiketes,AM
Erigeron_philadelphicus,AM
Erigeron_strigosus,AM
Erigeron_uniflorus,AMNM
Eriochloa_villosa,AM
Eriocoelum_macrocarpum,AM
Eriophorum_angustifolium,AMNM
Eriophorum_callitrix,NM
Eriophorum_gracile,NM
