Species,fixer,num_introduced,total_area_introduced,total_area_native,lat_native,abs_lat_native,annual,uses_num_uses
Indigofera_fulvopilosa,1,0,0,1.26E+13,7.41686861,7.41686861,1,0
Indigofera_gairdnerae,1,0,0,3.47E+12,-15.81197995,15.81197995,1,0
Indigofera_galegoides,1,1,4.65E+11,7.84E+12,7.65874581,7.65874581,0,4
Indigofera_garckeana,1,0,0,1.12E+13,8.13673517,8.13673517,0,0
Indigofera_glandulosa,1,0,0,1.54E+13,8.44872394,8.44872394,0,5
Indigofera_glaucescens,1,0,0,2.67E+12,-25.48651667,25.48651667,0.215277778,0
Indigofera_glomerata,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Indigofera_griseoides,1,0,0,3.05E+12,-10.80106917,10.80106917,1,0
Indigofera_hamiltonii,1,0,0,1.09E+12,27.91812458,27.91812458,0,0
Indigofera_hebepetala,1,0,0,2.74E+12,28.43352217,28.43352217,0,0
Indigofera_hedyantha,1,0,0,3.50E+12,-24.17941176,24.17941176,0,0
Indigofera_hendecaphylla,1,5,1.63E+13,3.05E+13,1.67206813,1.67206813,0,4
Indigofera_heterophylla,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Indigofera_heterotricha,1,0,0,5.68E+12,-21.6648646,21.6648646,0,0
Indigofera_hewittii,1,0,0,1.26E+12,-14.29807668,14.29807668,0.215277778,0
Indigofera_hilaris,1,0,0,8.03E+12,-21.25317218,21.25317218,0,0
Indigofera_himalayensis,1,0,0,1.98E+12,30.04354667,30.04354667,0,0
Indigofera_hirsuta,1,8,2.15E+12,3.94E+13,6.00354518,6.00354518,0,5
Indigofera_hispida,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Indigofera_holubii,1,0,0,4.44E+12,-23.50241383,23.50241383,1,0
Indigofera_humifusa,1,0,0,2.67E+12,-25.48651667,25.48651667,0.215277778,0
Indigofera_incana,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Indigofera_ingrata,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Indigofera_inhambanensis,1,0,0,5.23E+12,-22.8592017,22.8592017,0,0
Indigofera_kirilowii,1,2,8.17E+12,1.37E+12,38.56462883,38.56462883,0,2
Indigofera_langebergensis,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Indigofera_lespedezioides,1,0,0,4.60E+11,14.35088647,14.35088647,0,0
Indigofera_linifolia,1,1,2645044536,2.43E+13,11.63265646,11.63265646,0,5
Indigofera_litoralis,1,0,0,34026085256,19.20103622,19.20103622,0.215277778,0
Indigofera_livingstoniana,1,0,0,1.14E+12,-15.38103758,15.38103758,0,0
Indigofera_longibarbata,1,0,0,8.92E+12,-20.75526965,20.75526965,0,0
Indigofera_lupatana,1,0,0,7.37E+12,-10.86319881,10.86319881,0,0
Indigofera_lyallii,1,0,0,4.56E+12,-20.76177807,20.76177807,0,1
Indigofera_maritima,1,0,0,4.72E+12,-20.92116034,20.92116034,0,0
Indigofera_mauritanica,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Indigofera_melanadenia,1,0,0,3.64E+12,-23.20152251,23.20152251,0,0
Indigofera_meyeriana,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Indigofera_microcarpa,1,0,0,8.87E+11,-3.55225494,3.55225494,0,0
Indigofera_mimosoides,1,0,0,1.26E+13,-7.73323707,7.73323707,1,0
Indigofera_miniata,1,0,0,3.41E+12,23.429738,23.429738,0,0
Indigofera_mollicoma,1,0,0,2.69E+12,-26.02431623,26.02431623,0,0
Indigofera_monantha,1,0,0,4.56E+12,-7.05696225,7.05696225,1,0
Indigofera_nigromontana,1,0,0,2.70E+12,-27.53376098,27.53376098,0,0
Indigofera_nummulariifolia,1,0,0,2.34E+13,13.15762855,13.15762855,0,1
Indigofera_oblongifolia,1,0,0,2.53E+13,13.97712348,13.97712348,0,2
Indigofera_ormocarpoides,1,0,0,4.39E+12,-18.20098899,18.20098899,0,0
Indigofera_ovata,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Indigofera_oxalidea,1,0,0,7.86E+12,-13.70999701,13.70999701,0,0
Indigofera_oxytropis,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Indigofera_podophylla,1,0,0,3.46E+12,-21.3733595,21.3733595,0,0
Indigofera_poliotes,1,0,0,2.67E+12,-25.48651667,25.48651667,0.215277778,0
Indigofera_pongolana,1,0,0,3.25E+12,-23.83428126,23.83428126,0,0
Indigofera_porrecta,1,0,0,2.67E+12,-25.48651667,25.48651667,0.215277778,0
Indigofera_pratensis,1,0,0,3.08E+12,-21.20529859,21.20529859,0.215277778,0
Indigofera_praticola,1,0,0,4.96E+12,-17.68876937,17.68876937,1,0
Indigofera_procumbens,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Indigofera_prostrata,1,0,0,2.16E+12,22.37209866,22.37209866,1,1
Indigofera_pseudotinctoria,1,0,0,2.71E+12,32.75775076,32.75775076,0,3
Indigofera_psoraloides,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Indigofera_pulchra,1,0,0,1.68E+13,7.25518741,7.25518741,1,1
Indigofera_rautanenii,1,0,0,2.05E+12,-16.35580401,16.35580401,0,0
Indigofera_reducta,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Indigofera_reticulata,1,0,0,1.55E+12,21.53114097,21.53114097,0,0
Indigofera_rhynchocarpa,1,0,0,9.46E+12,3.61598767,3.61598767,0,0
Indigofera_rhytidocarpa,1,0,0,6.47E+12,-21.60477917,21.60477917,1,0
Indigofera_ripae,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Indigofera_rostrata,1,0,0,2.72E+12,-27.20987925,27.20987925,0,0
Indigofera_sanguinea,1,0,0,3.47E+12,-21.47861499,21.47861499,0,0
Indigofera_schimperi,1,0,0,1.58E+13,2.71656697,2.71656697,0,1
Indigofera_schinzii,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Indigofera_senegalensis,1,0,0,6.59E+12,15.31601191,15.31601191,1,0
Indigofera_sessiliflora,1,0,0,2.08E+13,22.43540713,22.43540713,1,0
Indigofera_sessilifolia,1,0,0,3.48E+12,-23.86102812,23.86102812,0,1
Indigofera_setiflora,1,0,0,6.56E+12,-9.33357325,9.33357325,1,0
Indigofera_sordida,1,0,0,4.44E+12,-23.50241383,23.50241383,0,0
Indigofera_sphaerocarpa,1,0,0,3.61E+11,26.71389106,26.71389106,0,0
Indigofera_spicata,1,1,1.28E+11,1.55E+13,4.12735407,4.12735407,0,4
Indigofera_stenophylla,1,0,0,1.31E+13,8.79748602,8.79748602,1,0
Indigofera_stricta,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Indigofera_strobilifera,1,0,0,1.18E+13,-0.08851722,0.08851722,1,0
Indigofera_subcorymbosa,1,0,0,6.90E+12,-19.14406629,19.14406629,0,0
Indigofera_subulifera,1,0,0,5.77E+12,-8.2186671,8.2186671,1,0
Indigofera_suffruticosa,1,28,5.58E+12,9.18E+12,12.57671965,12.57671965,0,7
Indigofera_sulcata,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Indigofera_swaziensis,1,0,0,9.00E+12,-13.05058121,13.05058121,0,0
Indigofera_tenuis,1,0,0,2.11E+12,-11.23158331,11.23158331,1,0
Indigofera_tenuissima,1,0,0,2.67E+12,-25.48651667,25.48651667,1,0
Indigofera_tinctoria,1,16,3.14E+12,3.69E+13,8.91410948,8.91410948,0,6
Indigofera_tomentosa,1,0,0,2.67E+12,-25.48651667,25.48651667,0.215277778,0
Indigofera_torulosa,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Indigofera_tristis,1,0,0,2.70E+12,-27.53376098,27.53376098,0.215277778,0
Indigofera_tristoides,1,0,0,3.08E+12,-23.68287979,23.68287979,0,0
Indigofera_velutina,1,0,0,3.47E+12,-21.47861499,21.47861499,0,0
Indigofera_vicioides,1,0,0,1.61E+13,-3.06260617,3.06260617,1,0
Indigofera_viscidissima,1,0,0,3.44E+12,-11.75893197,11.75893197,1,0
Indigofera_wildiana,1,0,0,7.50E+11,-10.31168018,10.31168018,0,0
Indigofera_williamsonii,1,0,0,3.46E+12,-21.3733595,21.3733595,0,0
Indigofera_woodii,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Indigofera_zeyheri,1,0,0,3.50E+12,-24.17941176,24.17941176,0.215277778,0
Indigofera_zollingeriana,1,7,1.03E+12,6.02E+12,6.14813362,6.14813362,0,2
Indopiptadenia_oudhensis,1,1,7.95E+11,3.91E+11,27.59881547,27.59881547,0,2
Inga_acreana,1,0,0,NA,NA,NA,0,0
Inga_acrocephala,1,0,0,7.50E+12,11.15560556,11.15560556,0,1
Inga_acuminata,1,0,0,NA,NA,NA,0,0
Inga_alba,1,0,0,1.28E+13,3.21983134,3.21983134,0,0
Inga_altissima,1,0,0,NA,NA,NA,0,0
Inga_bahiensis,1,0,0,NA,NA,NA,0,0
Inga_blanchetiana,1,0,0,NA,NA,NA,0,0
Inga_brachystachya,1,0,0,NA,NA,NA,0,0
Inga_calantha,1,0,0,NA,NA,NA,0,0
Inga_capitata,1,0,0,NA,NA,NA,0,0
Inga_cayennensis,1,0,0,NA,NA,NA,0,0
Inga_chocoensis,1,0,0,1.28E+11,12.839712,12.839712,0,0
Inga_cinnamomea,1,0,0,NA,NA,NA,0,0
Inga_codonantha,1,0,0,NA,NA,NA,0,0
Inga_cordatoalata,1,0,0,NA,NA,NA,0,0
Inga_cordistipula,1,0,0,NA,NA,NA,0,0
Inga_densiflora,1,0,0,6.64E+11,9.69430938,9.69430938,0,0
Inga_disticha,1,0,0,NA,NA,NA,0,0
Inga_duckei,1,0,0,NA,NA,NA,0,0
Inga_edulis,1,7,6.60E+12,1.04E+13,-7.70557519,7.70557519,0,3
Inga_fanchoniana,1,0,0,NA,NA,NA,0,0
Inga_fastuosa,1,0,0,NA,NA,NA,0,0
Inga_graciliflora,1,0,0,NA,NA,NA,0,0
Inga_gracilifolia,1,0,0,NA,NA,NA,0,0
Inga_hayesii,1,0,0,NA,NA,NA,0,0
Inga_heterophylla,1,0,0,1.35E+13,-3.78920047,3.78920047,0,0
Inga_hispida,1,0,0,NA,NA,NA,0,0
Inga_huberi,1,0,0,NA,NA,NA,0,0
Inga_ingoides,1,0,0,NA,NA,NA,0,0
Inga_jinicuil,1,0,0,3.03E+11,15.89103478,15.89103478,0,0
Inga_lateriflora,1,0,0,NA,NA,NA,0,0
Inga_laurina,1,3,2.12E+12,1.78E+13,4.48952238,4.48952238,0,1
Inga_leiocalycina,1,0,0,3.38E+12,9.20895421,9.20895421,0,0
Inga_lentiscifolia,1,0,0,NA,NA,NA,0,0
Inga_longiflora,1,0,0,NA,NA,NA,0,0
Inga_luschnathiana,1,0,0,1.53E+12,-20.29687652,20.29687652,0,0
Inga_macrophylla,1,0,0,NA,NA,NA,0,0
Inga_maritima,1,0,0,NA,NA,NA,0,0
Inga_microcalyx,1,0,0,NA,NA,NA,0,0
Inga_mortoniana,1,0,0,NA,NA,NA,0,0
Inga_nobilis,1,0,0,1.36E+13,-3.84934881,3.84934881,0,0
Inga_nuda,1,0,0,NA,NA,NA,0,0
Inga_obidensis,1,0,0,NA,NA,NA,0,0
Inga_oerstediana,1,0,0,4.41E+12,11.11982358,11.11982358,0,0
Inga_panurensis,1,0,0,NA,NA,NA,0,0
Inga_paraensis,1,0,0,NA,NA,NA,0,0
Inga_paterno,1,0,0,7.24E+11,17.15175011,17.15175011,0,0
Inga_pavoniana,1,0,0,2.99E+12,2.59775106,2.59775106,0,0
Inga_pezizifera,1,0,0,74530640236,8.50542914,8.50542914,0,0
Inga_pilosula,1,0,0,NA,NA,NA,0,0
Inga_punctata,1,0,0,1.41E+13,6.28999587,6.28999587,0,0
Inga_rubiginosa,1,0,0,NA,NA,NA,0,0
Inga_sertulifera,1,0,0,1.26E+13,-0.83196226,0.83196226,0,0
Inga_sessilis,1,0,0,NA,NA,NA,0,0
Inga_spectabilis,1,0,0,2.69E+11,13.4920757,13.4920757,0,0
Inga_splendens,1,0,0,NA,NA,NA,0,0
Inga_stipularis,1,0,0,1.02E+13,-5.1761259,5.1761259,0,0
Inga_thibaudiana,1,0,0,9.49E+12,5.21909774,5.21909774,0,0
Inga_tonduzii,0,0,0,1.79E+11,12.02784754,12.02784754,0,0
Inga_umbellifera,1,0,0,1.19E+12,6.93521168,6.93521168,0,0
Inga_uraguensis,1,0,0,NA,NA,NA,0,0
Inga_velutina,1,0,0,NA,NA,NA,0,0
Inga_vera,1,1,2.12E+12,5.41E+12,14.41102883,14.41102883,0,0
Inga_vulpina,1,0,0,NA,NA,NA,0,0
Inocarpus_fagifer,1,2,4700589798,6.56E+12,-4.19180059,4.19180059,0,2
Intsia_palembanica,0,0,0,5.92E+12,2.35059943,2.35059943,0,1
Isoberlinia_angolensis,0,0,0,8.37E+12,2.5611088,2.5611088,0,0
Isotropis_atropurpurea,1,0,0,3.88E+12,-23.4204532,23.4204532,0,2
Isotropis_cuneifolia,1,0,0,2.53E+12,-25.46607155,25.46607155,0,0
Isotropis_juncea,1,0,0,2.53E+12,-25.46607155,25.46607155,0,0
Jacksonia_capitata,1,0,0,2.53E+12,-25.46607155,25.46607155,0,0
Jacksonia_dilatata,1,0,0,3.08E+12,-21.20529859,21.20529859,0,0
Jacksonia_floribunda,1,0,0,2.53E+12,-25.46607155,25.46607155,0,1
Jacksonia_furcellata,1,0,0,2.53E+12,-25.46607155,25.46607155,0,1
Jacksonia_hakeoides,1,0,0,2.53E+12,-25.46607155,25.46607155,0,0
Jacksonia_horrida,1,0,0,2.53E+12,-25.46607155,25.46607155,0,0
Jacksonia_scoparia,1,0,0,2.53E+12,-25.79163463,25.79163463,0,2
Jacksonia_sericea,1,0,0,2.53E+12,-25.46607155,25.46607155,0,1
Jacksonia_spinosa,1,0,0,2.53E+12,-25.46607155,25.46607155,0,0
Jacksonia_sternbergiana,1,0,0,2.53E+12,-25.46607155,25.46607155,0,1
Julbernardia_globiflora,0,0,0,6.73E+12,-11.532056,11.532056,0,4
Julbernardia_paniculata,0,0,0,6.19E+12,-8.67594049,8.67594049,0,2
Kebirita_roudairei,1,0,0,4.18E+12,26.69068677,26.69068677,0,0
Kennedia_beckxiana,1,0,0,2.53E+12,-25.46607155,25.46607155,0,0
Kennedia_carinata,1,0,0,2.53E+12,-25.46607155,25.46607155,0,0
Kennedia_coccinea,1,0,0,2.53E+12,-25.46607155,25.46607155,0,0
Kennedia_eximia,1,0,0,2.53E+12,-25.46607155,25.46607155,0,0
Kennedia_glabrata,1,0,0,2.53E+12,-25.46607155,25.46607155,0,0
Kennedia_nigricans,1,0,0,3.51E+12,-26.80243548,26.80243548,0,1
Kennedia_prorepens,1,0,0,6.59E+12,-24.24846479,24.24846479,0,0
Kennedia_prostrata,1,0,0,7.69E+12,-25.73253015,25.73253015,0,0
Kennedia_rubicunda,1,2,4.34E+11,2.83E+12,-34.37258831,34.37258831,0,2
Kennedia_stirlingii,1,0,0,7.69E+12,-25.73253015,25.73253015,0,0
Koompassia_malaccensis,0,0,0,3.85E+12,3.49645336,3.49645336,0,1
Kotschya_capitulifera,1,0,0,6.26E+12,-3.78023856,3.78023856,1,0
Kotschya_scaberrima,1,0,0,9.05E+11,-16.73982136,16.73982136,0,0
Kotschya_speciosa,1,0,0,4.24E+12,-2.35299091,2.35299091,0,0
Kotschya_strigosa,1,0,0,8.82E+12,-6.67010679,6.67010679,0,1
Kotschya_strobilantha,1,0,0,6.22E+12,-11.01687779,11.01687779,0,0
Kotschya_thymodora,1,0,0,5.66E+12,-19.24020834,19.24020834,0,0
Kummerowia_stipulacea,1,1,2.80E+12,7.38E+12,43.35430442,43.35430442,1,5
Kummerowia_striata,1,2,2.53E+12,1.08E+13,33.9937023,33.9937023,0,6
Lablab_purpureus,1,56,3.35E+13,2.96E+13,0.09818241,0.09818241,0,7
Laburnum_alpinum,1,1,2.31E+11,1.32E+12,42.33900182,42.33900182,0,2
Laburnum_anagyroides,1,27,2.41E+13,2.05E+12,34.85868258,34.85868258,0,2
Lamprolobium_fruticosum,1,1,1.30E+11,1.73E+12,-22.57378083,22.57378083,0,1
Lathyrus_angulatus,1,2,3.33E+12,4.54E+12,38.69175494,38.69175494,1,0
Lathyrus_annuus,1,3,3.48E+11,1.24E+13,39.65640909,39.65640909,1,4
Lathyrus_aphaca,1,8,1.12E+13,2.75E+13,39.11839808,39.11839808,1,5
Lathyrus_brachycalyx,1,0,0,1.60E+12,38.23233823,38.23233823,0,0
Lathyrus_cicera,1,3,6.06E+11,2.00E+13,36.55834479,36.55834479,1,6
Lathyrus_clymenum,1,4,8.97E+11,7.13E+12,38.60567236,38.60567236,1,1
Lathyrus_davidii,1,0,0,8.93E+12,43.17561716,43.17561716,0,2
Lathyrus_emodi,1,0,0,1.48E+12,29.24782946,29.24782946,0,0
Lathyrus_eucosmus,1,0,0,1.10E+12,36.56705657,36.56705657,0,0
Lathyrus_graminifolius,1,0,0,1.29E+12,32.86823684,32.86823684,0,0
Lathyrus_hirsutus,1,7,4.97E+12,1.82E+13,41.67807573,41.67807573,1,3
Lathyrus_humilis,1,0,0,2.36E+13,44.5514699,44.5514699,0,1
Lathyrus_inconspicuus,1,0,0,9.32E+12,38.83194762,38.83194762,1,1
Lathyrus_japonicus,1,0,0,2.98E+13,50.22068001,50.22068001,0,4
Lathyrus_jepsonii,1,0,0,4.08E+11,37.23999046,37.23999046,0,0
Lathyrus_komarovii,1,0,0,7.04E+12,53.4615388,53.4615388,0,0
Lathyrus_lanszwertii,1,0,0,2.14E+12,40.09899605,40.09899605,0,0
Lathyrus_latifolius,1,17,2.13E+13,6.44E+12,42.17504914,42.17504914,0,3
Lathyrus_leptophyllus,1,0,0,2.84E+11,46.96018904,46.96018904,1,0
Lathyrus_linifolius,1,1,1.15E+11,6.98E+12,46.72624927,46.72624927,0,2
Lathyrus_littoralis,1,0,0,8.34E+11,41.66077745,41.66077745,0,0
Lathyrus_magellanicus,1,0,0,7.29E+12,-21.4684911,21.4684911,0,0
Lathyrus_marmoratus,1,0,0,9.26E+11,26.35781079,26.35781079,1,0
Lathyrus_nevadensis,1,0,0,1.47E+12,42.74920082,42.74920082,0,0
Lathyrus_niger,1,2,3.46E+11,1.52E+13,44.88183931,44.88183931,0,4
Lathyrus_nissolia,1,4,8.38E+12,1.49E+13,42.66530031,42.66530031,1,1
Lathyrus_numidicus,1,0,0,2.47E+12,28.55837994,28.55837994,1,0
Lathyrus_ochroleucus,1,0,0,2.92E+12,44.38951045,44.38951045,0,0
Lathyrus_ochrus,1,2,1.17E+11,7.03E+12,38.13711824,38.13711824,1,2
Lathyrus_odoratus,1,41,6.38E+13,4.13E+11,27.90132043,27.90132043,1,3
Lathyrus_palustris,1,0,0,3.77E+13,43.83747701,43.83747701,0,1
Lathyrus_pisiformis,1,0,0,2.23E+13,50.43341204,50.43341204,0,2
Lathyrus_polymorphus,1,0,0,2.00E+12,37.67440463,37.67440463,0,0
Lathyrus_pratensis,1,8,1.69E+13,4.00E+13,42.09266119,42.09266119,0,3
Lathyrus_pseudocicera,1,0,0,2.54E+12,26.79516794,26.79516794,1,0
Lathyrus_pusillus,1,0,0,3.43E+12,25.37381551,25.37381551,1,2
Lathyrus_sativus,1,36,5.41E+13,1.07E+12,-6.77941557,6.77941557,1,7
Lathyrus_sphaericus,1,4,8.42E+12,2.35E+13,37.82259621,37.82259621,1,1
Lathyrus_sylvestris,1,5,3.16E+12,1.73E+13,48.14780215,48.14780215,0,4
Lathyrus_tingitanus,1,7,7.13E+12,3.33E+12,36.84475817,36.84475817,1,2
Lathyrus_tuberosus,1,9,1.62E+12,2.67E+13,47.50736618,47.50736618,0,5
Lathyrus_venosus,1,0,0,1.27E+13,50.6317653,50.6317653,0,1
Lathyrus_vernus,1,2,2.98E+11,2.23E+13,47.59715532,47.59715532,0,3
Latrobea_hirtella,1,0,0,2.53E+12,-25.46607155,25.46607155,0,0
Lebeckia_ambigua,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Lebeckia_cinerea,1,0,0,3.48E+12,-23.86102812,23.86102812,0,0
Lebeckia_cytisoides,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Lebeckia_gracilis,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Lebeckia_halenbergensis,1,0,0,8.05E+11,-22.23553957,22.23553957,0,0
Lebeckia_linearifolia,1,0,0,3.48E+12,-23.86102812,23.86102812,0,0
Lebeckia_meyeriana,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Lebeckia_multiflora,1,0,0,3.48E+12,-23.86102812,23.86102812,0,0
Lebeckia_pauciflora,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Lebeckia_plukenetiana,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Lebeckia_pungens,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Lebeckia_sepiaria,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Lebeckia_sericea,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Lebeckia_simsiana,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Lebeckia_spinescens,1,0,0,3.48E+12,-23.86102812,23.86102812,0,0
Lebeckia_wrightii,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Lecointea_amazonica,0,0,0,NA,NA,NA,0,0
Lens_culinaris,1,43,2.78E+13,1.65E+13,20.36272679,20.36272679,0,4
Lens_ervoides,1,0,0,7.84E+12,34.01195498,34.01195498,1,0
Lens_nigricans,1,0,0,5.66E+12,38.54226223,38.54226223,1,1
Leptoderris_nobilis,1,0,0,4.94E+12,-0.45812169,0.45812169,0,1
Leptosema_chambersii,1,0,0,2.33E+12,-24.14089892,24.14089892,0,0
Lespedeza_angustifolia,1,0,0,7.89E+11,37.09097654,37.09097654,0,0
Lespedeza_bicolor,1,9,8.25E+12,1.54E+13,39.58768972,39.58768972,0,3
Lespedeza_buergeri,1,0,0,2.49E+12,31.50999674,31.50999674,0,2
Lespedeza_capitata,1,0,0,1.73E+13,53.69834215,53.69834215,0,0
Lespedeza_caraganae,1,0,0,1.24E+12,37.38383338,37.38383338,0,0
Lespedeza_chinensis,1,0,0,1.72E+12,26.75592791,26.75592791,0,0
Lespedeza_cyrtobotrya,1,2,8.17E+12,3.08E+12,33.79614164,33.79614164,0,3
Lespedeza_davidii,1,0,0,2.08E+12,26.1886096,26.1886096,0,0
Lespedeza_floribunda,1,0,0,6.10E+12,33.79418863,33.79418863,0,0
Lespedeza_hirta,1,0,0,1.09E+13,39.15670326,39.15670326,0,0
Lespedeza_homoloba,1,0,0,3.71E+11,37.60209081,37.60209081,0,2
Lespedeza_inschanica,1,0,0,4.10E+12,38.55251726,38.55251726,0,0
Lespedeza_intermedia,1,0,0,2.12E+12,36.30047165,36.30047165,0,0
Lespedeza_japonica,1,3,8.54E+12,NA,NA,NA,0,1
Lespedeza_juncea,1,6,1.09E+13,3.14E+13,22.49597644,22.49597644,0,4
Lespedeza_leptostachya,1,0,0,6.90E+11,43.76944664,43.76944664,0,0
Lespedeza_maximowiczii,1,0,0,9.97E+11,36.05270502,36.05270502,0,1
Lespedeza_melanantha,1,0,0,5.91E+11,38.05663033,38.05663033,0,1
Lespedeza_pilosa,1,0,0,4.17E+12,31.35767912,31.35767912,0,0
Lespedeza_procumbens,1,0,0,2.96E+12,35.1284175,35.1284175,0,0
Lespedeza_pubescens,1,0,0,2.57E+11,25.62230143,25.62230143,0,0
Lespedeza_repens,1,0,0,3.09E+12,38.70316066,38.70316066,0,0
Lespedeza_stuevei,1,0,0,2.67E+12,34.59060583,34.59060583,0,0
Lespedeza_thunbergii,1,4,6.12E+11,3.99E+12,30.63943753,30.63943753,0,1
Lespedeza_tomentosa,1,0,0,1.32E+13,30.59548435,30.59548435,0,2
Lespedeza_violacea,1,0,0,2.59E+12,39.02128763,39.02128763,0,0
Lespedeza_virgata,1,2,2.75E+11,2.20E+12,33.18706468,33.18706468,0,1
Lespedeza_virginica,1,0,0,3.38E+12,35.78194358,35.78194358,0,0
Lessertia_affinis,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Lessertia_annularis,1,0,0,3.48E+12,-23.86102812,23.86102812,0,0
Lessertia_benguellensis,1,0,0,5.29E+12,-21.57866224,21.57866224,0,0
Lessertia_brachypus,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Lessertia_brachystachya,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Lessertia_capitata,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Lessertia_depressa,1,0,0,2.70E+12,-27.53376098,27.53376098,0,0
Lessertia_diffusa,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Lessertia_emarginata,1,0,0,2.52E+12,-19.18963072,19.18963072,0,0
Lessertia_excisa,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Lessertia_falciformis,1,0,0,4.05E+12,-23.84985133,23.84985133,0,0
Lessertia_harveyana,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Lessertia_herbacea,1,0,0,2.67E+12,-25.48651667,25.48651667,1,0
Lessertia_incana,1,0,0,8.05E+11,-22.23553957,22.23553957,0,0
Lessertia_inflata,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Lessertia_macrostachya,1,0,0,4.05E+12,-23.84985133,23.84985133,0,0
Lessertia_pauciflora,1,0,0,5.42E+12,-17.00724756,17.00724756,0,0
Lessertia_perennans,1,0,0,3.09E+12,-24.68917629,24.68917629,0,0
Lessertia_rigida,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Lessertia_spinescens,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Lessertia_stenoloba,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Lessertia_stricta,1,0,0,2.70E+12,-27.53376098,27.53376098,0,0
Lessertia_thodei,1,0,0,2.70E+12,-27.53376098,27.53376098,0,0
Lessertia_tomentosa,1,0,0,2.67E+12,-25.48651667,25.48651667,0,0
Leucaena_collinsii,1,0,0,2.30E+12,19.38707327,19.38707327,0,0
Leucaena_cuspidata,1,0,0,66275824795,19.13108596,19.13108596,0,1
Leucaena_diversifolia,1,5,2.49E+12,2.37E+12,19.32307644,19.32307644,0,2
Leucaena_esculenta,1,3,7.50E+11,66275824795,19.13108596,19.13108596,0,2
Leucaena_greggii,1,1,2.94E+11,66275824795,19.13108596,19.13108596,0,1
Leucaena_involucrata,1,0,0,66275824795,19.13108596,19.13108596,0,0
Leucaena_lanceolata,1,1,4.08E+11,3.03E+11,18.81953829,18.81953829,0,0
Leucaena_lempirana,1,0,0,1.12E+11,14.81592873,14.81592873,0,1
Leucaena_leucocephala,1,73,5.54E+13,2.10E+12,21.01115209,21.01115209,0,9
Leucaena_macrophylla,1,0,0,2.02E+12,21.5410044,21.5410044,0,0
Leucaena_magnifica,1,0,0,1.09E+11,15.70230638,15.70230638,0,2
Leucaena_multicapitula,1,0,0,2.54E+11,11.00127451,11.00127451,0,1
Leucaena_pulverulenta,1,5,5.47E+12,3.24E+12,27.93920268,27.93920268,0,4
Leucaena_retusa,1,1,1.12E+11,1.07E+12,25.78519056,25.78519056,0,0
Leucaena_salvadorensis,1,0,0,2.61E+11,13.76383318,13.76383318,0,1
Leucaena_shannonii,1,0,0,6.06E+11,16.42326836,16.42326836,0,2
Leucaena_trichandra,1,2,2.46E+12,2.65E+12,19.02332806,19.02332806,0,2
Leucaena_trichodes,1,0,0,3.71E+12,5.67378507,5.67378507,0,3
Leucomphalos_callicarpus,0,0,0,4.29E+12,14.14991821,14.14991821,0,0
Leucomphalos_capparideus,0,0,0,1.66E+12,6.79818592,6.79818592,0,0
