Phy,,Valid,maxlatall,minlatall,midpoint,abs_lat_native
Strumigenys_schmalzi,,Strumigenys.schmalzi,18.74860058,-33.74389942,-7.49764942,7.49764942
Strumigenys_schuetzi,,Strumigenys.schuetzi,-11.94559942,-25.60029942,-18.77294942,18.77294942
Strumigenys_schulzi,,Strumigenys.schulzi,26.92910058,-33.74389942,-3.40739942,3.40739942
Strumigenys_scolopax,,Strumigenys.scolopax,20.45520058,5.63110058,13.04315058,13.04315058
Strumigenys_scotti,,Strumigenys.scotti,13.89150058,-25.60029942,-5.85439942,5.85439942
Strumigenys_scylla,,Strumigenys.scylla,21.11800058,-11.15669942,4.98065058,4.98065058
Strumigenys_segrex,,Strumigenys.segrex,-28.15009942,-37.51269942,-32.83139942,32.83139942
Strumigenys_semicompta,,Strumigenys.semicompta,1.06970058,-29.17059942,-14.05044942,14.05044942
Strumigenys_semicrypta,,Strumigenys.semicrypta,4.22270058,-1.47609942,1.37330058,1.37330058
Strumigenys_semirex,,Strumigenys.semirex,-9.27529942,-29.17059942,-19.22294942,19.22294942
Strumigenys_separa,,Strumigenys.separa,2.63270058,-8.35499942,-2.86114942,2.86114942
Strumigenys_serket,,Strumigenys.serket,-11.94559942,-25.60029942,-18.77294942,18.77294942
Strumigenys_serradens,,Strumigenys.serradens,21.11800058,4.50050058,12.80925058,12.80925058
Strumigenys_serraformis,,Strumigenys.serraformis,4.80650058,-7.53499942,-1.36424942,1.36424942
Strumigenys_serrula,,Strumigenys.serrula,55.05660058,-26.86029942,14.09815058,14.09815058
Strumigenys_seti,,Strumigenys.seti,-11.94559942,-25.60029942,-18.77294942,18.77294942
Strumigenys_sevesta,,Strumigenys.sevesta,22.47220058,8.02560058,15.24890058,15.24890058
Strumigenys_seynoka,,Strumigenys.seynoka,7.39690058,-5.11139942,1.14275058,1.14275058
Strumigenys_sharra,,Strumigenys.sharra,13.08520058,-18.03859942,-2.47669942,2.47669942
Strumigenys_shattucki,,Strumigenys.shattucki,-10.96859942,-26.00489942,-18.48674942,18.48674942
Strumigenys_shaula,,Strumigenys.shaula,-0.99729942,-46.96979942,-23.98354942,23.98354942
Strumigenys_siagodens,,Strumigenys.siagodens,-19.29669942,-27.58839942,-23.44254942,23.44254942
Strumigenys_sibyna,,Strumigenys.sibyna,3.77160058,-1.47949942,1.14605058,1.14605058
Strumigenys_signeae,,Strumigenys.signeae,21.11800058,-10.99859942,5.05970058,5.05970058
Strumigenys_silvestrii,,Strumigenys.silvestrii,8.53520058,-41.04869942,-16.25674942,16.25674942
Strumigenys_simoni,,Strumigenys.simoni,17.99480058,-46.96979942,-14.48749942,14.48749942
Strumigenys_simulans,,Strumigenys.simulans,23.27750058,19.82190058,21.54970058,21.54970058
Strumigenys_sinensis,,Strumigenys.sinensis,28.31690058,23.56970058,25.94330058,25.94330058
Strumigenys_sistrura,,Strumigenys.sistrura,13.08520058,-13.45809942,-0.18644942,0.18644942
Strumigenys_sisyrata,,Strumigenys.sisyrata,1.06970058,-11.15669942,-5.04349942,5.04349942
Strumigenys_skia,,Strumigenys.skia,11.35640058,-5.00919942,3.17360058,3.17360058
Strumigenys_smilax,,Strumigenys.smilax,8.53520058,-19.48639942,-5.47559942,5.47559942
Strumigenys_smithii,,Strumigenys.smithii,22.47220058,-29.35779942,-3.44279942,3.44279942
Strumigenys_smythiesii,,Strumigenys.smythiesii,33.19380058,8.29470058,20.74425058,20.74425058
Strumigenys_snellingi,,Strumigenys.snellingi,1.06970058,-11.15669942,-5.04349942,5.04349942
Strumigenys_solifontis,,Strumigenys.solifontis,37.52190058,21.90300058,29.71245058,29.71245058
Strumigenys_spathoda,,Strumigenys.spathoda,13.08520058,-3.92529942,4.57995058,4.57995058
Strumigenys_spathula,,Strumigenys.spathula,22.47220058,-25.31499942,-1.42139942,1.42139942
Strumigenys_sphera,,Strumigenys.sphera,-11.94559942,-25.60029942,-18.77294942,18.77294942
Strumigenys_splendens,,Strumigenys.splendens,2.61750058,-29.35779942,-13.37014942,13.37014942
Strumigenys_stauroma,,Strumigenys.stauroma,17.42020058,8.02560058,12.72290058,12.72290058
Strumigenys_stemonixys,,Strumigenys.stemonixys,8.99250058,-11.15669942,-1.08209942,1.08209942
Strumigenys_stenorhina,,Strumigenys.stenorhina,25.51860058,20.23360058,22.87610058,22.87610058
Strumigenys_stenotes,,Strumigenys.stenotes,8.53520058,-18.32559942,-4.89519942,4.89519942
Strumigenys_stheno,,Strumigenys.stheno,4.80650058,-7.53499942,-1.36424942,1.36424942
Strumigenys_strenosa,,Strumigenys.strenosa,7.39690058,-5.11139942,1.14275058,1.14275058
Strumigenys_strigatella,,Strumigenys.strigatella,27.08660058,24.62770058,25.85715058,25.85715058
Strumigenys_strygax,,Strumigenys.strygax,29.22280058,-5.11139942,12.05570058,12.05570058
Strumigenys_stygia,,Strumigenys.stygia,13.08520058,-22.41479942,-4.66479942,4.66479942
Strumigenys_subedentata,,Strumigenys.subedentata,27.66890058,-29.35779942,-0.84444942,0.84444942
Strumigenys_sublaminata,,Strumigenys.sublaminata,20.45520058,-5.11139942,7.67190058,7.67190058
Strumigenys_sublonga,,Strumigenys.sublonga,-8.53089942,-22.90109942,-15.71599942,15.71599942
Strumigenys_sublucida,,Strumigenys.sublucida,-8.53089942,-33.74389942,-21.13739942,21.13739942
Strumigenys_subnuda,,Strumigenys.subnuda,35.00220058,28.92660058,31.96440058,31.96440058
Strumigenys_subsessa,,Strumigenys.subsessa,-2.29809942,-4.46109942,-3.37959942,3.37959942
Strumigenys_substricta,,Strumigenys.substricta,-19.77999942,-26.70889942,-23.24444942,23.24444942
Strumigenys_sulcata,,Strumigenys.sulcata,-12.48199942,-20.67449942,-16.57824942,16.57824942
Strumigenys_sulumana,,Strumigenys.sulumana,13.08520058,-4.67279942,4.20620058,4.20620058
Strumigenys_superba,,Strumigenys.superba,7.39690058,-5.11139942,1.14275058,1.14275058
Strumigenys_sutrix,,Strumigenys.sutrix,-10.96859942,-26.00489942,-18.48674942,18.48674942
Strumigenys_sydorata,,Strumigenys.sydorata,29.22280058,5.63110058,17.42695058,17.42695058
Strumigenys_sylvaini,,Strumigenys.sylvaini,-11.94559942,-25.60029942,-18.77294942,18.77294942
Strumigenys_symmetrix,,Strumigenys.symmetrix,-11.94559942,-25.60029942,-18.77294942,18.77294942
Strumigenys_synchysis,,Strumigenys.synchysis,21.11800058,4.50050058,12.80925058,12.80925058
Strumigenys_synkara,,Strumigenys.synkara,2.32690058,-3.92529942,-0.79919942,0.79919942
Strumigenys_syntacta,,Strumigenys.syntacta,-22.12389942,-46.96979942,-34.54684942,34.54684942
Strumigenys_sytaria,,Strumigenys.sytaria,7.39690058,-5.11139942,1.14275058,1.14275058
Strumigenys_szalayi,,Strumigenys.szalayi,21.11800058,-29.17059942,-4.02629942,4.02629942
Strumigenys_tachirensis,,Strumigenys.tachirensis,12.48910058,0.64860058,6.56885058,6.56885058
Strumigenys_tacta,,Strumigenys.tacta,13.08520058,-13.45809942,-0.18644942,0.18644942
Strumigenys_tadynastes,,Strumigenys.tadynastes,7.39690058,-5.11139942,1.14275058,1.14275058
Strumigenys_takasago,,Strumigenys.takasago,26.38000058,21.90300058,24.14150058,24.14150058
Strumigenys_talpa,,Strumigenys.talpa,42.51180058,24.53830058,33.52505058,33.52505058
Strumigenys_tantilla,,Strumigenys.tantilla,6.71110058,1.20160058,3.95635058,3.95635058
Strumigenys_tanymastax,,Strumigenys.tanymastax,12.48910058,-33.74389942,-10.62739942,10.62739942
Strumigenys_taphra,,Strumigenys.taphra,20.45520058,5.63110058,13.04315058,13.04315058
Strumigenys_taraxis,,Strumigenys.taraxis,7.39690058,-5.11139942,1.14275058,1.14275058
Strumigenys_tarbosyne,,Strumigenys.tarbosyne,6.71110058,1.20160058,3.95635058,3.95635058
Strumigenys_tathula,,Strumigenys.tathula,-11.94559942,-25.60029942,-18.77294942,18.77294942
Strumigenys_tegar,,Strumigenys.tegar,-11.94559942,-25.60029942,-18.77294942,18.77294942
Strumigenys_tenitecta,,Strumigenys.tenitecta,21.11800058,4.50050058,12.80925058,12.80925058
Strumigenys_tenuipilis,,Strumigenys.tenuipilis,51.09110058,27.66420058,39.37765058,39.37765058
Strumigenys_tenuissima,,Strumigenys.tenuissima,51.09110058,35.82250058,43.45680058,43.45680058
Strumigenys_teratrix,,Strumigenys.teratrix,0.20030058,-18.32559942,-9.06264942,9.06264942
Strumigenys_terayamai,,Strumigenys.terayamai,37.14380058,34.89000058,36.01690058,36.01690058
Strumigenys_terroni,,Strumigenys.terroni,13.08520058,1.65410058,7.36965058,7.36965058
Strumigenys_tethepa,,Strumigenys.tethepa,13.08520058,-13.45809942,-0.18644942,0.18644942
Strumigenys_tethys,,Strumigenys.tethys,1.06970058,-20.67449942,-9.80239942,9.80239942
Strumigenys_tetra,,Strumigenys.tetra,1.06970058,-11.15669942,-5.04349942,5.04349942
Strumigenys_tetragnatha,,Strumigenys.tetragnatha,13.08520058,-18.03859942,-2.47669942,2.47669942
Strumigenys_tetraphanes,,Strumigenys.tetraphanes,13.08520058,-4.67279942,4.20620058,4.20620058
Strumigenys_thanikkudyensis,,Strumigenys.thanikkudyensis,12.79620058,8.29470058,10.54545058,10.54545058
Strumigenys_thaxteri,,Strumigenys.thaxteri,18.74860058,-5.00919942,6.86970058,6.86970058
Strumigenys_theia,,Strumigenys.theia,7.39690058,-5.11139942,1.14275058,1.14275058
Strumigenys_themis,,Strumigenys.themis,1.06970058,-11.15669942,-5.04349942,5.04349942
Strumigenys_thomae,,Strumigenys.thomae,2.61750058,-9.84419942,-3.61334942,3.61334942
Strumigenys_thuvida,,Strumigenys.thuvida,4.62250058,-11.74089942,-3.55919942,3.55919942
Strumigenys_tiglath,,Strumigenys.tiglath,11.16660058,4.34470058,7.75565058,7.75565058
Strumigenys_tigrilla,,Strumigenys.tigrilla,13.08520058,-3.92529942,4.57995058,4.57995058
Strumigenys_tigris,,Strumigenys.tigris,1.06970058,-11.15669942,-5.04349942,5.04349942
Strumigenys_timicala,,Strumigenys.timicala,17.82110058,10.70860058,14.26485058,14.26485058
Strumigenys_tisiphone,,Strumigenys.tisiphone,33.26620058,20.23360058,26.74990058,26.74990058
Strumigenys_tisisyx,,Strumigenys.tisisyx,-9.27529942,-37.51269942,-23.39399942,23.39399942
Strumigenys_tlaloc,,Strumigenys.tlaloc,23.06740058,18.95500058,21.01120058,21.01120058
Strumigenys_tococae,,Strumigenys.tococae,9.62570058,-18.34859942,-4.36144942,4.36144942
Strumigenys_tolomyla,,Strumigenys.tolomyla,13.08520058,1.65410058,7.36965058,7.36965058
Strumigenys_toma,,Strumigenys.toma,-11.94559942,-25.60029942,-18.77294942,18.77294942
Strumigenys_tomodonta,,Strumigenys.tomodonta,7.39690058,-5.11139942,1.14275058,1.14275058
Strumigenys_totyla,,Strumigenys.totyla,13.08520058,-3.92529942,4.57995058,4.57995058
Strumigenys_trada,,Strumigenys.trada,26.38000058,21.90300058,24.14150058,24.14150058
Strumigenys_traegaordhi,,Strumigenys.traegaordhi,17.99480058,-46.96979942,-14.48749942,14.48749942
Strumigenys_transenna,,Strumigenys.transenna,-2.29809942,-4.46109942,-3.37959942,3.37959942
Strumigenys_transversa,,Strumigenys.transversa,-22.12389942,-46.96979942,-34.54684942,34.54684942
Strumigenys_trauma,,Strumigenys.trauma,-12.48199942,-20.67449942,-16.57824942,16.57824942
Strumigenys_treptodens,,Strumigenys.treptodens,21.11800058,-5.11139942,8.00330058,8.00330058
Strumigenys_trieces,,Strumigenys.trieces,17.42020058,2.96250058,10.19135058,10.19135058
Strumigenys_trinidadensis,,Strumigenys.trinidadensis,18.74860058,-22.90109942,-2.07624942,2.07624942
Strumigenys_tritomea,,Strumigenys.tritomea,29.22280058,5.63110058,17.42695058,17.42695058
Strumigenys_trixodens,,Strumigenys.trixodens,23.37800058,-5.11139942,9.13330058,9.13330058
Strumigenys_trudifera,,Strumigenys.trudifera,12.48910058,-18.34859942,-2.92974942,2.92974942
Strumigenys_truncatidens,,Strumigenys.truncatidens,13.08520058,-13.45809942,-0.18644942,0.18644942
Strumigenys_trymala,,Strumigenys.trymala,13.08520058,1.65410058,7.36965058,7.36965058
Strumigenys_tukulta,,Strumigenys.tukulta,11.16660058,4.34470058,7.75565058,7.75565058
Strumigenys_tumida,,Strumigenys.tumida,-12.48199942,-20.67449942,-16.57824942,16.57824942
Strumigenys_turpis,,Strumigenys.turpis,22.47220058,13.74580058,18.10900058,18.10900058
Strumigenys_uberyx,,Strumigenys.uberyx,28.32520058,26.70130058,27.51325058,27.51325058
Strumigenys_uichancoi,,Strumigenys.uichancoi,21.11800058,1.20160058,11.15980058,11.15980058
Strumigenys_ulteria,,Strumigenys.ulteria,7.39690058,-5.11139942,1.14275058,1.14275058
Strumigenys_ultromalyx,,Strumigenys.ultromalyx,2.32690058,-3.92529942,-0.79919942,0.79919942
Strumigenys_umboceps,,Strumigenys.umboceps,11.21360058,-5.00919942,3.10220058,3.10220058
Strumigenys_undras,,Strumigenys.undras,1.06970058,-29.17059942,-14.05044942,14.05044942
Strumigenys_urrhobia,,Strumigenys.urrhobia,18.74860058,-29.35779942,-5.30459942,5.30459942
Strumigenys_usbensis,,Strumigenys.usbensis,12.48910058,0.64860058,6.56885058,6.56885058
Strumigenys_valefor,,Strumigenys.valefor,5.91390058,-5.95559942,-0.02084942,0.02084942
Strumigenys_varanga,,Strumigenys.varanga,-9.27529942,-29.17059942,-19.22294942,19.22294942
Strumigenys_vartana,,Strumigenys.vartana,13.38470058,-5.00919942,4.18775058,4.18775058
Strumigenys_vassago,,Strumigenys.vassago,4.80650058,-7.53499942,-1.36424942,1.36424942
Strumigenys_vazerka,,Strumigenys.vazerka,13.89150058,-3.92529942,4.98310058,4.98310058
Strumigenys_vazimba,,Strumigenys.vazimba,-11.94559942,-25.60029942,-18.77294942,18.77294942
Strumigenys_veddha,,Strumigenys.veddha,9.82830058,5.91770058,7.87300058,7.87300058
Strumigenys_vertigosa,,Strumigenys.vertigosa,7.39690058,-5.11139942,1.14275058,1.14275058
Strumigenys_vescops,,Strumigenys.vescops,6.71110058,1.20160058,3.95635058,3.95635058
Strumigenys_victrix,,Strumigenys.victrix,-11.94559942,-25.60029942,-18.77294942,18.77294942
Strumigenys_vilhenai,,Strumigenys.vilhenai,4.39220058,-18.32559942,-6.96669942,6.96669942
Strumigenys_villiersi,,Strumigenys.villiersi,18.74860058,-18.34859942,0.20000058,0.20000058
Strumigenys_vindala,,Strumigenys.vindala,7.39690058,-5.11139942,1.14275058,1.14275058
Strumigenys_virgila,,Strumigenys.virgila,33.19380058,21.52000058,27.35690058,27.35690058
Strumigenys_vivax,,Strumigenys.vivax,1.43750058,-5.00919942,-1.78584942,1.78584942
Strumigenys_vodensa,,Strumigenys.vodensa,13.08520058,1.65410058,7.36965058,7.36965058
Strumigenys_waiwai,,Strumigenys.waiwai,8.53520058,1.18550058,4.86035058,4.86035058
Strumigenys_wallacei,,Strumigenys.wallacei,1.06970058,-11.15669942,-5.04349942,5.04349942
Strumigenys_wardi,,Strumigenys.wardi,-11.94559942,-25.60029942,-18.77294942,18.77294942
Strumigenys_warditeras,,Strumigenys.warditeras,11.21360058,8.02560058,9.61960058,9.61960058
Strumigenys_weberi,,Strumigenys.weberi,5.38140058,-18.03859942,-6.32859942,6.32859942
Strumigenys_wheeleriana,,Strumigenys.wheeleriana,17.42020058,-9.83819942,3.79100058,3.79100058
Strumigenys_wilsoni,,Strumigenys.wilsoni,1.06970058,-11.15669942,-5.04349942,5.04349942
Strumigenys_wilsoniana,,Strumigenys.wilsoniana,31.17660058,27.15770058,29.16715058,29.16715058
Strumigenys_wrayi,,Strumigenys.wrayi,41.35800058,24.53830058,32.94815058,32.94815058
Strumigenys_xenochelyna,,Strumigenys.xenochelyna,-5.16419942,-27.58839942,-16.37629942,16.37629942
Strumigenys_xenognatha,,Strumigenys.xenognatha,41.00000058,5.47330058,23.23665058,23.23665058
Strumigenys_xenohyla,,Strumigenys.xenohyla,13.08520058,-13.45809942,-0.18644942,0.18644942
Strumigenys_xenomastax,,Strumigenys.xenomastax,1.06970058,-11.15669942,-5.04349942,5.04349942
Strumigenys_xenos,,Strumigenys.xenos,-28.15009942,-39.14729942,-33.64869942,33.64869942
Strumigenys_xochipili,,Strumigenys.xochipili,20.40300058,17.92150058,19.16225058,19.16225058
Strumigenys_yaleogyna,,Strumigenys.yaleogyna,1.06970058,-11.15669942,-5.04349942,5.04349942
Strumigenys_yaleopleura,,Strumigenys.yaleopleura,1.06970058,-29.17059942,-14.05044942,14.05044942
Strumigenys_yangi,,Strumigenys.yangi,29.22280058,21.13960058,25.18120058,25.18120058
Strumigenys_yanintra,,Strumigenys.yanintra,-7.77479942,-10.99859942,-9.38669942,9.38669942
Strumigenys_yasumatsui,,Strumigenys.yasumatsui,1.06970058,-11.15669942,-5.04349942,5.04349942
Strumigenys_zagan,,Strumigenys.zagan,7.39690058,-5.11139942,1.14275058,1.14275058
Strumigenys_zakharovi,,Strumigenys.zakharovi,-15.56029942,-21.45399942,-18.50714942,18.50714942
Strumigenys_zandala,,Strumigenys.zandala,13.08520058,-1.47949942,5.80285058,5.80285058
Strumigenys_zapyx,,Strumigenys.zapyx,4.80650058,-7.53499942,-1.36424942,1.36424942
Strumigenys_zemi,,Strumigenys.zemi,20.09220058,17.54020058,18.81620058,18.81620058
Strumigenys_zeteki,,Strumigenys.zeteki,11.35640058,-22.90109942,-5.77234942,5.77234942
Strumigenys_zygon,,Strumigenys.zygon,-9.27529942,-37.51269942,-23.39399942,23.39399942
Syllophopsis_adiastolon,,Syllophopsis.adiastolon,-11.94559942,-25.60029942,-18.77294942,18.77294942
Syllophopsis_aureorugosa,,Syllophopsis.aureorugosa,-11.94559942,-25.60029942,-18.77294942,18.77294942
Syllophopsis_australica,,Syllophopsis.australica,23.37800058,-37.51269942,-7.06734942,7.06734942
Syllophopsis_cryptobia,,Syllophopsis.cryptobia,55.05660058,-46.96979942,4.04340058,4.04340058
Syllophopsis_dentata,,Syllophopsis.dentata,31.64690058,21.99410058,26.82050058,26.82050058
Syllophopsis_elgonensis,,Syllophopsis.elgonensis,4.62250058,-4.67279942,-0.02514942,0.02514942
Syllophopsis_ferodens,,Syllophopsis.ferodens,-11.94559942,-25.60029942,-18.77294942,18.77294942
Syllophopsis_fisheri,,Syllophopsis.fisheri,-11.94559942,-25.60029942,-18.77294942,18.77294942
Syllophopsis_gongromos,,Syllophopsis.gongromos,-11.94559942,-25.60029942,-18.77294942,18.77294942
Syllophopsis_hildebrandti,,Syllophopsis.hildebrandti,-11.94559942,-25.60029942,-18.77294942,18.77294942
Syllophopsis_infusca,,Syllophopsis.infusca,-11.94559942,-25.60029942,-18.77294942,18.77294942
Syllophopsis_jonesi,,Syllophopsis.jonesi,-15.61609942,-46.96979942,-31.29294942,31.29294942
Syllophopsis_kondratieffi,,Syllophopsis.kondratieffi,32.15490058,15.61690058,23.88590058,23.88590058
Syllophopsis_malamixta,,Syllophopsis.malamixta,11.13850058,-11.74089942,-0.30119942,0.30119942
Syllophopsis_modesta,,Syllophopsis.modesta,10.73520058,-46.96979942,-18.11729942,18.11729942
Syllophopsis_saudiensis,,Syllophopsis.saudiensis,32.15490058,15.61690058,23.88590058,23.88590058
Syllophopsis_sechellensis,,Syllophopsis.sechellensis,33.95080058,-6.168612003,13.89109429,13.89109429
Syllophopsis_sersalata,,Syllophopsis.sersalata,-1.05389942,-2.82669942,-1.94029942,1.94029942
Syllophopsis_subcoeca,,Syllophopsis.subcoeca,6.71110058,-29.17059942,-11.22974942,11.22974942
Syllophopsis_thrascolepta,,Syllophopsis.thrascolepta,13.08520058,-3.92529942,4.57995058,4.57995058
Syllophopsis_vitiensis,,Syllophopsis.vitiensis,-12.48199942,-20.67449942,-16.57824942,16.57824942
Syscia_augustae,,Syscia.augustae,42.00000058,-13.68329942,14.15835058,14.15835058
Syscia_honduriana,,Syscia.honduriana,18.49020058,12.97970058,15.73495058,15.73495058
Syscia_humicola,,Syscia.humicola,38.62520058,30.99660058,34.81090058,34.81090058
Syscia_tolteca,,Syscia.tolteca,22.47220058,-29.35779942,-3.44279942,3.44279942
Syscia_typhla,,Syscia.typhla,29.22280058,-14.37559942,7.42360058,7.42360058
Talaridris_mandibularis,,Talaridris.mandibularis,18.74860058,0.64860058,9.69860058,9.69860058
Tanipone_aglandula,,Tanipone.aglandula,-11.94559942,-25.60029942,-18.77294942,18.77294942
Tanipone_aversa,,Tanipone.aversa,-11.94559942,-25.60029942,-18.77294942,18.77294942
Tanipone_cognata,,Tanipone.cognata,-11.94559942,-25.60029942,-18.77294942,18.77294942
Tanipone_hirsuta,,Tanipone.hirsuta,-11.94559942,-25.60029942,-18.77294942,18.77294942
Tanipone_maculata,,Tanipone.maculata,-11.94559942,-25.60029942,-18.77294942,18.77294942
Tanipone_pilosa,,Tanipone.pilosa,-11.94559942,-25.60029942,-18.77294942,18.77294942
Tanipone_scelesta,,Tanipone.scelesta,-11.94559942,-25.60029942,-18.77294942,18.77294942
Tanipone_subpilosa,,Tanipone.subpilosa,-11.94559942,-25.60029942,-18.77294942,18.77294942
Tanipone_varia,,Tanipone.varia,-11.94559942,-25.60029942,-18.77294942,18.77294942
Tanipone_zona,,Tanipone.zona,-11.94559942,-25.60029942,-18.77294942,18.77294942
Tapinolepis_bothae,,Tapinolepis.bothae,-4.87169942,-8.06149942,-6.46659942,6.46659942
Tapinolepis_candida,,Tapinolepis.candida,-22.12389942,-46.96979942,-34.54684942,34.54684942
Tapinolepis_deceptor,,Tapinolepis.deceptor,-15.61609942,-22.41479942,-19.01544942,19.01544942
Tapinolepis_decolor,,Tapinolepis.decolor,-16.95279942,-46.96979942,-31.96129942,31.96129942
Tapinolepis_litoralis,,Tapinolepis.litoralis,-15.61609942,-46.96979942,-31.29294942,31.29294942
Tapinolepis_longitarsis,,Tapinolepis.longitarsis,32.15490058,12.59270058,22.37380058,22.37380058
Tapinolepis_macgregori,,Tapinolepis.macgregori,-15.61609942,-22.41479942,-19.01544942,19.01544942
Tapinolepis_macrophthalma,,Tapinolepis.macrophthalma,-15.61609942,-22.41479942,-19.01544942,19.01544942
Tapinolepis_mediterranea,,Tapinolepis.mediterranea,31.64690058,21.99410058,26.82050058,26.82050058
Tapinolepis_melanaria,,Tapinolepis.melanaria,-15.61609942,-46.96979942,-31.29294942,31.29294942
Tapinolepis_melanaria ochraceotincta,,Tapinolepis.melanaria ochraceotincta,-15.61609942,-22.41479942,-19.01544942,19.01544942
Tapinolepis_pernix,,Tapinolepis.pernix,22.23220058,3.49340058,12.86280058,12.86280058
Tapinolepis_simulans,,Tapinolepis.simulans,37.34050058,3.49340058,20.41695058,20.41695058
Tapinolepis_simulans biskrensis,,Tapinolepis.simulans biskrensis,37.09130058,18.97640058,28.03385058,28.03385058
Tapinolepis_trimenii,,Tapinolepis.trimenii,-15.61609942,-46.96979942,-31.29294942,31.29294942
Tapinolepis_trimenii angolensis,,Tapinolepis.trimenii angolensis,-4.38899942,-18.03859942,-11.21379942,11.21379942
Tapinolepis_trimenii karrooensis,,Tapinolepis.trimenii karrooensis,-22.12389942,-46.96979942,-34.54684942,34.54684942
Tapinolepis_tumidula,,Tapinolepis.tumidula,39.78050058,12.36390058,26.07220058,26.07220058
Tapinoma_aberrans,,Tapinoma.aberrans,-11.94559942,-25.60029942,-18.77294942,18.77294942
Tapinoma_acuminatum,,Tapinoma.acuminatum,4.62250058,-8.06149942,-1.71949942,1.71949942
Tapinoma_albinase,,Tapinoma.albinase,-22.12389942,-46.96979942,-34.54684942,34.54684942
Tapinoma_albomaculatum,,Tapinoma.albomaculatum,4.80650058,-7.53499942,-1.36424942,1.36424942
Tapinoma_amazonae,,Tapinoma.amazonae,2.61750058,-9.84419942,-3.61334942,3.61334942
Tapinoma_andamanense,,Tapinoma.andamanense,13.68000058,6.74550058,10.21275058,10.21275058
Tapinoma_andamanense capsincola,,Tapinoma.andamanense capsincola,6.71110058,-8.78249942,-1.03569942,1.03569942
Tapinoma_annandalei,,Tapinoma.annandalei,22.57570058,17.79560058,20.18565058,20.18565058
Tapinoma_antarcticum,,Tapinoma.antarcticum,-17.50528,-39.621117,-28.5631985,28.5631985
Tapinoma_arnoldi,,Tapinoma.arnoldi,-15.61609942,-46.96979942,-31.29294942,31.29294942
Tapinoma_arnoldi tectum,,Tapinoma.arnoldi tectum,-22.12389942,-46.96979942,-34.54684942,34.54684942
Tapinoma_atriceps,,Tapinoma.atriceps,-17.18529942,-33.74389942,-25.46459942,25.46459942
Tapinoma_atriceps breviscapum,,Tapinoma.atriceps breviscapum,-19.77999942,-25.31499942,-22.54749942,22.54749942
Tapinoma_carininotum,,Tapinoma.carininotum,22.23220058,1.65410058,11.94315058,11.94315058
Tapinoma_chiaromontei,,Tapinoma.chiaromontei,14.88360058,-1.67489942,6.60435058,6.60435058
Tapinoma_christophi,,Tapinoma.christophi,52.81080058,33.06190058,42.93635058,42.93635058
Tapinoma_danitschi,,Tapinoma.danitschi,-16.95279942,-46.96979942,-31.96129942,31.96129942
Tapinoma_danitschi bevisi,,Tapinoma.danitschi bevisi,-22.12389942,-46.96979942,-34.54684942,34.54684942
Tapinoma_darioi,,Tapinoma.darioi,51.09110058,35.26300058,43.17705058,43.17705058
Tapinoma_demissum,,Tapinoma.demissum,16.69300058,-22.41479942,-2.86089942,2.86089942
Tapinoma_emeryanum,,Tapinoma.emeryanum,55.44470058,35.14160058,45.29315058,45.29315058
Tapinoma_emeryanum dagestanicum,,Tapinoma.emeryanum dagestanicum,52.81080058,41.19610058,47.00345058,47.00345058
Tapinoma_emeryi,,Tapinoma.emeryi,21.11800058,4.50050058,12.80925058,12.80925058
Tapinoma_epinotale,,Tapinoma.epinotale,23.37800058,8.41440058,15.89620058,15.89620058
Tapinoma_erraticum,,Tapinoma.erraticum,69.06030058,18.97640058,44.01835058,44.01835058
Tapinoma_erraticum platyops,,Tapinoma.erraticum platyops,47.80690058,45.82080058,46.81385058,46.81385058
Tapinoma_festae,,Tapinoma.festae,42.11000058,25.07520058,33.59260058,33.59260058
Tapinoma_flavidum,,Tapinoma.flavidum,7.39690058,-5.95559942,0.72065058,0.72065058
Tapinoma_fragile,,Tapinoma.fragile,-19.67309942,-21.37499942,-20.52404942,20.52404942
Tapinoma_funiculare,,Tapinoma.funiculare,23.37800058,8.41440058,15.89620058,15.89620058
Tapinoma_geei,,Tapinoma.geei,52.14360058,21.13960058,36.64160058,36.64160058
Tapinoma_geei tinctum,,Tapinoma.geei tinctum,41.06000058,34.39110058,37.72555058,37.72555058
Tapinoma_gibbosum,,Tapinoma.gibbosum,-20.77709942,-23.35809942,-22.06759942,22.06759942
Tapinoma_glaucum,,Tapinoma.glaucum,6.71110058,1.20160058,3.95635058,3.95635058
Tapinoma_heyeri,,Tapinoma.heyeri,-27.07809942,-34.97779942,-31.02794942,31.02794942
Tapinoma_heyeri risii,,Tapinoma.heyeri risii,-30.09669942,-34.97779942,-32.53724942,32.53724942
Tapinoma_himalaicum,,Tapinoma.himalaicum,35.50610058,29.55350058,32.52980058,32.52980058
Tapinoma_ibericum,,Tapinoma.ibericum,43.79270058,27.66420058,35.72845058,35.72845058
Tapinoma_indicum,,Tapinoma.indicum,38.47210058,-8.78249942,14.84480058,14.84480058
Tapinoma_indicum timidum,,Tapinoma.indicum timidum,-13.07059942,-20.25419942,-16.66239942,16.66239942
Tapinoma_israele,,Tapinoma.israele,41.74990058,18.97640058,30.36315058,30.36315058
Tapinoma_karavaievi,,Tapinoma.karavaievi,55.44470058,25.07520058,40.25995058,40.25995058
Tapinoma_kinburni,,Tapinoma.kinburni,52.81080058,41.19610058,47.00345058,47.00345058
