bentity2_name,Phy,Genus_name,Ecological.Stratum,Exotic_status,Notes,area_sqkm
Saudi Arabia,Solenopsis_abdita,Solenopsis,Epigaeic & Hypogaeic,Exotic,,1955714.508
Schouten Islands,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Exotic,,3072.528058
Schouten Islands,Technomyrmex_albipes,Technomyrmex,Arboreal & Epigaeic,Exotic,,3072.528058
Senegal,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Exotic,,196193.406
Senegal,Lioponera_longitarsus,Lioponera,Arboreal & Epigaeic & Hypogaeic,Exotic,,196193.406
Senegal,Solenopsis_globularia,Solenopsis,Epigaeic & Hypogaeic,Exotic,,196193.406
Senegal,Solenopsis_geminata,Solenopsis,Epigaeic & Hypogaeic,Exotic,,196193.406
Senegal,Trichomyrmex_mayri,Trichomyrmex,Epigaeic,Exotic,,196193.406
Senegal,Trichomyrmex_destructor,Trichomyrmex,Epigaeic,Exotic,,196193.406
Senegal,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,196193.406
Senkaku Islands,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,6.56120672
Senkaku Islands,Nylanderia_amia,Nylanderia,Epigaeic,Exotic,,6.56120672
Senkaku Islands,Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,,6.56120672
Senkaku Islands,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Exotic,,6.56120672
Senkaku Islands,Tetramorium_bicarinatum,Tetramorium,Arboreal & Epigaeic,Exotic,,6.56120672
Senkaku Islands,Strumigenys_membranifera,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,6.56120672
Senkaku Islands,Pheidole_megacephala,Pheidole,Epigaeic,Exotic,,6.56120672
Senkaku Islands,Cardiocondyla_minutior,Cardiocondyla,Epigaeic,Exotic,,6.56120672
Senkaku Islands,Tetramorium_lanuginosum,Tetramorium,Arboreal & Epigaeic,Exotic,,6.56120672
Serbia,Monomorium_bicolor,Monomorium,Arboreal & Epigaeic,Exotic,,88378.02776
Serbia,Linepithema_humile,Linepithema,Epigaeic,Intercepted,,88378.02776
Serbia,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Indoor Introduced,,88378.02776
Serbia,Hypoponera_punctatissima,Hypoponera,Epigaeic & Hypogaeic,Indoor Introduced,,88378.02776
Serbia,Monomorium_bicolor,Monomorium,Arboreal & Epigaeic,Exotic,,88378.02776
Serbia,Nylanderia_vividula,Nylanderia,Epigaeic,Indoor Introduced,,88378.02776
Sergipe,Cardiocondyla_emeryi,Cardiocondyla,Epigaeic,Exotic,,21475.00053
Sergipe,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Exotic,,21475.00053
Sergipe,Monomorium_floricola,Monomorium,Arboreal & Epigaeic,Exotic,,21475.00053
Seychelles,Strumigenys_emmae,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,486.231921
Seychelles,Brachymyrmex_cordemoyi,Brachymyrmex,Arboreal & Epigaeic,Exotic,,486.231921
Seychelles,Trichomyrmex_destructor,Trichomyrmex,Epigaeic,Exotic,,486.231921
Seychelles,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Exotic,,486.231921
Seychelles,Cardiocondyla_emeryi,Cardiocondyla,Epigaeic,Exotic,,486.231921
Seychelles,Platythyrea_parallela,Platythyrea,Arboreal,Exotic,,486.231921
Seychelles,Tetramorium_bicarinatum,Tetramorium,Arboreal & Epigaeic,Exotic,,486.231921
Seychelles,Tetramorium_simillimum,Tetramorium,Arboreal & Epigaeic,Exotic,,486.231921
Seychelles,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,486.231921
Seychelles,Tetraponera_rufonigra,Tetraponera,Arboreal,Exotic,,486.231921
Seychelles,Leptogenys_maxillosa,Leptogenys,Epigaeic & Hypogaeic,Exotic,,486.231921
Seychelles,Pheidole_indica,Pheidole,Epigaeic,Exotic,,486.231921
Seychelles,Ponera_exotica,Ponera,Epigaeic & Hypogaeic,Exotic,,486.231921
Seychelles,Strumigenys_rogeri,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,486.231921
Seychelles,Technomyrmex_albipes,Technomyrmex,Arboreal & Epigaeic,Exotic,,486.231921
Seychelles,Monomorium_floricola,Monomorium,Arboreal & Epigaeic,Exotic,,486.231921
Seychelles,Pheidole_megacephala,Pheidole,Epigaeic,Exotic,,486.231921
Seychelles,Strumigenys_godeffroyi,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,486.231921
Seychelles,Tetramorium_sericeiventre,Tetramorium,Arboreal & Epigaeic,Exotic,,486.231921
Seychelles,Anochetus_graeffei,Anochetus,Arboreal & Epigaeic,Exotic,,486.231921
Seychelles,Nylanderia_steinheili,Nylanderia,Epigaeic,Exotic,,486.231921
Seychelles,Cardiocondyla_wroughtonii,Cardiocondyla,Epigaeic,Exotic,,486.231921
Seychelles,Vollenhovia_piroskae,Vollenhovia,Epigaeic,Exotic,,486.231921
Seychelles,Nylanderia_vividula,Nylanderia,Epigaeic,Exotic,,486.231921
Seychelles,Pheidole_parva,Pheidole,Epigaeic,Exotic,,486.231921
Seychelles,Stigmatomma_besucheti,Stigmatomma,Hypogaeic,Exotic,,486.231921
Seychelles,Cardiocondyla_obscurior,Cardiocondyla,Epigaeic,Exotic,,486.231921
Seychelles,Solenopsis_geminata,Solenopsis,Epigaeic & Hypogaeic,Exotic,,486.231921
Seychelles,Hypoponera_punctatissima,Hypoponera,Epigaeic & Hypogaeic,Exotic,,486.231921
Seychelles,Tetramorium_lanuginosum,Tetramorium,Arboreal & Epigaeic,Exotic,,486.231921
Seychelles,Ponera_swezeyi,Ponera,Epigaeic & Hypogaeic,Exotic,,486.231921
Seychelles,Tetramorium_pacificum,Tetramorium,Arboreal & Epigaeic,Exotic,,486.231921
Seychelles,Cardiocondyla_minutior,Cardiocondyla,Epigaeic,Exotic,,486.231921
Seychelles,Technomyrmex_vitiensis,Technomyrmex,Arboreal & Epigaeic,Exotic,,486.231921
Seychelles,Vollenhovia_oblonga alluaudi,Vollenhovia,Epigaeic,Exotic,,486.231921
Seychelles,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Exotic,,486.231921
Seychelles,Syllophopsis_sechellensis,Syllophopsis,Epigaeic & Hypogaeic,Exotic,,486.231921
Seychelles,Parasyscia_sylvicola,Parasyscia,Arboreal & Epigaeic,Exotic,,486.231921
Seychelles,Nylanderia_bourbonica,Nylanderia,Epigaeic,Exotic,,486.231921
Seychelles,Technomyrmex_pallipes,Technomyrmex,Arboreal & Epigaeic,Exotic,,486.231921
Seychelles,Odontomachus_troglodytes,Odontomachus,Epigaeic,Exotic,,486.231921
Seychelles,Leptogenys_falcigera,Leptogenys,Epigaeic & Hypogaeic,Exotic,,486.231921
Seychelles,Hypoponera_eduardi,Hypoponera,Epigaeic & Hypogaeic,Exotic,,486.231921
Seychelles,Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,,486.231921
Seychelles,Odontomachus_simillimus,Odontomachus,Epigaeic,Exotic,,486.231921
Seychelles,Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,,486.231921
Seychelles,Ooceraea_biroi,Ooceraea,Hypogaeic,Exotic,,486.231921
Seychelles,Plagiolepis_exigua,Plagiolepis,Epigaeic,Exotic,,486.231921
Shaanxi,Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,,203372.9939
Shaanxi,Hypoponera_ragusai,Hypoponera,Epigaeic & Hypogaeic,Exotic,,203372.9939
Shaanxi,Nylanderia_vividula,Nylanderia,Epigaeic,Exotic,,203372.9939
Shandong,Monomorium_monomorium,Monomorium,Arboreal & Epigaeic,Exotic,,156039.8465
Shandong,Hypoponera_ragusai,Hypoponera,Epigaeic & Hypogaeic,Exotic,,156039.8465
Shandong,Monomorium_floricola,Monomorium,Arboreal & Epigaeic,Exotic,,156039.8465
Shandong,Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,,156039.8465
Shanghai,Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,,5989.116199
Shanghai,Ooceraea_biroi,Ooceraea,Hypogaeic,Exotic,,5989.116199
Shanghai,Monomorium_monomorium,Monomorium,Arboreal & Epigaeic,Exotic,,5989.116199
Shikoku,Trichomyrmex_destructor,Trichomyrmex,Epigaeic,Intercepted,,18988.38307
Shikoku,Strumigenys_membranifera,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,18988.38307
Shikoku,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Exotic,,18988.38307
Shikoku,Pheidole_indica,Pheidole,Epigaeic,Exotic,,18988.38307
Shikoku,Solenopsis_geminata,Solenopsis,Epigaeic & Hypogaeic,Intercepted,,18988.38307
Shikoku,Tetramorium_bicarinatum,Tetramorium,Arboreal & Epigaeic,Exotic,,18988.38307
Shikoku,Nylanderia_amia,Nylanderia,Epigaeic,Exotic,,18988.38307
Shikoku,Cardiocondyla_strigifrons,Cardiocondyla,Epigaeic,Exotic,,18988.38307
Shikoku,Pheidole_fervens,Pheidole,Epigaeic,Exotic,,18988.38307
Shikoku,Hypoponera_ragusai,Hypoponera,Epigaeic & Hypogaeic,Exotic,,18988.38307
Shikoku,Cardiocondyla_itsukii,Cardiocondyla,Epigaeic,Exotic,,18988.38307
Shikoku,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Indoor Introduced,,18988.38307
Shikoku,Linepithema_humile,Linepithema,Epigaeic,Exotic,,18988.38307
Shikoku,Cardiocondyla_kagutsuchi,Cardiocondyla,Epigaeic,Exotic,,18988.38307
Sichuan,Nylanderia_vividula,Nylanderia,Epigaeic,Exotic,,562952.9239
Sichuan,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,562952.9239
Sichuan,Tetramorium_pacificum,Tetramorium,Arboreal & Epigaeic,Exotic,,562952.9239
Sichuan,Tetramorium_lanuginosum,Tetramorium,Arboreal & Epigaeic,Exotic,,562952.9239
Sichuan,Trichomyrmex_destructor,Trichomyrmex,Epigaeic,Exotic,,562952.9239
Sichuan,Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,,562952.9239
Sichuan,Solenopsis_invicta,Solenopsis,Epigaeic & Hypogaeic,Exotic,,562952.9239
Sichuan,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Indoor Introduced,,562952.9239
Sichuan,Tetramorium_insolens,Tetramorium,Arboreal & Epigaeic,Exotic,,562952.9239
Sichuan,Strumigenys_membranifera,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,562952.9239
Sichuan,Trichomyrmex_mayri,Trichomyrmex,Epigaeic,Exotic,,562952.9239
Sicily,Cardiocondyla_mauritanica,Cardiocondyla,Epigaeic,Exotic,,25774.66162
Sicily,Tetramorium_lanuginosum,Tetramorium,Arboreal & Epigaeic,Exotic,,25774.66162
Sicily,Pheidole_indica,Pheidole,Epigaeic,Exotic,,25774.66162
Sicily,Aphaenogaster_splendida,Aphaenogaster,Epigaeic,Exotic,,25774.66162
Sicily,Wasmannia_auropunctata,Wasmannia,Arboreal & Epigaeic,Exotic,,25774.66162
Sicily,Strumigenys_membranifera,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,25774.66162
Sicily,Tapinoma_simrothi,Tapinoma,Arboreal & Epigaeic,Exotic,,25774.66162
Sicily,Tetramorium_immigrans,Tetramorium,Arboreal & Epigaeic,Exotic,,25774.66162
Sicily,Hypoponera_punctatissima,Hypoponera,Epigaeic & Hypogaeic,Exotic,,25774.66162
Sicily,Linepithema_humile,Linepithema,Epigaeic,Exotic,,25774.66162
Sicily,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Indoor Introduced,,25774.66162
Sicily,Nylanderia_jaegerskioeldi,Nylanderia,Epigaeic,Exotic,,25774.66162
Sicily,Tetramorium_bicarinatum,Tetramorium,Arboreal & Epigaeic,Exotic,,25774.66162
Sicily,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,25774.66162
Sicily,Tapinoma_madeirense,Tapinoma,Arboreal & Epigaeic,Exotic,,25774.66162
Sierra Leone,Solenopsis_geminata,Solenopsis,Epigaeic & Hypogaeic,Exotic,,72229.34258
Sierra Leone,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Exotic,,72229.34258
Sierra Leone,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,72229.34258
Sierra Leone,Wasmannia_auropunctata,Wasmannia,Arboreal & Epigaeic,Exotic,,72229.34258
Sikkim,Strumigenys_emmae,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,7225.610307
Sikkim,Hypoponera_ragusai,Hypoponera,Epigaeic & Hypogaeic,Exotic,,7225.610307
Sikkim,Strumigenys_membranifera,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,7225.610307
Sikkim,Tetramorium_bicarinatum,Tetramorium,Arboreal & Epigaeic,Exotic,,7225.610307
Sikkim,Cardiocondyla_mauritanica,Cardiocondyla,Epigaeic,Exotic,,7225.610307
Sikkim,Tetramorium_pacificum,Tetramorium,Arboreal & Epigaeic,Exotic,,7225.610307
Sikkim,Tetramorium_simillimum,Tetramorium,Arboreal & Epigaeic,Exotic,,7225.610307
Sikkim,Solenopsis_geminata,Solenopsis,Epigaeic & Hypogaeic,Exotic,,7225.610307
Sikkim,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Exotic,,7225.610307
Simeulue Island,Pheidole_megacephala,Pheidole,Epigaeic,Exotic,,1822.545713
Sinaloa,Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,,57756.92144
Sinaloa,Monomorium_floricola,Monomorium,Arboreal & Epigaeic,Exotic,,57756.92144
Sinaloa,Hypoponera_opaciceps,Hypoponera,Epigaeic & Hypogaeic,Exotic,,57756.92144
Sinaloa,Tetramorium_simillimum,Tetramorium,Arboreal & Epigaeic,Exotic,,57756.92144
Sinaloa,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Exotic,,57756.92144
Sinaloa,Odontomachus_haematodus,Odontomachus,Epigaeic,Exotic,,57756.92144
Sinaloa,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,57756.92144
Sinaloa,Tetramorium_lanuginosum,Tetramorium,Arboreal & Epigaeic,Exotic,,57756.92144
Sinaloa,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Exotic,,57756.92144
Sinaloa,Cardiocondyla_minutior,Cardiocondyla,Epigaeic,Exotic,,57756.92144
Slovakia,Hypoponera_ergatandria,Hypoponera,Epigaeic & Hypogaeic,Indoor Introduced,,48798.90752
Slovakia,Aphaenogaster_senilis,Aphaenogaster,Epigaeic,Exotic,,48798.90752
Slovakia,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Indoor Introduced,,48798.90752
Slovakia,Hypoponera_punctatissima,Hypoponera,Epigaeic & Hypogaeic,Indoor Introduced,,48798.90752
Slovenia,Lasius_neglectus,Lasius,Epigaeic & Hypogaeic,Exotic,,20295.98171
Slovenia,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Indoor Introduced,,20295.98171
Slovenia,Tapinoma_magnum,Tapinoma,Arboreal & Epigaeic,Exotic,,20295.98171
Society Islands,Trichomyrmex_destructor,Trichomyrmex,Epigaeic,Exotic,,1535.763776
Society Islands,Pheidole_megacephala,Pheidole,Epigaeic,Exotic,,1535.763776
Society Islands,Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,,1535.763776
Society Islands,Strumigenys_rogeri,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,1535.763776
Society Islands,Nylanderia_glabrior,Nylanderia,Epigaeic,Exotic,,1535.763776
Society Islands,Tetramorium_simillimum,Tetramorium,Arboreal & Epigaeic,Exotic,,1535.763776
Society Islands,Tetramorium_tonganum,Tetramorium,Arboreal & Epigaeic,Exotic,,1535.763776
Society Islands,Strumigenys_emmae,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,1535.763776
Society Islands,Tetramorium_caldarium,Tetramorium,Arboreal & Epigaeic,Exotic,,1535.763776
Society Islands,Cardiocondyla_wroughtonii,Cardiocondyla,Epigaeic,Exotic,,1535.763776
Society Islands,Hypoponera_confinis,Hypoponera,Epigaeic & Hypogaeic,Exotic,,1535.763776
Society Islands,Nylanderia_vaga,Nylanderia,Epigaeic,Exotic,,1535.763776
Society Islands,Strumigenys_godeffroyi,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,1535.763776
Society Islands,Ponera_bableti,Ponera,Epigaeic & Hypogaeic,Exotic,,1535.763776
Society Islands,Solenopsis_globularia,Solenopsis,Epigaeic & Hypogaeic,Exotic,,1535.763776
Society Islands,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Exotic,,1535.763776
Society Islands,Iridomyrmex_anceps,Iridomyrmex,Epigaeic,Exotic,,1535.763776
Society Islands,Hypoponera_opaciceps,Hypoponera,Epigaeic & Hypogaeic,Exotic,,1535.763776
Society Islands,Tetramorium_bicarinatum,Tetramorium,Arboreal & Epigaeic,Exotic,,1535.763776
Society Islands,Pheidole_fervens,Pheidole,Epigaeic,Exotic,,1535.763776
Society Islands,Technomyrmex_vitiensis,Technomyrmex,Arboreal & Epigaeic,Exotic,,1535.763776
Society Islands,Technomyrmex_albipes,Technomyrmex,Arboreal & Epigaeic,Exotic,,1535.763776
Society Islands,Odontomachus_simillimus,Odontomachus,Epigaeic,Exotic,,1535.763776
Society Islands,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,1535.763776
Society Islands,Monomorium_liliuokalanii,Monomorium,Arboreal & Epigaeic,Exotic,,1535.763776
Society Islands,Nylanderia_bourbonica,Nylanderia,Epigaeic,Exotic,,1535.763776
Society Islands,Solenopsis_geminata,Solenopsis,Epigaeic & Hypogaeic,Exotic,,1535.763776
Society Islands,Tetramorium_lanuginosum,Tetramorium,Arboreal & Epigaeic,Exotic,,1535.763776
Society Islands,Hypoponera_punctatissima,Hypoponera,Epigaeic & Hypogaeic,Exotic,,1535.763776
Society Islands,Wasmannia_auropunctata,Wasmannia,Arboreal & Epigaeic,Exotic,,1535.763776
Society Islands,Platythyrea_parallela,Platythyrea,Arboreal,Exotic,,1535.763776
Society Islands,Anochetus_graeffei,Anochetus,Arboreal & Epigaeic,Exotic,,1535.763776
Society Islands,Monomorium_floricola,Monomorium,Arboreal & Epigaeic,Exotic,,1535.763776
Society Islands,Strumigenys_membranifera,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,1535.763776
Society Islands,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Exotic,,1535.763776
Society Islands,Ponera_swezeyi,Ponera,Epigaeic & Hypogaeic,Exotic,,1535.763776
Society Islands,Cardiocondyla_obscurior,Cardiocondyla,Epigaeic,Exotic,,1535.763776
Society Islands,Tetramorium_pacificum,Tetramorium,Arboreal & Epigaeic,Exotic,,1535.763776
Society Islands,Cardiocondyla_minutior,Cardiocondyla,Epigaeic,Exotic,,1535.763776
Society Islands,Cardiocondyla_emeryi,Cardiocondyla,Epigaeic,Exotic,,1535.763776
Society Islands,Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,,1535.763776
Society Islands,Cardiocondyla_nuda,Cardiocondyla,Epigaeic,Exotic,,1535.763776
Socotra Archipelago,Monomorium_dichroum,Monomorium,Arboreal & Epigaeic,Exotic,,3829.644984
Socotra Archipelago,Cardiocondyla_minutior,Cardiocondyla,Epigaeic,Exotic,,3829.644984
Socotra Archipelago,Pheidole_indica,Pheidole,Epigaeic,Exotic,,3829.644984
Socotra Archipelago,Tetramorium_caldarium,Tetramorium,Arboreal & Epigaeic,Exotic,,3829.644984
Socotra Archipelago,Tetramorium_lanuginosum,Tetramorium,Arboreal & Epigaeic,Exotic,,3829.644984
Socotra Archipelago,Trichomyrmex_destructor,Trichomyrmex,Epigaeic,Exotic,,3829.644984
Socotra Archipelago,Monomorium_exiguum,Monomorium,Arboreal & Epigaeic,Exotic,,3829.644984
Socotra Archipelago,Monomorium_atomum,Monomorium,Arboreal & Epigaeic,Exotic,,3829.644984
Socotra Archipelago,Cardiocondyla_emeryi,Cardiocondyla,Epigaeic,Exotic,,3829.644984
Socotra Archipelago,Lepisiota_spinisquama,Lepisiota,Epigaeic,Exotic,,3829.644984
Socotra Archipelago,Syllophopsis_cryptobia,Syllophopsis,Epigaeic & Hypogaeic,Exotic,,3829.644984
Socotra Archipelago,Tetramorium_simillimum,Tetramorium,Arboreal & Epigaeic,Exotic,,3829.644984
Socotra Archipelago,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Exotic,,3829.644984
Socotra Archipelago,Camponotus_hova,Camponotus,Arboreal & Epigaeic,Exotic,,3829.644984
Socotra Archipelago,Trichomyrmex_mayri,Trichomyrmex,Epigaeic,Exotic,,3829.644984
Socotra Archipelago,Brachyponera_sennaarensis,Brachyponera,Epigaeic,Exotic,,3829.644984
Socotra Archipelago,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,3829.644984
Socotra Archipelago,Hypoponera_punctatissima,Hypoponera,Epigaeic & Hypogaeic,Exotic,,3829.644984
Socotra Archipelago,Tetramorium_pauper,Tetramorium,Arboreal & Epigaeic,Exotic,,3829.644984
Socotra Archipelago,Pheidole_lamellinoda,Pheidole,Epigaeic,Exotic,,3829.644984
Solomon Islands,Strumigenys_membranifera,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,36978.18354
Solomon Islands,Pheidole_megacephala,Pheidole,Epigaeic,Exotic,,36978.18354
Solomon Islands,Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Exotic,,36978.18354
Solomon Islands,Solenopsis_geminata,Solenopsis,Epigaeic & Hypogaeic,Exotic,,36978.18354
Solomon Islands,Tetramorium_bicarinatum,Tetramorium,Arboreal & Epigaeic,Exotic,,36978.18354
Solomon Islands,Hypoponera_ragusai,Hypoponera,Epigaeic & Hypogaeic,Exotic,,36978.18354
Solomon Islands,Tetramorium_tonganum,Tetramorium,Arboreal & Epigaeic,Exotic,,36978.18354
Solomon Islands,Plagiolepis_alluaudi,Plagiolepis,Epigaeic,Exotic,,36978.18354
Solomon Islands,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Exotic,,36978.18354
Solomon Islands,Nylanderia_vividula,Nylanderia,Epigaeic,Exotic,,36978.18354
Solomon Islands,Trichomyrmex_destructor,Trichomyrmex,Epigaeic,Exotic,,36978.18354
Solomon Islands,Strumigenys_godeffroyi,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,36978.18354
Solomon Islands,Anochetus_graeffei,Anochetus,Arboreal & Epigaeic,Exotic,,36978.18354
Solomon Islands,Technomyrmex_albipes,Technomyrmex,Arboreal & Epigaeic,Exotic,,36978.18354
Solomon Islands,Technomyrmex_vitiensis,Technomyrmex,Arboreal & Epigaeic,Exotic,,36978.18354
Solomon Islands,Cardiocondyla_kagutsuchi,Cardiocondyla,Epigaeic,Exotic,,36978.18354
Solomon Islands,Strumigenys_emmae,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,36978.18354
Solomon Islands,Nylanderia_bourbonica,Nylanderia,Epigaeic,Exotic,,36978.18354
Solomon Islands,Nylanderia_vaga,Nylanderia,Epigaeic,Exotic,,36978.18354
Solomon Islands,Brachymyrmex_cordemoyi,Brachymyrmex,Arboreal & Epigaeic,Exotic,,36978.18354
Solomon Islands,Monomorium_floricola,Monomorium,Arboreal & Epigaeic,Exotic,,36978.18354
Solomon Islands,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Exotic,,36978.18354
Solomon Islands,Strumigenys_rogeri,Strumigenys,Arboreal & Epigaeic & Hypogaeic,Exotic,,36978.18354
Solomon Islands,Brachymyrmex_obscurior,Brachymyrmex,Arboreal & Epigaeic,Exotic,,36978.18354
Solomon Islands,Tetramorium_pacificum,Tetramorium,Arboreal & Epigaeic,Exotic,,36978.18354
Solomon Islands,Wasmannia_auropunctata,Wasmannia,Arboreal & Epigaeic,Exotic,,36978.18354
Solomon Islands,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,36978.18354
Solomon Islands,Pseudoponera_stigma,Pseudoponera,Epigaeic & Hypogaeic,Exotic,,36978.18354
Solomon Islands,Tetramorium_simillimum,Tetramorium,Arboreal & Epigaeic,Exotic,,36978.18354
Solomon Islands,Tetramorium_insolens,Tetramorium,Arboreal & Epigaeic,Exotic,,36978.18354
Solomon Islands,Cardiocondyla_minutior,Cardiocondyla,Epigaeic,Exotic,,36978.18354
Solomon Islands,Tetramorium_lanuginosum,Tetramorium,Arboreal & Epigaeic,Exotic,,36978.18354
Solomon Islands,Hypoponera_punctatissima,Hypoponera,Epigaeic & Hypogaeic,Exotic,,36978.18354
Solomon Islands,Ochetellus_glaber,Ochetellus,Arboreal & Epigaeic,Exotic,,36978.18354
Somalia,Trichomyrmex_destructor,Trichomyrmex,Epigaeic,Exotic,,636338.4371
Somalia,Tetramorium_bicarinatum,Tetramorium,Arboreal & Epigaeic,Exotic,,636338.4371
Somalia,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,636338.4371
Somalia,Cardiocondyla_wroughtonii,Cardiocondyla,Epigaeic,Exotic,,636338.4371
Somalia,Tapinoma_melanocephalum,Tapinoma,Arboreal & Epigaeic,Exotic,,636338.4371
Sonora,Tetramorium_simillimum,Tetramorium,Arboreal & Epigaeic,Exotic,,180598.9443
Sonora,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,180598.9443
Sonora,Monomorium_pharaonis,Monomorium,Arboreal & Epigaeic,Indoor Introduced,,180598.9443
Sonora,Tetramorium_caldarium,Tetramorium,Arboreal & Epigaeic,Exotic,,180598.9443
Sonora,Hypoponera_opaciceps,Hypoponera,Epigaeic & Hypogaeic,Exotic,,180598.9443
Sonora,Odontomachus_haematodus,Odontomachus,Epigaeic,Exotic,,180598.9443
Sonora,Linepithema_iniquum,Linepithema,Epigaeic,Exotic,,180598.9443
Sonora,Cardiocondyla_mauritanica,Cardiocondyla,Epigaeic,Exotic,,180598.9443
South Africa,Technomyrmex_albipes,Technomyrmex,Arboreal & Epigaeic,Exotic,,1220325.69
South Africa,Monomorium_floricola,Monomorium,Arboreal & Epigaeic,Exotic,,1220325.69
South Africa,Paratrechina_longicornis,Paratrechina,Epigaeic,Exotic,,1220325.69
South Africa,Linepithema_humile,Linepithema,Epigaeic,Exotic,,1220325.69
South Africa,Anochetus_graeffei,Anochetus,Arboreal & Epigaeic,Exotic,,1220325.69
South Africa,Ochetellus_glaber,Ochetellus,Arboreal & Epigaeic,Exotic,,1220325.69
South Africa,Pheidole_indica,Pheidole,Epigaeic,Exotic,,1220325.69
South Africa,Tetramorium_bicarinatum,Tetramorium,Arboreal & Epigaeic,Exotic,,1220325.69
South Africa,Trichomyrmex_destructor,Trichomyrmex,Epigaeic,Exotic,,1220325.69
South Africa,Hypoponera_ragusai,Hypoponera,Epigaeic & Hypogaeic,Exotic,,1220325.69
South Africa,Anoplolepis_gracilipes,Anoplolepis,Epigaeic,Indoor Introduced,,1220325.69
South Africa,Lasius_grandis,Lasius,Epigaeic & Hypogaeic,Intercepted,,1220325.69
South Africa,Solenopsis_geminata,Solenopsis,Epigaeic & Hypogaeic,Exotic,,1220325.69
South Africa,Monomorium_subopacum,Monomorium,Arboreal & Epigaeic,Exotic,,1220325.69
South Africa,Technomyrmex_difficilis,Technomyrmex,Arboreal & Epigaeic,Exotic,,1220325.69
South Africa,Hypoponera_eduardi,Hypoponera,Epigaeic & Hypogaeic,Exotic,,1220325.69
