"Phy","fixer","num_introduced","total_area_introduced","total_area_native","lat_native","abs_lat_native","annual","uses_num_uses","submitted_name","matched_name","data_source_title","score","num_words","diff","RangeY","domY","efnY","n.records","sum.AM","sum.EM","AM","EM","EFN","matched_name_EFN","Domatia"
"Lebeckia sericea",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Lebeckia sericea","Lebeckia sericea","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lebeckia simsiana",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Lebeckia simsiana","Lebeckia simsiana","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lebeckia spinescens",1,0,0,3.48e+12,-23.86102812,23.86102812,0,0,"Lebeckia spinescens","Lebeckia spinescens","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lebeckia wrightii",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Lebeckia wrightii","Lebeckia wrightii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lecointea amazonica",0,0,0,NA,NA,NA,0,0,"Lecointea amazonica","Lecointea amazonica","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lens culinaris",1,43,2.78e+13,1.65e+13,20.36272679,20.36272679,0,4,"Lens culinaris","Lens culinaris","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,0,"Y","N",0,NA,0
"Lens ervoides",1,0,0,7.84e+12,34.01195498,34.01195498,1,0,"Lens ervoides","Lens ervoides","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lens nigricans",1,0,0,5.66e+12,38.54226223,38.54226223,1,1,"Lens nigricans","Lens nigricans","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Leptoderris nobilis",1,0,0,4.94e+12,-0.45812169,0.45812169,0,1,"Leptoderris nobilis","Leptoderris nobilis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Leptosema chambersii",1,0,0,2.33e+12,-24.14089892,24.14089892,0,0,"Leptosema chambersii","Leptosema chambersii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lespedeza angustifolia",1,0,0,7.89e+11,37.09097654,37.09097654,0,0,"Lespedeza angustifolia","Lespedeza angustifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lespedeza bicolor",1,9,8.25e+12,1.54e+13,39.58768972,39.58768972,0,3,"Lespedeza bicolor","Lespedeza bicolor","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0
"Lespedeza buergeri",1,0,0,2.49e+12,31.50999674,31.50999674,0,2,"Lespedeza buergeri","Lespedeza buergeri","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0
"Lespedeza capitata",1,0,0,1.73e+13,53.69834215,53.69834215,0,0,"Lespedeza capitata","Lespedeza capitata","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,0,"Y","N",0,NA,0
"Lespedeza caraganae",1,0,0,1.24e+12,37.38383338,37.38383338,0,0,"Lespedeza caraganae","Lespedeza caraganae","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lespedeza chinensis",1,0,0,1.72e+12,26.75592791,26.75592791,0,0,"Lespedeza chinensis","Lespedeza chinensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lespedeza cyrtobotrya",1,2,8.17e+12,3.08e+12,33.79614164,33.79614164,0,3,"Lespedeza cyrtobotrya","Lespedeza cyrtobotrya","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,3,3,0,"Y","N",0,NA,0
"Lespedeza davidii",1,0,0,2.08e+12,26.1886096,26.1886096,0,0,"Lespedeza davidii","Lespedeza davidii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lespedeza floribunda",1,0,0,6.1e+12,33.79418863,33.79418863,0,0,"Lespedeza floribunda","Lespedeza floribunda","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lespedeza hirta",1,0,0,1.09e+13,39.15670326,39.15670326,0,0,"Lespedeza hirta","Lespedeza hirta","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lespedeza homoloba",1,0,0,3.71e+11,37.60209081,37.60209081,0,2,"Lespedeza homoloba","Lespedeza homoloba","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lespedeza inschanica",1,0,0,4.1e+12,38.55251726,38.55251726,0,0,"Lespedeza inschanica","Lespedeza inschanica","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lespedeza intermedia",1,0,0,2.12e+12,36.30047165,36.30047165,0,0,"Lespedeza intermedia","Lespedeza intermedia","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lespedeza japonica",1,3,8.54e+12,NA,NA,NA,0,1,"Lespedeza japonica","Lespedeza japonica","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lespedeza juncea",1,6,1.09e+13,3.14e+13,22.49597644,22.49597644,0,4,"Lespedeza juncea","Lespedeza juncea","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,4,4,0,"Y","N",0,NA,0
"Lespedeza leptostachya",1,0,0,6.9e+11,43.76944664,43.76944664,0,0,"Lespedeza leptostachya","Lespedeza leptostachya","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lespedeza maximowiczii",1,0,0,9.97e+11,36.05270502,36.05270502,0,1,"Lespedeza maximowiczii","Lespedeza maximowiczii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lespedeza melanantha",1,0,0,5.91e+11,38.05663033,38.05663033,0,1,"Lespedeza melanantha","Lespedeza melanantha","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lespedeza pilosa",1,0,0,4.17e+12,31.35767912,31.35767912,0,0,"Lespedeza pilosa","Lespedeza pilosa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lespedeza procumbens",1,0,0,2.96e+12,35.1284175,35.1284175,0,0,"Lespedeza procumbens","Lespedeza procumbens","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lespedeza pubescens",1,0,0,2.57e+11,25.62230143,25.62230143,0,0,"Lespedeza pubescens","Lespedeza pubescens","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lespedeza repens",1,0,0,3.09e+12,38.70316066,38.70316066,0,0,"Lespedeza repens","Lespedeza repens","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lespedeza stuevei",1,0,0,2.67e+12,34.59060583,34.59060583,0,0,"Lespedeza stuevei","Lespedeza stuevei","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lespedeza thunbergii",1,4,6.12e+11,3.99e+12,30.63943753,30.63943753,0,1,"Lespedeza thunbergii","Lespedeza thunbergii","National Center for Biotechnology Information",0.988,2,TRUE,TRUE,FALSE,FALSE,1,1,1,"Y","Y",0,NA,0
"Lespedeza tomentosa",1,0,0,1.32e+13,30.59548435,30.59548435,0,2,"Lespedeza tomentosa","Lespedeza tomentosa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lespedeza violacea",1,0,0,2.59e+12,39.02128763,39.02128763,0,0,"Lespedeza violacea","Lespedeza violacea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lespedeza virgata",1,2,2.75e+11,2.2e+12,33.18706468,33.18706468,0,1,"Lespedeza virgata","Lespedeza virgata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lespedeza virginica",1,0,0,3.38e+12,35.78194358,35.78194358,0,0,"Lespedeza virginica","Lespedeza virginica","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lessertia affinis",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Lessertia affinis","Lessertia affinis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lessertia annularis",1,0,0,3.48e+12,-23.86102812,23.86102812,0,0,"Lessertia annularis","Lessertia annularis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lessertia benguellensis",1,0,0,5.29e+12,-21.57866224,21.57866224,0,0,"Lessertia benguellensis","Lessertia benguellensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lessertia brachypus",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Lessertia brachypus","Lessertia brachypus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lessertia brachystachya",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Lessertia brachystachya","Lessertia brachystachya","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lessertia capitata",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Lessertia capitata","Lessertia capitata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lessertia depressa",1,0,0,2.7e+12,-27.53376098,27.53376098,0,0,"Lessertia depressa","Lessertia depressa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lessertia diffusa",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Lessertia diffusa","Lessertia diffusa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lessertia emarginata",1,0,0,2.52e+12,-19.18963072,19.18963072,0,0,"Lessertia emarginata","Lessertia emarginata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lessertia excisa",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Lessertia excisa","Lessertia excisa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lessertia falciformis",1,0,0,4.05e+12,-23.84985133,23.84985133,0,0,"Lessertia falciformis","Lessertia falciformis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lessertia harveyana",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Lessertia harveyana","Lessertia harveyana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lessertia herbacea",1,0,0,2.67e+12,-25.48651667,25.48651667,1,0,"Lessertia herbacea","Lessertia herbacea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lessertia incana",1,0,0,8.05e+11,-22.23553957,22.23553957,0,0,"Lessertia incana","Lessertia incana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lessertia inflata",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Lessertia inflata","Lessertia inflata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lessertia macrostachya",1,0,0,4.05e+12,-23.84985133,23.84985133,0,0,"Lessertia macrostachya","Lessertia macrostachya","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lessertia pauciflora",1,0,0,5.42e+12,-17.00724756,17.00724756,0,0,"Lessertia pauciflora","Lessertia pauciflora","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lessertia perennans",1,0,0,3.09e+12,-24.68917629,24.68917629,0,0,"Lessertia perennans","Lessertia perennans","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lessertia rigida",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Lessertia rigida","Lessertia rigida","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lessertia spinescens",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Lessertia spinescens","Lessertia spinescens","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lessertia stenoloba",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Lessertia stenoloba","Lessertia stenoloba","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lessertia stricta",1,0,0,2.7e+12,-27.53376098,27.53376098,0,0,"Lessertia stricta","Lessertia stricta","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lessertia thodei",1,0,0,2.7e+12,-27.53376098,27.53376098,0,0,"Lessertia thodei","Lessertia thodei","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lessertia tomentosa",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Lessertia tomentosa","Lessertia tomentosa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Leucaena collinsii",1,0,0,2.3e+12,19.38707327,19.38707327,0,0,"Leucaena collinsii","Leucaena collinsii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Leucaena cuspidata",1,0,0,66275824795,19.13108596,19.13108596,0,1,"Leucaena cuspidata","Leucaena cuspidata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Leucaena diversifolia",1,5,2.49e+12,2.37e+12,19.32307644,19.32307644,0,2,"Leucaena diversifolia","Leucaena diversifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Leucaena esculenta",1,3,7.5e+11,66275824795,19.13108596,19.13108596,0,2,"Leucaena esculenta","Leucaena esculenta","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Leucaena esculenta",0
"Leucaena greggii",1,1,2.94e+11,66275824795,19.13108596,19.13108596,0,1,"Leucaena greggii","Leucaena greggii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Leucaena involucrata",1,0,0,66275824795,19.13108596,19.13108596,0,0,"Leucaena involucrata","Leucaena involucrata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Leucaena lanceolata",1,1,4.08e+11,3.03e+11,18.81953829,18.81953829,0,0,"Leucaena lanceolata","Leucaena lanceolata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Leucaena lempirana",1,0,0,1.12e+11,14.81592873,14.81592873,0,1,"Leucaena lempirana","Leucaena lempirana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Leucaena leucocephala",1,73,5.54e+13,2.1e+12,21.01115209,21.01115209,0,9,"Leucaena leucocephala","Leucaena leucocephala","Wikispecies",0.988,2,TRUE,TRUE,FALSE,TRUE,14,14,0,"Y","N",1,"Leucaena leucocephala",0
"Leucaena macrophylla",1,0,0,2.02e+12,21.5410044,21.5410044,0,0,"Leucaena macrophylla","Leucaena macrophylla","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Leucaena magnifica",1,0,0,1.09e+11,15.70230638,15.70230638,0,2,"Leucaena magnifica","Leucaena magnifica","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Leucaena multicapitula",1,0,0,2.54e+11,11.00127451,11.00127451,0,1,"Leucaena multicapitula","Leucaena multicapitula","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Leucaena multicapitula",0
"Leucaena pulverulenta",1,5,5.47e+12,3.24e+12,27.93920268,27.93920268,0,4,"Leucaena pulverulenta","Leucaena pulverulenta","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Leucaena retusa",1,1,1.12e+11,1.07e+12,25.78519056,25.78519056,0,0,"Leucaena retusa","Leucaena retusa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"Leucaena retusa",0
"Leucaena salvadorensis",1,0,0,2.61e+11,13.76383318,13.76383318,0,1,"Leucaena salvadorensis","Leucaena salvadorensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Leucaena shannonii",1,0,0,6.06e+11,16.42326836,16.42326836,0,2,"Leucaena shannonii","Leucaena shannonii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Leucaena trichandra",1,2,2.46e+12,2.65e+12,19.02332806,19.02332806,0,2,"Leucaena trichandra","Leucaena trichandra","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Leucaena trichodes",1,0,0,3.71e+12,5.67378507,5.67378507,0,3,"Leucaena trichodes","Leucaena trichodes","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Leucomphalos callicarpus",0,0,0,4.29e+12,14.14991821,14.14991821,0,0,"Leucomphalos callicarpus","Leucomphalos callicarpus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Leucomphalos capparideus",0,0,0,1.66e+12,6.79818592,6.79818592,0,0,"Leucomphalos capparideus","Leucomphalos capparideus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Liparia parva",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Liparia parva","Liparia parva","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Liparia splendens",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Liparia splendens","Liparia splendens","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Loesenera talbotii",0,0,0,1.37e+12,8.27881302,8.27881302,0,0,"Loesenera talbotii","Loesenera talbotii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lonchocarpus atropurpureus",1,0,0,3.01e+12,10.3946927,10.3946927,0,0,"Lonchocarpus atropurpureus","Lonchocarpus atropurpureus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lonchocarpus bussei",1,0,0,3.57e+12,-6.23206008,6.23206008,0,1,"Lonchocarpus bussei","Lonchocarpus bussei","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lonchocarpus campestris",1,0,0,NA,NA,NA,0,0,"Lonchocarpus campestris","Lonchocarpus campestris","Encyclopedia of Life",0.988,2,TRUE,TRUE,FALSE,FALSE,2,2,0,"Y","N",0,NA,0
"Lonchocarpus capassa",1,0,0,1.06e+13,-18.60266092,18.60266092,0,3,"Lonchocarpus capassa","Lonchocarpus capassa","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lonchocarpus constrictus",1,0,0,66275824795,19.13108596,19.13108596,0,0,"Lonchocarpus constrictus","Lonchocarpus constrictus","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lonchocarpus domingensis",1,0,0,2.2e+11,19.28690907,19.28690907,0,0,"Lonchocarpus domingensis","Lonchocarpus domingensis","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lonchocarpus eriocalyx",1,0,0,4.99e+12,-3.19100006,3.19100006,0,1,"Lonchocarpus eriocalyx","Lonchocarpus eriocalyx","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lonchocarpus eriocarinalis",1,0,0,2.45e+11,15.57946675,15.57946675,0,0,"Lonchocarpus eriocarinalis","Lonchocarpus eriocarinalis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lonchocarpus filipes",1,0,0,8.47e+12,-10.77227947,10.77227947,0,0,"Lonchocarpus filipes","Lonchocarpus filipes","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lonchocarpus guatemalensis",1,0,0,7.08e+11,16.0753006,16.0753006,0,1,"Lonchocarpus guatemalensis","Lonchocarpus guatemalensis","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lonchocarpus guillemineanus",1,0,0,1.85e+12,-10.81944019,10.81944019,0,0,"Lonchocarpus guillemineanus","Lonchocarpus guillemineanus","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lonchocarpus heptaphyllus",1,1,66288514196,1.25e+12,13.98167844,13.98167844,0,1,"Lonchocarpus heptaphyllus","Lonchocarpus heptaphyllus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lonchocarpus macrocarpus",1,0,0,2.18e+12,0.81051711,0.81051711,0,0,"Lonchocarpus macrocarpus","Lonchocarpus macrocarpus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lonchocarpus macrophyllus",1,0,0,1.5e+12,11.74921421,11.74921421,0,0,"Lonchocarpus macrophyllus","Lonchocarpus macrophyllus","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lonchocarpus muehlbergianus",1,0,0,1.19e+11,-28.28926893,28.28926893,0,0,"Lonchocarpus muehlbergianus","Lonchocarpus muehlbergianus","Encyclopedia of Life",0.988,2,TRUE,TRUE,FALSE,FALSE,4,3,0,"Y","N",0,NA,0
"Lonchocarpus nelsii",1,0,0,7.03e+12,-11.02276702,11.02276702,0,0,"Lonchocarpus nelsii","Lonchocarpus nelsii","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lonchocarpus nitidus",1,0,0,2.78e+12,-35.37667204,35.37667204,0,0,"Lonchocarpus nitidus","Lonchocarpus nitidus","Wikispecies",0.988,2,TRUE,TRUE,FALSE,FALSE,2,1,2,"Y","Y",0,NA,0
"Lonchocarpus punctatus",1,0,0,NA,NA,NA,0,0,"Lonchocarpus punctatus","Lonchocarpus punctatus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lonchocarpus sericeus",1,8,6.7e+12,1.67e+13,10.16324078,10.16324078,0,4,"Lonchocarpus sericeus","Lonchocarpus sericeus","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lonchocarpus violaceus",1,1,3.9e+11,2.05e+12,8.81915551,8.81915551,0,0,"Lonchocarpus violaceus","Lonchocarpus violaceus","Union 4",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lonchocarpus virgilioides",1,0,0,NA,NA,NA,0,0,"Lonchocarpus virgilioides","Lonchocarpus virgilioides","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lophocarpinia aculeatifolia",1,0,0,NA,NA,NA,0,0,"Lophocarpinia aculeatifolia","Lophocarpinia aculeatifolia","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lotononis adpressa",1,0,0,2.7e+12,-27.53376098,27.53376098,0,0,"Lotononis adpressa","Lotononis adpressa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lotononis angolensis",1,0,0,7.08e+12,-0.70584244,0.70584244,0,0,"Lotononis angolensis","Lotononis angolensis","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lotononis arenicola",1,0,0,2.67e+12,-25.48651667,25.48651667,1,0,"Lotononis arenicola","Lotononis arenicola","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lotononis azurea",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Lotononis azurea","Lotononis azurea","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lotononis bainesii",1,5,8.68e+12,5.28e+12,-9.57606464,9.57606464,0,1,"Lotononis bainesii","Lotononis bainesii","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lotononis benthamiana",1,0,0,2.67e+12,-25.48651667,25.48651667,0.23255814,0,"Lotononis benthamiana","Lotononis benthamiana","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lotononis bolusii",1,0,0,2.67e+12,-25.48651667,25.48651667,0,0,"Lotononis bolusii","Lotononis bolusii","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lotononis brachyantha",1,0,0,8.05e+11,-22.23553957,22.23553957,0,0,"Lotononis brachyantha","Lotononis brachyantha","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lotononis calycina",1,0,0,4.75e+12,-23.80777533,23.80777533,0,0,"Lotononis calycina","Lotononis calycina","National Center for Biotechnology Information",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lotononis carinata",1,0,0,2.69e+12,-26.02431623,26.02431623,0,0,"Lotononis carinata","Lotononis carinata","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lotononis corymbosa",1,0,0,2.69e+12,-26.02431623,26.02431623,0,0,"Lotononis corymbosa","Lotononis corymbosa","Wikispecies",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lotononis crumanina",1,0,0,4.05e+12,-23.84985133,23.84985133,0,0,"Lotononis crumanina","Lotononis crumanina","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
"Lotononis cytisoides",1,0,0,2.7e+12,-27.53376098,27.53376098,0.23255814,0,"Lotononis cytisoides","Lotononis cytisoides","Encyclopedia of Life",0.988,2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
