Species count,Family,Genus,Species,Common Name,Plant Type,Geographic Location,Nectary Location,Ecological Study,Reference,Notes
1,Passifloraceae,Passiflora,adulterina,,,Colombia,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,alata,,,"Costa Rica to Brazil, much cult.",petioles,Smiley 1985,Zimmermann 1932(as P. brasiliana); Killip 1938; Cusset 1965; Smiley 1985,Fig. in Cusset 1965
1,Passifloraceae,Passiflora,alba,,,,petiole & leaf margin,,Cusset 1965,Fig. in Cusset 1965
1,Passifloraceae,Passiflora,allantophylla,,,Guatemala,leaf,,Killip 1938,
1,Passifloraceae,Passiflora,alliacea,,vine,Brazil,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,amabilis,,,Brazil,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,amalocarpa,,,Brazil,leaf,,Killip 1938,
1,Passifloraceae,Passiflora,ambigua,,,SouthMexico to Panama,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,amethystina,,,Brazil,"petiole, leaf, bracts",,"Killip 1938; Rocha et al., 2009",
1,Passifloraceae,Passiflora,ampullacea,,,Ecuador,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,anastomosans,,,Peru,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,andersonii,,,Lesser Antilles,leaf,,Killip 1938,
1,Passifloraceae,Passiflora,andina,,,Ecuador,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,anfracta,,,Ecuador,leaf,,Killip 1938,
1,Passifloraceae,Passiflora,angustifolia,,,,,,Cusset 1965,
1,Passifloraceae,Passiflora,antioquiensis,,,Colombia,petioles,,Killip 1938,
1,Passifloraceae,Passiflora,apoda,,,Colombia,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,arborea,,tree,Colombia,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,aristulata,,,Peru,petiole,,Killlip 1938,
1,Passifloraceae,Passiflora,aurantia,,,,,syn P. banksii,Zimmermann 1932,
1,Passifloraceae,Passiflora,aurantoides,,,,,,"Krosnick, Ford and Freudenstein 2009",
1,Passifloraceae,Passiflora,auriculata,,liana,Nicaragua to Bolivia,petiole,Apple and Feener 1993; Eskildsen et al. 2001,Killip 1938; Cusset 1965; Schupp and Feener 1991; Apple and Feener 1993; Eskildsen et al. 2001,Fig. in Cusset 1965
1,Passifloraceae,Passiflora,bahamensis,,,Bahamas,"stipules, petioles, bracts",,"Killip,1938",
1,Passifloraceae,Passiflora,bahiensis,,,Brazil,"stipules, petioles",,Killip 1938,
1,Passifloraceae,Passiflora,bauhinifolia,,,"Colombia, Ecuador, Peru",leaf,,Killip 1938,
1,Passifloraceae,Passiflora,bicuspidata,,,Colombia,leaf,,Killip 1938; Cusset 1965,Fig. in Cusset 1965
1,Passifloraceae,Passiflora,biflora,,liana,Mexico to Venezuela,leaf,Apple and Feener 1993,Killip 1938; Cusset 1965; Durkee et al. 1983; Schupp and Feener 1991; Apple and Feener 1993,Fig. in Cusset 1965
1,Passifloraceae,Passiflora,bogotensis,,,Colombia,leaf,,Killip1938;Cusset 1965,
1,Passifloraceae,Passiflora,bracteosa,,,Colombia,"petiole,",,Killip 1938; Cusset 1965,
,Passifloraceae,Passiflora,brasiliana,,,,,,,syn P. alata
1,Passifloraceae,Passiflora,brevifila,,,,petiole,,Killip 1960,
1,Passifloraceae,Passiflora,bryonioides,,,Arizona to Mexico,petiole,,Killip 1938; Cusset 1965,
1,Passifloraceae,Passiflora,bucaramangensis,,,Colombia,leaf base & below terminal leaflet,,Killip 1938,
1,Passifloraceae,Passiflora,buchtienii,,,Bolivia,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,caerulea,,vine,Brazil to Argentina,leaf base & below terminal leaflet,,Zimmermann 1932; So 2004,
1,Passifloraceae,Passiflora,calcarata,,,,,,Zimmermann 1932,
1,Passifloraceae,Passiflora,callimorpha,,,Bolivia,petiole,,Killip 1938; Cusset 1965,Fig. in Cusset 1965
1,Passifloraceae,Passiflora,campanulata,,,Brazil,petiole,,Killip1938,
1,Passifloraceae,Passiflora,candida,,climbing shrub,Brazil,,,Cusset 1965,Fig. in Cusset 1965
1,Passifloraceae,Passiflora,candollei,,,Peru,leaf,,Killip 1938,
1,Passifloraceae,Passiflora,canescens,,,Brazil,petioles,,Killip 1938,
1,Passifloraceae,Passiflora,capparidifolia,,,British Guiana and Brazil,"petiole,bracts",,Killip 1938,
1,Passifloraceae,Passiflora,cardinalis,,,,,,Zimmermann 1932,
1,Passifloraceae,Passiflora,cauliflora,,shrub,Peru,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,ceratocarpa,,woodyvine,Brazil,petiole,,Cusset 1965,
1,Passifloraceae,Passiflora,chocoriana,,,,,,Cusset 1965,
1,Passifloraceae,Passiflora,chrysophylla,,woodyvine,"Paraguay,Uruguay, NorthArgentina",bract,,Killip1938;Cusset 1965,
1,Passifloraceae,Passiflora,cincinnata,,,Brazil,"petiole, bract",,Killip 1938,
1,Passifloraceae,Passiflora,cirrhipes,,woodyvine,Peru,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,cirrrhiflora,,liana,Peru,"petiole, leaf",,Killip 1938,
1,Passifloraceae,Passiflora,citrifolia,,shrub,French Guiana,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,clathrata,,,Brazil,"stipules, bracts",,Killip 1938; Schnell Cusset and Quenum 1963; Cusset 1965,
1,Passifloraceae,Passiflora,clypeophylla,,,Guatemala,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,coactilis,,,Ecuador,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,coccinea,,woody vine,central South America,"petiole, leaf margin, floral bracts",Leal et al. 2006,Killip 1938; Cusset 1985;Hossaert-McKey et al. 2001; Wirth and Leal 2001;Leal et al. 2006,Fig. in Cusset 1965
1,Passifloraceae,Passiflora,cochchinensis,,,,,,Schnell Cusset and Quenum 1963; Cusset 1965,
1,Passifloraceae,Passiflora,coerulea,,,western Mexico,petiole,,Durkee 1983,
1,Passifloraceae,Passiflora,colimensis,,,western Mexico,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,coriacea,,liana,Mexico to North Bolivia,petiole,,Killip 1938; Schupp and Feener 1991;Ramírez et al. 2001,
1,Passifloraceae,Passiflora,cornuta,,,Brazil,"petioles, leaves",,Killip 1938; Cusset 1965,
1,Passifloraceae,Passiflora,costata,,shrub,Surinam to Peru,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,crassifolia,,,Peru,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,cremastantha,,,Colombia,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,cuatrecasasii,,,,petiole,,Killip 1960,
1,Passifloraceae,Passiflora,cubensis,,,Cuba,leaf not petiole,,Killip 1938,
1,Passifloraceae,Passiflora,cumbalensis,,,Colombia and Ecuador,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,cupiformis,,,,,,Schnell Cusset and Quenum 1963,
1,Passifloraceae,Passiflora,cuprea,,,West Indies,leaf,,Killip 1938; Cusset 1965,"Fig. in Cusset 1965, ""glands sometimes absent"" Killip 1938"
1,Passifloraceae,Passiflora,cuspidifolia,,,Colombia,leaf,,Killip 1938,
1,Passifloraceae,Passiflora,cuzoensis,,,Peru,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,cyanea,,,Venezuela and Trinidad,petiole & leaf sinuses,,Killip 1938,
1,Passifloraceae,Passiflora,dalechampioides,,,Bolivia,"petioles, leaves",,Killip 1938,
1,Passifloraceae,Passiflora,danielii,,,,petiole,,killip 1960,
1,Passifloraceae,Passiflora,dasyadenia,,,Cuba,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,dawei,,,Colombia,leaf,,Killip 1938,
1,Passifloraceae,Passiflora,deficiens,,shrub,Britixh Guiana,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,deidamioides,,,Brazil,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,dioscoreafolia,,,Costa Rica,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,dolichocarpa,,,Guatemala,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,eberhartii,,,,,,Schnell Cusset and Quenum 1963,
1,Passifloraceae,Passiflora,edulis,,,Brazil,leaf base & below terminal leaflet,,Killip 1938; Schnell Cusset and Quenum 1963; Cusset 1965; Keeler 1985; So 2004,Fig. in Cusset 1965
1,Passifloraceae,Passiflora,eggersii,,,WestEcuador,petioles,,Killip 1938,
1,Passifloraceae,Passiflora,eichleriana,,,"Brazil, Paraguay","petioles, leaf sinuses, peduncles",,Killip 1938,
1,Passifloraceae,Passiflora,elegans,,,South Brazil to North Argentina,petioles,,Killip 1938,
1,Passifloraceae,Passiflora,elliptica,,vine,Brazil,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,emarginata,,sm.tree,Colombia,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,engleriana,,tree,Colombia,"petiole, midvein",,Killip 1938,
1,Passifloraceae,Passiflora,eriocaula,,,Colombia,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,ernesti,,,Amazon Basin,"petiole, bracts, sepals",,Killip 1938,
1,Passifloraceae,Passiflora,erythrophylla,,,Colombia,leaf,,Killip 1938,
1,Passifloraceae,Passiflora,eueidipabulum,,woody vine,Panama,petiole,,Knapp and Mallet 1984,
1,Passifloraceae,Passiflora,exoperculata,,,Bolivia,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,exsudans,,,Mexico,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,faroana,,scandent shrub,Brazil,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,ferruginea,,,Peru,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,filamentosa,,,Brazil,"petioles, leaves, bracts",,Killip 1938; Cusset 1965,
1,Passifloraceae,Passiflora,fimbriatistipula,,,Colombia,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,flexipes,,,Colombia,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,foetida,,vine,central and South America,leaf base & below terminal leaflet,,Killip 1938;Cusset 1965; Baker Opler and Baker 1978; So 2004,Fig. in Cusset 1965
1,Passifloraceae,Passiflora,fructescens,,shrub/tree,Peru,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,fruticosa,,shrub,Baja California,"petioles, leaves have glandular hairs",,Killip 1938,
1,Passifloraceae,Passiflora,fuchsiiflora,,woody vine,Surinam to British Guiana,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,galbana,,,Brazil,petiole,,Killip 1938; Cusset 1965,
1,Passifloraceae,Passiflora,garckei,,,Guianas,"stipules, petioles, leaf sinuses",,Killip 1938,
1,Passifloraceae,Passiflora,gardneri,,,Brazil,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,giberti,,,Argentina,"petiole, leaf sinuses",,Killip 1938,
1,Passifloraceae,Passiflora,gigantifolia,,shrub,Ecuador,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,glabberima,,,Peru,petioles,,Killip 1938,
1,Passifloraceae,Passiflora,gladulosa,,vine,Amazon basin,"leaf, sepal, leaf stalk",Hossaert-McKey et al. 2001,Killip 1938; Pascal 1993; Hossaert-McKey et al. 2001,sketch in Pascal 1993
1,Passifloraceae,Passiflora,gleasonii,,,British Guiana,"petioles, leaves, bracts",,Killip 1938; Cusset 1965,
1,Passifloraceae,Passiflora,gracilens,,,Peru,"petiole, sometimes absent",,Killip 1938,
1,Passifloraceae,Passiflora,gracilis,,,n South America,petiole,,Zimmermann 1932; Killip 1938,
1,Passifloraceae,Passiflora,gracillima,,,Colombia,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,grandis,,shrub,Colombia,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,gritensis,,,West Venezuela,"stipules, petioles",,Killip 1938,
1,Passifloraceae,Passiflora,guazumaefolia,,,Colombia and Venezuela,"petioles, bracts",,Killip 1938,
1,Passifloraceae,Passiflora,guentheri,,,Bolivia,petioles,,Killip 1938,
1,Passifloraceae,Passiflora,haematostigma,,vine,Brazil,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,hastifolia,,,Bolivia,petioles,,Killip 1938,
1,Passifloraceae,Passiflora,haughtii,,vine,Colombia,leaf,,Killip 1938,
1,Passifloraceae,Passiflora,helleri,,,Mexico,underside of leaf; not petiole,,Killip 1938,
1,Passifloraceae,Passiflora,henryi,,,,,,Cusset 1965,Fig. in Cusset 1965
1,Passifloraceae,Passiflora,herbertiana,,,,,,Zimmermann 1932,
1,Passifloraceae,Passiflora,heterohelix,,vine,Peru,"petiole, leaf margin, bracts",,Killip 1938,
1,Passifloraceae,Passiflora,hexagonocarpa,,viny shrub,Brazil,leaf,,Killip 1938,
1,Passifloraceae,Passiflora,hispida,,,,,,Schnell Cusset and Quenum 1963,
1,Passifloraceae,Passiflora,holosericia,,vine,Mexico to Honduras,petiole,,Zimmermann 1932: Killip 1938; Diaz-Castelazo et al. 2004,
1,Passifloraceae,Passiflora,holtii,,scandent shrub,Brazil,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,hyacinthiflora,,,Colombia,leaf not petiole,,Killip 1938,
1,Passifloraceae,Passiflora,hypoglauca,,,Brazil,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,hypoleuca,,,,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,ichthyura,,,Brazil,leaf,,Killip 1938,
1,Passifloraceae,Passiflora,incarnata,,,Southeast US,"leaf rachis, bract Photo online in Mizell 2004",,Zimmermann 1932; Killip 1938; Elias 1983; Mizell 2004,
1,Passifloraceae,Passiflora,insignis,,,perhaps Bolivia,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,ischnoclada,,,Brazil,petioles,,Killip 1938,
1,Passifloraceae,Passiflora,jamesoni,,,Andes,"petiole, sometimes absent",,Killip 1938,
1,Passifloraceae,Passiflora,jileki,,,southern Brazil,petioles,,Killip 1938; Cusset 1965,as P. jilekii in Cusset
1,Passifloraceae,Passiflora,karwinskii,,,Mexico,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,kermesina,,,Brazil,"petiole, leaf",,Zimmermann 1932 (as P. raddiana ); Killip 1938,
1,Passifloraceae,Passiflora,kuranda,,,,,,"Krosnick, Ford and Freudenstein 2009",
1,Passifloraceae,Passiflora,lanata,,,Colombia,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,lancearia,,,Costa Rica,leaf,,Killip 1938,
1,Passifloraceae,Passiflora,lanceolata,,,Peru,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,lancifolia,,,Jamaica,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,laurifolia,,,Central America and northern S,"petiole,bracts",,Killip 1938,
1,Passifloraceae,Passiflora,lehmanii,,,Colombia,petioles,,Killip 1938,
1,Passifloraceae,Passiflora,leptoclada,,,Peru,underside of leaf,,Killip 1938,
1,Passifloraceae,Passiflora,leptomischa,,,Colombia,petioles,,Killip 1938,
1,Passifloraceae,Passiflora,leptopoda,,scandent shrub,Brazil,"petiole, underside of midvein",,Killip 1938,
1,Passifloraceae,Passiflora,leschenaultii,,,,,,Zimmermann 1932,
1,Passifloraceae,Passiflora,leutzelburgii,,,,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,liebmannii,,,,,,Cusset 1965,
1,Passifloraceae,Passiflora,ligularis,,,Central America to Venezuela,petioles,,Killip 1938: Schnell Cusset and Quenum 1963; Keeler 1985,
1,Passifloraceae,Passiflora,ligulifolia,,,,,,Zimmermann 1932,
1,Passifloraceae,Passiflora,lindeniana,,tree,Venezuela,under surface of midvein,,Killip 1938,
1,Passifloraceae,Passiflora,lobbii,,,Peru,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,lonchophora,,,Brazil,"stipules, petioles",,Killip 1938,
1,Passifloraceae,Passiflora,longipes,,,Colombia,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,longiracemosa,,woodyvine,"Brazil, British Guiana",petiole,,Killip 1938,
1,Passifloraceae,Passiflora,loretensis,,,Peru,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,loxensis,,,,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,luetzelburgii,,,Brazil,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,lunata,,,,,,Zimmermann 1932; Cusset 1965,Fig. in Cusset 1965
1,Passifloraceae,Passiflora,lyra,,,Venezuela,pedicels,,Killip 1938; Cusset 1965,Fig. in Cusset 1965
1,Passifloraceae,Passiflora,macdougaliana,,woody vine,Panama,petiole,,Knapp and Mallet 1984,
1,Passifloraceae,Passiflora,macrochlamys,,,Peru,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,macrophylla,,tree,Colombia,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,macropoda,,,,petiole,,Killip 1960,
1,Passifloraceae,Passiflora,maculata,,vine,,,,Zimmermann 1932,nectaries absent - Killip 1938
1,Passifloraceae,Passiflora,magdalenae,,,Colombia,leaf,,Killip 1938,
1,Passifloraceae,Passiflora,malacophylla,,,Brazil,petioles,,Killip 1938,
1,Passifloraceae,Passiflora,maliformis,,,"West Indies, northern South Am",petioles,,Killip 1938; Cusset 1965,
1,Passifloraceae,Passiflora,mandoni,,,Bolivia,petioles,,Killip 1938,
1,Passifloraceae,Passiflora,manicata,,,Ecuador,petiole,,Killip 1938; Baker Opler and Baker 1978,
1,Passifloraceae,Passiflora,mansii,,shrub,Brazil,petiole,,Killip 1938; Cusset 1965(as P. mansoi),
,Passifloraceae,Passiflora,mansoi,,,,,,,syn. P. mansii
1,Passifloraceae,Passiflora,mapiriensis,,,Bolivia,petioles,,Killip 1938,
1,Passifloraceae,Passiflora,matthewsii,,,Peru,petioles,,Killip 1938,
1,Passifloraceae,Passiflora,melanoneura,,,,,,Cusset 1965,
1,Passifloraceae,Passiflora,mendoncaei,,,Brazil,petiole (minute),,Killip 1938,
1,Passifloraceae,Passiflora,menispermacea,,,Colombia,leaf,,Killip 1938,
1,Passifloraceae,Passiflora,menispermifolia,,,Costa Rica,stipules,,Killip 1938; Smiley 1985,Smiley 1985
1,Passifloraceae,Passiflora,mesadenia,,,Peru,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,mexicana,,,Mexico,leaf,,Killip 1938,
1,Passifloraceae,Passiflora,micranthra,,,Colombia,leaf,,Killip 1938,
1,Passifloraceae,Passiflora,micropetala,,,Brazil,leaf,,Killip 1938,
1,Passifloraceae,Passiflora,miersii,,,Brazil,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,misera,,,Colombia,underside of lamina,,Killip 1938; Schnell Cusset and Quenum 1963; Cusset 1965,Fig. in Cusset 1965
1,Passifloraceae,Passiflora,mixta,,,Colombia,petioles,,Killip 1938,
1,Passifloraceae,Passiflora,mollis,,,Colombia,,,Cusset 1965,Fig. in Cusset 1965
1,Passifloraceae,Passiflora,mollissima,,,South America,petioles,,Killip 1938; Baker Opler and Baker 1978,
1,Passifloraceae,Passiflora,moluccana,,,,,,Zimmermann 1932,
0,Passifloraceae,Passiflora,moluccana var teysmanniana,,,,leaf base & below terminal leaflet,,So 2004,
1,Passifloraceae,Passiflora,mooreana,,,"Bolivia, Paraguay, North Argentina",petiole,,Killip 1938,
1,Passifloraceae,Passiflora,morifolia,,,Mexico to Argentina,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,mucronata,,,Brazil,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,multiflora,,,South Florida and Carribean,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,multiformis,,,Venezuela,petioles,,Killip 1938,
1,Passifloraceae,Passiflora,mutisii,,shrub,Colombia,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,naviculata,,,South Bolivia -North Argentina,"leaves, not petioles",,Killip 1938,
1,Passifloraceae,Passiflora,nelsoni,,,Mexico,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,nepalensis,,,,,,Cusset 1965,Fig. in Cusset 1965
1,Passifloraceae,Passiflora,nephrodes,,,"Peru, Bolivia, West Brazil",petioles,,Killip 1938,
1,Passifloraceae,Passiflora,nigradenia,,,Bolivia,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,nitida,,liana,northern South America,petiole,,Killip 1938; Cusset 1965; Schupp and Feener 1991,
1,Passifloraceae,Passiflora,oblongata,,,Jamaica,leaf not petiole,,Killip 1938,
1,Passifloraceae,Passiflora,obovata,,,Belise,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,obtusiloba,,,Peru,leaf,,Killip 1938; Cusset 1965,
1,Passifloraceae,Passiflora,ocanensis,,tree,Colombia,"petiole, underside of leaf midvein",,Killip 1938,
1,Passifloraceae,Passiflora,odontophylla,,,Brazil,petioles,,Killip 1938,
1,Passifloraceae,Passiflora,oerstedii,,,Mexico to Colombia,petiole,,Killip 1938; Apple and Feener 1993,Apple and Feener 1993
1,Passifloraceae,Passiflora,orbiculata,,,Hispaniola,a few on leaf,,Killip 1938,
1,Passifloraceae,Passiflora,organensis,,,,,,Cusset 1965,nectaries absent - Killip 1938
1,Passifloraceae,Passiflora,ornithoura,,,western Central Am,"leaf blade, not petiole",,Killip 1938,
1,Passifloraceae,Passiflora,ovata,,shrub,French Guiana,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,pallens,,,"South Florida, Cuba, Haiti",petioles,,Killip 1938,
1,Passifloraceae,Passiflora,palmeri,,shrub,Baja California,"stiplues, petioles, bracts",,Killip 1938,
1,Passifloraceae,Passiflora,pamplonensis,,,Colombia,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,panamensis,,,Panama,leaf,,Killip 1938,
1,Passifloraceae,Passiflora,parritae,,,Colombia,"petiole, peduncles",,Killip 1938,
1,Passifloraceae,Passiflora,parviflora,,,Peru,petioles,,Killip 1938,
1,Passifloraceae,Passiflora,pavonia,,,,,,Schnell Cusset and Quenum 1963,"syn P.pavonis, nectaries absent - Killip 1938"
1,Passifloraceae,Passiflora,pectinata,,,"Bermuda, Bahamas, Hispanola","stipules, leaves",,Killip 1938,
1,Passifloraceae,Passiflora,pedata,,,West Indies,petioles,,Killip 1938,
1,Passifloraceae,Passiflora,pediculata,,,central Costa Rica,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,peduncularis,,,Peru and Chile,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,penduliflora,,,Cuba and Jamaica,,,Schnell Cusset and Quenum 1963; Cusset 1965,
1,Passifloraceae,Passiflora,pennellii,,,Colombia,"petiole, leaf sinuses",,Killip 1938,
1,Passifloraceae,Passiflora,pentagona,,vine,Brazil,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,perfoliata,,,Jamaica,leaf,,Killip 1938,
1,Passifloraceae,Passiflora,picturata,,,Brazil,"petiole, leaf",,Killip 1938,
1,Passifloraceae,Passiflora,pilosa,,,central Mexico,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,pilosissima,,,Colombia,leaf,,Killip 1938,
1,Passifloraceae,Passiflora,pinnatistipula,,,Peru and Chile,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,pittieri,,tree/shrub,Costa Rica,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,platyloba,,,Guatemala to Costa Rica,"petioles, leaves",,Killip 1938,
1,Passifloraceae,Passiflora,podadenia,,,Mexico,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,pohlii,,,Bolivia to Brazil,"leaf, not petiole",,Killip 1938,
1,Passifloraceae,Passiflora,porphyretica,,,,,,Schnell Cusset and Quenum 1963,nectaries absent - Killip 1938
1,Passifloraceae,Passiflora,praeacuta,,,Colombia and Ecuador,"stipules, petioles,",,Killip 1938,
1,Passifloraceae,Passiflora,prolata,,,Guatemala,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,psilantha,,,Ecuador,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,pubera,,shrub or tree,Colombia,underside of midvein,,Killip 1938,
1,Passifloraceae,Passiflora,pulchella,,,Mexico to Venezuela,leaf,,Killip 1938; Schnell Cusset and Quenum 1963,
1,Passifloraceae,Passiflora,purdiei,,vine,Costa Rica,"petiole, bracts",,Killip 1938,
1,Passifloraceae,Passiflora,putumayensis,,shrub/tree,Colombia,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,pyrrhantha,,scandent shrub,Peru,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,quadrangularis,,,western Central America,petioles,,Zimmermann 1932; Killip 1938; Smiley 1986,Smiley 1986
1,Passifloraceae,Passiflora,quadriglandulosa,,,"West Indies, n South America","petiole, bracts",,Killip 1938,
1,Passifloraceae,Passiflora,quelchii,,shrub/tree,British Guiana,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,quercetorum,,vine,Costa Rica,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,quindiensis,,,Colombia,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,racemosa,,,Brazil,petiole,,Zimmermann 1932; Killip 1938,
,Passifloraceae,Passiflora,raddiana,,,,,,,syn P. kermesina
1,Passifloraceae,Passiflora,raimondii,,,,petiole,,Killip 1960,
1,Passifloraceae,Passiflora,recurva,,,Brazil,"petioles, leaves (between lobes)",,Killip 1938,
1,Passifloraceae,Passiflora,reflexiflora,,,Ecuador,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,resticulata,,,Colombia and Ecuador,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,retipetala,,,British Guiana and North Brazil,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,rhamnifolia,,scandent shrub,Brazil,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,rigidfolia,,,,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,riparia,,,Amazonia,"petiole, bracts",,Killip 1938,
1,Passifloraceae,Passiflora,rojasii,,,"Bolivia, Brazil, Paraguay",petiole,,Killip 1938,
1,Passifloraceae,Passiflora,roseorum,,,Ecuador,"petiole, glands reduced",,Killip 1938,
1,Passifloraceae,Passiflora,rotundifolia,,,Lesser Antilles,"leaf, not petiole",,Killip 1938,
1,Passifloraceae,Passiflora,rubra,,,,,,Schnell Cusset and Quenum 1963,nectaries absent - Killip 1938
1,Passifloraceae,Passiflora,rufostipulata,,,French Guiana,"peduncle,petiole",,Feuillet 1986,
1,Passifloraceae,Passiflora,rugosa,,,Colombia,"petiole, bracts",,Killip 1938,
1,Passifloraceae,Passiflora,schlimiana,,,Colombia,"petiole, bracts",,Killip 1938,
1,Passifloraceae,Passiflora,schultzei,,,Colombia,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,sclerophylla,,shrub,Venezuela/British Guiana,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,seemanni,,,Panama to Colombia,petioles,,Killip 1938,
1,Passifloraceae,Passiflora,selenophylla,,,,,,Cusset 1965,Fig. in Cusset 1965
1,Passifloraceae,Passiflora,semiciliosa,,,Colombia,"petiole, leaf",,Killip 1938,
1,Passifloraceae,Passiflora,serratifolia,,,Mexico to Costa Rica,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,serrato-digitata,,,West Indies,petiole,,Killip 1938,
1,Passifloraceae,Passiflora,serrulata,,,Colombia,"petioles, leaves",,Killip 1938; Goitia and Jaffe 2009,
1,Passifloraceae,Passiflora,setacea,,,Brazil,petioles,,Killip 1938,
1,Passifloraceae,Passiflora,setulosa,,,Brazil,petioles,,Killip 1938,
1,Passifloraceae,Passiflora,sexflora,,,Dominican Republic,,,Killip 1938; Schnell Cusset and Quenum 1963,petiole glandless - Killip 1938
1,Passifloraceae,Passiflora,shaferi,,,Cuba,leaf,,Killip 1938,
1,Passifloraceae,Passiflora,siamica,,,,,,Schnell Cusset and Quenum 1963,
1,Passifloraceae,Passiflora,sicyoides,,vine,Mexico,petiole,,Killip 1938,
