Species,introduced,native,num_introduced,total_area_introduced,total_area_native,lat_native,tribe,genus,subfamily,tribe_ncbi,fixer,abs_lat_native,woody,annual,uses_num_uses
Heterostemon_ellipticus,0,1,0,0,3.61E+12,3.16498611,Detarieae,Heterostemon,Detarioideae,Amherstieae,0,3.16498611,1,0,0
Heterostemon_mimosoides,0,1,0,0,5.20E+12,0.52235174,Detarieae,Heterostemon,Detarioideae,Amherstieae,0,0.52235174,1,0,0
Hippocrepis_areolata,0,1,0,0,5.45E+12,29.74240825,Loteae,Hippocrepis,Papilionoideae,Loteae,1,29.74240825,0,1,0
Hippocrepis_comosa,1,1,1,7.94E+12,3.54E+12,45.59844177,Loteae,Hippocrepis,Papilionoideae,Loteae,1,45.59844177,0,0,0
Hippocrepis_emerus,1,1,5,7.17E+11,6.20E+12,40.7916224,Loteae,Hippocrepis,Papilionoideae,Loteae,1,40.7916224,1,0,0
Hippocrepis_minor,0,1,0,0,2.88E+12,29.03705996,Loteae,Hippocrepis,Papilionoideae,Loteae,1,29.03705996,0,1,0
Hippocrepis_multisiliquosa,0,1,0,0,6.88E+12,38.03332346,Loteae,Hippocrepis,Papilionoideae,Loteae,1,38.03332346,0,1,0
Hippocrepis_unisiliquosa,0,1,0,0,4.44E+12,34.8661874,Loteae,Hippocrepis,Papilionoideae,Loteae,1,34.8661874,0,1,0
Hoffmannseggia_glauca,0,1,0,0,9.16E+12,3.5130894,Caesalpinieae,Hoffmannseggia,Caesalpinioideae,Caesalpinieae,0,3.5130894,0,0,0
Hoffmannseggia_microphylla,0,1,0,0,2.66E+12,29.99185147,Caesalpinieae,Hoffmannseggia,Caesalpinioideae,Caesalpinieae,0,29.99185147,1,0,0
Hoita_macrostachya,0,1,0,0,4.74E+11,28.18553821,Psoraleeae,Hoita,Papilionoideae,Psoraleeae,1,28.18553821,1,0,0
Hoita_orbicularis,0,1,0,0,4.08E+11,37.23999046,Psoraleeae,Hoita,Papilionoideae,Psoraleeae,1,37.23999046,0,0,0
Hovea_acutifolia,0,1,0,0,2.53E+12,-25.79163463,Brongniartieae,Hovea,Papilionoideae,Brongniartieae,1,25.79163463,1,0,1
Hovea_elliptica,1,1,1,1.15E+11,2.53E+12,-25.46607155,Brongniartieae,Hovea,Papilionoideae,Brongniartieae,1,25.46607155,1,0,1
Hovea_linearis,0,1,0,0,8.02E+11,-32.17021086,Brongniartieae,Hovea,Papilionoideae,Brongniartieae,1,32.17021086,1,0,1
Hovea_longifolia,0,1,0,0,8.02E+11,-32.17021086,Brongniartieae,Hovea,Papilionoideae,Brongniartieae,1,32.17021086,1,0,1
Hovea_pungens,0,1,0,0,2.53E+12,-25.46607155,Brongniartieae,Hovea,Papilionoideae,Brongniartieae,1,25.46607155,1,0,0
Hovea_trisperma,0,1,0,0,2.53E+12,-25.46607155,Brongniartieae,Hovea,Papilionoideae,Brongniartieae,1,25.46607155,1,0,0
Humboldtia_laurifolia,1,1,1,2.12E+12,3.66E+11,3.73553526,Detarieae,Humboldtia,Detarioideae,Amherstieae,1,3.73553526,1,0,3
Humularia_welwitschii,0,1,0,0,4.32E+12,-7.48769106,Aeschynomeneae,Humularia,Papilionoideae,Dalbergieae,1,7.48769106,1,0,0
Hydrochorea_corymbosa,0,1,0,0,8.47E+12,-10.77227947,Ingeae,Hydrochorea,Caesalpinioideae,Ingeae,1,10.77227947,1,0,0
Hydrochorea_gonggrijpii,0,1,0,0,1.27E+12,6.39157924,Ingeae,Hydrochorea,Caesalpinioideae,Ingeae,1,6.39157924,1,0,0
Hydrochorea_marginata,0,1,0,0,8.47E+12,-10.77227947,Ingeae,Hydrochorea,Caesalpinioideae,Ingeae,1,10.77227947,1,0,0
Hylodendron_gabunense,0,1,0,0,3.96E+12,2.00044477,Detarieae,Hylodendron,Detarioideae,Detarieae,0,2.00044477,1,0,1
Hylodesmum_podocarpum,0,1,0,0,1.26E+13,25.9042723,Desmodieae,Hylodesmum,Papilionoideae,Desmodieae,1,25.9042723,1,0,0
Hylodesmum_repandum,0,1,0,0,2.61E+13,4.36625104,Desmodieae,Hylodesmum,Papilionoideae,Desmodieae,1,4.36625104,1,0,3
Hymenaea_aurea,0,0,0,0,0,NA,Detarieae,Hymenaea,Detarioideae,Detarieae,0,NA,1,0,0
Hymenaea_courbaril,1,1,11,4.44E+12,4.84E+12,9.2242963,Detarieae,Hymenaea,Detarioideae,Detarieae,0,9.2242963,1,0,3
Hymenaea_eriogyne,0,0,0,0,0,NA,Detarieae,Hymenaea,Detarioideae,Detarieae,0,NA,1,0,0
Hymenaea_intermedia,0,0,0,0,0,NA,Detarieae,Hymenaea,Detarioideae,Detarieae,0,NA,1,0,0
Hymenaea_martiana,0,0,0,0,0,NA,Detarieae,Hymenaea,Detarioideae,Detarieae,1,NA,1,0,0
Hymenaea_parvifolia,0,1,0,0,1.29E+13,-3.68445967,Detarieae,Hymenaea,Detarioideae,Detarieae,0,3.68445967,1,0,0
Hymenaea_reticulata,0,0,0,0,0,NA,Detarieae,Hymenaea,Detarioideae,Detarieae,0,NA,1,0,0
Hymenaea_rubriflora,0,0,0,0,0,NA,Detarieae,Hymenaea,Detarioideae,Detarieae,0,NA,1,0,0
Hymenaea_stigonocarpa,0,0,0,0,0,NA,Detarieae,Hymenaea,Detarioideae,Detarieae,1,NA,1,0,0
Hymenaea_verrucosa,1,1,12,5.59E+12,5.10E+12,-4.76288788,Detarieae,Hymenaea,Detarioideae,Detarieae,0,4.76288788,1,0,5
Hymenocarpos_circinnatus,0,1,0,0,1.21E+13,38.36475237,Loteae,Hymenocarpos,Papilionoideae,Loteae,1,38.36475237,0,1,1
Hymenolobium_alagoanum,0,0,0,0,0,NA,Dalbergieae,Hymenolobium,Papilionoideae,Dalbergieae,1,NA,1,0,0
Hymenolobium_excelsum,0,0,0,0,0,NA,Dalbergieae,Hymenolobium,Papilionoideae,Dalbergieae,1,NA,1,0,0
Hymenolobium_flavum,0,0,0,0,0,NA,Dalbergieae,Hymenolobium,Papilionoideae,Dalbergieae,1,NA,1,0,0
Hymenolobium_heterocarpum,0,0,0,0,0,NA,Dalbergieae,Hymenolobium,Papilionoideae,Dalbergieae,1,NA,1,0,0
Hymenolobium_janeirense,0,0,0,0,0,NA,Dalbergieae,Hymenolobium,Papilionoideae,Dalbergieae,1,NA,1,0,0
Hymenolobium_modestum,0,0,0,0,0,NA,Dalbergieae,Hymenolobium,Papilionoideae,Dalbergieae,1,NA,1,0,0
Hymenolobium_nitidum,0,0,0,0,0,NA,Dalbergieae,Hymenolobium,Papilionoideae,Dalbergieae,1,NA,1,0,0
Hymenolobium_petraeum,0,0,0,0,0,NA,Dalbergieae,Hymenolobium,Papilionoideae,Dalbergieae,1,NA,1,0,0
Hymenolobium_sericeum,0,0,0,0,0,NA,Dalbergieae,Hymenolobium,Papilionoideae,Dalbergieae,1,NA,1,0,0
Hymenostegia_afzelii,0,1,0,0,2.40E+12,8.44381177,Detarieae,Hymenostegia,Detarioideae,Amherstieae,0,8.44381177,1,0,3
Hypocalyptus_coluteoides,0,1,0,0,2.67E+12,-25.48651667,Liparieae,Hypocalyptus,Papilionoideae,Hypocalypteae,1,25.48651667,1,0,0
Hypocalyptus_oxalidifolius,0,1,0,0,2.67E+12,-25.48651667,Liparieae,Hypocalyptus,Papilionoideae,Hypocalypteae,1,25.48651667,1,0,0
Hypocalyptus_sophoroides,0,1,0,0,2.67E+12,-25.48651667,Liparieae,Hypocalyptus,Papilionoideae,Hypocalypteae,1,25.48651667,1,0,0
Indigastrum_argyroides,0,1,0,0,3.48E+12,-23.86102812,Indigofereae,Indigastrum,Papilionoideae,Indigofereae,1,23.86102812,0,1,0
Indigastrum_burkeanum,0,1,0,0,4.05E+12,-23.84985133,Indigofereae,Indigastrum,Papilionoideae,Indigofereae,1,23.84985133,0,0,0
Indigastrum_costatum,0,1,0,0,1.66E+13,-3.4135079,Indigofereae,Indigastrum,Papilionoideae,Indigofereae,1,3.4135079,0,1,0
Indigastrum_parviflorum,0,1,0,0,2.92E+13,4.74746467,Indigofereae,Indigastrum,Papilionoideae,Indigofereae,1,4.74746467,0,1,0
Indigofera_adenocarpa,0,1,0,0,3.48E+12,-23.86102812,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,23.86102812,0.607594937,0.215277778,0
Indigofera_adenoides,0,1,0,0,3.06E+12,-22.24326179,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,22.24326179,0,0,0
Indigofera_alopecuroides,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0,0
Indigofera_alpina,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,0,0.215277778,0
Indigofera_alternans,0,1,0,0,5.29E+12,-21.57866224,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,21.57866224,0,0,0
Indigofera_amblyantha,0,1,0,0,3.11E+12,31.57158381,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,31.57158381,1,0,0
Indigofera_angustata,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0,0
Indigofera_angustifolia,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0,0
Indigofera_antunesiana,0,1,0,0,6.56E+12,-9.33357325,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,9.33357325,0,0,0
Indigofera_arenophila,0,1,0,0,1.95E+12,-18.80828857,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,18.80828857,0,1,0
Indigofera_argentea,0,1,0,0,2.09E+13,20.8560083,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,20.8560083,1,0,1
Indigofera_arrecta,1,1,10,3.88E+12,2.55E+13,2.82239508,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,2.82239508,1,0,5
Indigofera_asperifolia,0,1,0,0,8.87E+12,-17.00420375,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,17.00420375,0,0,0
Indigofera_astragalina,1,1,1,355625704.1,2.89E+13,14.71175566,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,14.71175566,0,1,1
Indigofera_atropurpurea,1,1,1,2055545262,9.58E+12,22.96971408,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,22.96971408,1,0,0
Indigofera_auricoma,0,1,0,0,4.72E+12,-20.92116034,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,20.92116034,0,1,0
Indigofera_australis,1,1,2,2.67E+12,7.76E+12,-33.83765746,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,33.83765746,1,0,1
Indigofera_bainesii,0,1,0,0,4.44E+12,-23.50241383,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,23.50241383,1,0,0
Indigofera_brachynema,0,1,0,0,5.79E+12,-2.9106244,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,2.9106244,0,1,0
Indigofera_brachystachya,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0,0
Indigofera_brevidens,0,1,0,0,7.39E+12,-25.1628483,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.1628483,0.607594937,0.215277778,0
Indigofera_bungeana,0,1,0,0,4.39E+12,37.69467155,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,37.69467155,1,0,0
Indigofera_burchellii,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0.215277778,0
Indigofera_candicans,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0,0
Indigofera_capillaris,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,0,0,0
Indigofera_caroliniana,0,1,0,0,7.51E+11,32.22187213,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,32.22187213,1,0,0
Indigofera_cassioides,1,1,2,6.48E+11,8.95E+12,22.45221972,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,22.45221972,1,0,3
Indigofera_cecilii,0,1,0,0,3.86E+12,-21.72947512,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,21.72947512,0,0.215277778,0
Indigofera_chuniana,0,1,0,0,34026085256,19.20103622,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,19.20103622,0.607594937,0.215277778,0
Indigofera_circinella,0,1,0,0,4.53E+12,-10.96432607,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,10.96432607,0,0,0
Indigofera_circinnata,0,1,0,0,3.64E+12,-23.20152251,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,23.20152251,1,0,0
Indigofera_comosa,0,1,0,0,3.25E+12,-23.83428126,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,23.83428126,0,0,0
Indigofera_confusa,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0,0
Indigofera_cordifolia,0,1,0,0,2.54E+13,9.06013282,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,9.06013282,0,1,3
Indigofera_cryptantha,0,1,0,0,5.04E+12,-22.12611834,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,22.12611834,1,0,0
Indigofera_cuneata,0,1,0,0,1.52E+12,-2.87020846,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,2.87020846,0,1,0
Indigofera_cuneifolia,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0,0
Indigofera_cylindracea,0,1,0,0,1.29E+12,26.0868648,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,26.0868648,1,0,0
Indigofera_cylindrica,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0,0
Indigofera_cytisoides,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0,0
Indigofera_daleoides,0,1,0,0,6.44E+12,-21.23507238,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,21.23507238,0,1,0
Indigofera_decora,1,1,2,2.74E+12,2.11E+12,29.92440523,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,29.92440523,1,0,1
Indigofera_delagoaensis,0,1,0,0,3.85E+12,-21.6631579,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,21.6631579,0,0,0
Indigofera_demissa,0,1,0,0,7.87E+12,-10.136009,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,10.136009,0,0,0
Indigofera_denudata,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0,0
Indigofera_digitata,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0.215277778,0
Indigofera_dimidiata,0,1,0,0,4.00E+12,-24.16427072,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,24.16427072,0,0.215277778,0
Indigofera_dosua,0,1,0,0,1.46E+13,22.98973343,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,22.98973343,1,0,3
Indigofera_dregeana,0,1,0,0,2.72E+12,-27.20987925,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,27.20987925,1,0.215277778,0
Indigofera_dyeri,0,1,0,0,6.24E+12,-12.65021228,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,12.65021228,0,1,0
Indigofera_egens,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,0,0,0
Indigofera_emarginella,0,1,0,0,1.31E+13,3.15826185,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,3.15826185,1,0,1
Indigofera_eriocarpa,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0,0
Indigofera_erythrogramma,0,1,0,0,6.56E+12,-9.33357325,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,9.33357325,0,1,0
Indigofera_evansiana,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,0,0,0
Indigofera_eylesiana,0,1,0,0,1.14E+12,-15.38103758,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,15.38103758,0.607594937,0.215277778,0
Indigofera_fanshawei,0,1,0,0,2.38E+12,-13.80514472,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,13.80514472,0,1,0
Indigofera_filicaulis,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0.215277778,0
Indigofera_filifolia,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0,0
Indigofera_filiformis,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0,0
Indigofera_filipes,0,1,0,0,6.47E+12,-24.01705002,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,24.01705002,0,1,0
Indigofera_flabellata,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0,0
Indigofera_flavicans,0,1,0,0,7.22E+12,-21.25895929,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,21.25895929,0,0,0
Indigofera_foliosa,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0,0
Indigofera_fortunei,0,1,0,0,5.26E+11,31.25081542,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,31.25081542,0.607594937,0.215277778,0
Indigofera_frutescens,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0,0
Indigofera_fulvopilosa,0,1,0,0,1.26E+13,7.41686861,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,7.41686861,0,1,0
Indigofera_gairdnerae,0,1,0,0,3.47E+12,-15.81197995,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,15.81197995,0,1,0
Indigofera_galegoides,1,1,1,4.65E+11,7.84E+12,7.65874581,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,7.65874581,1,0,4
Indigofera_garckeana,0,1,0,0,1.12E+13,8.13673517,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,8.13673517,1,0,0
Indigofera_glandulosa,0,1,0,0,1.54E+13,8.44872394,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,8.44872394,1,0,5
Indigofera_glaucescens,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0.215277778,0
Indigofera_glomerata,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0,0
Indigofera_griseoides,0,1,0,0,3.05E+12,-10.80106917,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,10.80106917,1,1,0
Indigofera_hamiltonii,0,1,0,0,1.09E+12,27.91812458,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,27.91812458,1,0,0
Indigofera_hebepetala,0,1,0,0,2.74E+12,28.43352217,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,28.43352217,1,0,0
Indigofera_hedyantha,0,1,0,0,3.50E+12,-24.17941176,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,24.17941176,1,0,0
Indigofera_hendecaphylla,1,1,5,1.63E+13,3.05E+13,1.67206813,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,1.67206813,1,0,4
Indigofera_heterophylla,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0,0
Indigofera_heterotricha,0,1,0,0,5.68E+12,-21.6648646,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,21.6648646,0,0,0
Indigofera_hewittii,0,1,0,0,1.26E+12,-14.29807668,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,14.29807668,0.607594937,0.215277778,0
Indigofera_hilaris,0,1,0,0,8.03E+12,-21.25317218,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,21.25317218,1,0,0
Indigofera_himalayensis,0,1,0,0,1.98E+12,30.04354667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,30.04354667,1,0,0
Indigofera_hirsuta,1,1,8,2.15E+12,3.94E+13,6.00354518,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,6.00354518,1,0,5
Indigofera_hispida,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0,0
Indigofera_holubii,0,1,0,0,4.44E+12,-23.50241383,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,23.50241383,0,1,0
Indigofera_humifusa,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0.215277778,0
Indigofera_incana,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0,0
Indigofera_ingrata,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,0,0,0
Indigofera_inhambanensis,0,1,0,0,5.23E+12,-22.8592017,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,22.8592017,0,0,0
Indigofera_kirilowii,1,1,2,8.17E+12,1.37E+12,38.56462883,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,38.56462883,1,0,2
Indigofera_langebergensis,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0,0
Indigofera_lespedezioides,0,1,0,0,4.60E+11,14.35088647,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,14.35088647,1,0,0
Indigofera_linifolia,1,1,1,2645044536,2.43E+13,11.63265646,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,11.63265646,0,0,5
Indigofera_litoralis,0,1,0,0,34026085256,19.20103622,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,19.20103622,0.607594937,0.215277778,0
Indigofera_livingstoniana,0,1,0,0,1.14E+12,-15.38103758,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,15.38103758,1,0,0
Indigofera_longibarbata,0,1,0,0,8.92E+12,-20.75526965,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,20.75526965,0,0,0
Indigofera_lupatana,0,1,0,0,7.37E+12,-10.86319881,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,10.86319881,1,0,0
Indigofera_lyallii,0,1,0,0,4.56E+12,-20.76177807,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,20.76177807,1,0,1
Indigofera_maritima,0,1,0,0,4.72E+12,-20.92116034,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,20.92116034,0,0,0
Indigofera_mauritanica,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0,0
Indigofera_melanadenia,0,1,0,0,3.64E+12,-23.20152251,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,23.20152251,1,0,0
Indigofera_meyeriana,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0,0
Indigofera_microcarpa,0,1,0,0,8.87E+11,-3.55225494,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,3.55225494,0,0,0
Indigofera_mimosoides,0,1,0,0,1.26E+13,-7.73323707,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,7.73323707,0,1,0
Indigofera_miniata,0,1,0,0,3.41E+12,23.429738,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,23.429738,1,0,0
Indigofera_mollicoma,0,1,0,0,2.69E+12,-26.02431623,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,26.02431623,0,0,0
Indigofera_monantha,0,1,0,0,4.56E+12,-7.05696225,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,7.05696225,0,1,0
Indigofera_nigromontana,0,1,0,0,2.70E+12,-27.53376098,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,27.53376098,1,0,0
Indigofera_nummulariifolia,0,1,0,0,2.34E+13,13.15762855,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,13.15762855,1,0,1
Indigofera_oblongifolia,0,1,0,0,2.53E+13,13.97712348,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,13.97712348,1,0,2
Indigofera_ormocarpoides,0,1,0,0,4.39E+12,-18.20098899,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,18.20098899,1,0,0
Indigofera_ovata,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0,0
Indigofera_oxalidea,0,1,0,0,7.86E+12,-13.70999701,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,13.70999701,0,0,0
Indigofera_oxytropis,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,0,0,0
Indigofera_podophylla,0,1,0,0,3.46E+12,-21.3733595,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,21.3733595,1,0,0
Indigofera_poliotes,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0.215277778,0
Indigofera_pongolana,0,1,0,0,3.25E+12,-23.83428126,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,23.83428126,0,0,0
Indigofera_porrecta,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0.215277778,0
Indigofera_pratensis,0,1,0,0,3.08E+12,-21.20529859,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,21.20529859,0.607594937,0.215277778,0
Indigofera_praticola,0,1,0,0,4.96E+12,-17.68876937,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,17.68876937,0,1,0
Indigofera_procumbens,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,0,0,0
Indigofera_prostrata,0,1,0,0,2.16E+12,22.37209866,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,22.37209866,0,1,1
Indigofera_pseudotinctoria,0,1,0,0,2.71E+12,32.75775076,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,32.75775076,1,0,3
Indigofera_psoraloides,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0,0
Indigofera_pulchra,0,1,0,0,1.68E+13,7.25518741,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,7.25518741,1,1,1
Indigofera_rautanenii,0,1,0,0,2.05E+12,-16.35580401,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,16.35580401,1,0,0
Indigofera_reducta,0,1,0,0,2.67E+12,-25.48651667,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,25.48651667,1,0,0
Indigofera_reticulata,0,1,0,0,1.55E+12,21.53114097,Indigofereae,Indigofera,Papilionoideae,Indigofereae,1,21.53114097,1,0,0
