valid_species_name,Phy_all_underscore,total.area.native,LogArea.native,Phy
Phrynoponera.pulchella,Phrynoponera_pulchella,1519785.687,6.18178235,Phrynoponera_pulchella
Phrynoponera.sveni,Phrynoponera_sveni,5360419.563,6.729198783,Phrynoponera_sveni
Phrynoponera.transversa,Phrynoponera_transversa,1223254.068,6.087516669,Phrynoponera_transversa
Pilotrochus.besmerus,Pilotrochus_besmerus,593087.2472,5.773118586,Pilotrochus_besmerus
Plagiolepis.abyssinica,Plagiolepis_abyssinica,3204864.091,6.505809617,Plagiolepis_abyssinica
Plagiolepis.adynata,Plagiolepis_adynata,326033.7914,5.513262614,Plagiolepis_adynata
Plagiolepis.alluaudi,Plagiolepis_alluaudi,1519785.687,6.18178235,Plagiolepis_alluaudi
Plagiolepis.ampeloni,Plagiolepis_ampeloni,1287260.12,6.109666315,Plagiolepis_ampeloni
Plagiolepis.arnoldii,Plagiolepis_arnoldii,554577.7465,5.743962439,Plagiolepis_arnoldii
Plagiolepis.balestrierii,Plagiolepis_balestrierii,1235333.414,6.091784189,Plagiolepis_balestrierii
Plagiolepis.bicolor,Plagiolepis_bicolor,1569978.026,6.195893574,Plagiolepis_bicolor
Plagiolepis.boltoni,Plagiolepis_boltoni,2264680.657,6.355006971,Plagiolepis_boltoni
Plagiolepis.breviscapa,Plagiolepis_breviscapa,420327.4105,5.623587712,Plagiolepis_breviscapa
Plagiolepis.brunni,Plagiolepis_brunni,5525223.363,6.74234984,Plagiolepis_brunni
Plagiolepis.capensis,Plagiolepis_capensis,2045009.724,6.310695378,Plagiolepis_capensis
Plagiolepis.cardiocarenis,Plagiolepis_cardiocarenis,2265683.802,6.3551993,Plagiolepis_cardiocarenis
Plagiolepis.chirindensis,Plagiolepis_chirindensis,1175674.855,6.07028723,Plagiolepis_chirindensis
Plagiolepis.clarki,Plagiolepis_clarki,1041156.629,6.017516068,Plagiolepis_clarki
Plagiolepis.decora,Plagiolepis_decora,1802155.917,6.255792362,Plagiolepis_decora
Plagiolepis.delaugerrei,Plagiolepis_delaugerrei,8683.243917,3.938682001,Plagiolepis_delaugerrei
Plagiolepis.demangei,Plagiolepis_demangei,1122573.989,6.050214975,Plagiolepis_demangei
Plagiolepis.deweti,Plagiolepis_deweti,2158281.149,6.334108018,Plagiolepis_deweti
Plagiolepis.dichroa,Plagiolepis_dichroa,661866.3301,5.820770289,Plagiolepis_dichroa
Plagiolepis.dlusskyi,Plagiolepis_dlusskyi,29905.92863,4.475757292,Plagiolepis_dlusskyi
Plagiolepis.exigua,Plagiolepis_exigua,4630742.193,6.665650603,Plagiolepis_exigua
Plagiolepis.flavescens,Plagiolepis_flavescens,310976.4835,5.492727548,Plagiolepis_flavescens
Plagiolepis.funicularis,Plagiolepis_funicularis,1220325.69,6.086475754,Plagiolepis_funicularis
Plagiolepis.fuscula,Plagiolepis_fuscula,3254016.322,6.512419727,Plagiolepis_fuscula
Plagiolepis.grassei,Plagiolepis_grassei,1058904.427,6.024856764,Plagiolepis_grassei
Plagiolepis.hoggarensis,Plagiolepis_hoggarensis,2317506.149,6.365020895,Plagiolepis_hoggarensis
Plagiolepis.intermedia,Plagiolepis_intermedia,1829167.893,6.26225357,Plagiolepis_intermedia
Plagiolepis.jerdonii,Plagiolepis_jerdonii,4835742.024,6.684463124,Plagiolepis_jerdonii
Plagiolepis.jouberti,Plagiolepis_jouberti,2626839.952,6.419433613,Plagiolepis_jouberti
Plagiolepis.juddi,Plagiolepis_juddi,420327.4105,5.623587712,Plagiolepis_juddi
Plagiolepis.karawajewi,Plagiolepis_karawajewi,772473.5026,5.887883591,Plagiolepis_karawajewi
Plagiolepis.livingstonei,Plagiolepis_livingstonei,751961.3246,5.876195504,Plagiolepis_livingstonei
Plagiolepis.longwang,Plagiolepis_longwang,36261.8317,4.559449738,Plagiolepis_longwang
Plagiolepis.lucidula,Plagiolepis_lucidula,2769764.457,6.442442838,Plagiolepis_lucidula
Plagiolepis.madecassa,Plagiolepis_madecassa,600195.1187,5.778292459,Plagiolepis_madecassa
Plagiolepis.manczshurica,Plagiolepis_manczshurica,11972094.08,7.078170121,Plagiolepis_manczshurica
Plagiolepis.mediorufa,Plagiolepis_mediorufa,2658340.804,6.424610657,Plagiolepis_mediorufa
Plagiolepis.moelleri,Plagiolepis_moelleri,7225.610307,3.858874535,Plagiolepis_moelleri
Plagiolepis.montivaga,Plagiolepis_montivaga,1250640.791,6.097132589,Plagiolepis_montivaga
Plagiolepis.nitida,Plagiolepis_nitida,181915.9999,5.259870898,Plagiolepis_nitida
Plagiolepis.nynganensis,Plagiolepis_nynganensis,804893.7533,5.905738557,Plagiolepis_nynganensis
Plagiolepis.pallescens,Plagiolepis_pallescens,30447180.26,7.483547078,Plagiolepis_pallescens
Plagiolepis.perperamus,Plagiolepis_perperamus,2591528.906,6.413556057,Plagiolepis_perperamus
Plagiolepis.pictipes,Plagiolepis_pictipes,581830.2278,5.76479628,Plagiolepis_pictipes
Plagiolepis.pissina,Plagiolepis_pissina,66298.46513,4.821503474,Plagiolepis_pissina
Plagiolepis.pontii,Plagiolepis_pontii,4193364.542,6.622562619,Plagiolepis_pontii
Plagiolepis.puncta,Plagiolepis_puncta,3581437.27,6.554057349,Plagiolepis_puncta
Plagiolepis.pygmaea,Plagiolepis_pygmaea,24725178.81,7.393139441,Plagiolepis_pygmaea
Plagiolepis.regis,Plagiolepis_regis,1025561.139,6.010961556,Plagiolepis_regis
Plagiolepis.rogeri,Plagiolepis_rogeri,946990.1588,5.976345466,Plagiolepis_rogeri
Plagiolepis.schmitzii,Plagiolepis_schmitzii,9785334.943,6.990575696,Plagiolepis_schmitzii
Plagiolepis.simoni,Plagiolepis_simoni,1798852.792,6.254995625,Plagiolepis_simoni
Plagiolepis.squamulosa,Plagiolepis_squamulosa,2528633.316,6.402885856,Plagiolepis_squamulosa
Plagiolepis.sudanica,Plagiolepis_sudanica,2486725.445,6.395627838,Plagiolepis_sudanica
Plagiolepis.vanderkelleni,Plagiolepis_vanderkelleni,2072315.245,6.316455822,Plagiolepis_vanderkelleni
Plagiolepis.vladileni,Plagiolepis_vladileni,1678929.872,6.225032556,Plagiolepis_vladileni
Plagiolepis.wilsoni,Plagiolepis_wilsoni,984192.7572,5.993080165,Plagiolepis_wilsoni
Plagiolepis.xene,Plagiolepis_xene,3822858.89,6.582388268,Plagiolepis_xene
Platythyrea.angusta,Platythyrea_angusta,7743470.232,6.888935633,Platythyrea_angusta
Platythyrea.arnoldi,Platythyrea_arnoldi,7819279.818,6.893166755,Platythyrea_arnoldi
Platythyrea.arthuri,Platythyrea_arthuri,595132.4374,5.774613622,Platythyrea_arthuri
Platythyrea.bicuspis,Platythyrea_bicuspis,593087.2472,5.773118586,Platythyrea_bicuspis
Platythyrea.bidentata,Platythyrea_bidentata,296864.0057,5.472557543,Platythyrea_bidentata
Platythyrea.brunnipes,Platythyrea_brunnipes,2025349.386,6.306499953,Platythyrea_brunnipes
Platythyrea.clypeata,Platythyrea_clypeata,1518894.226,6.181527531,Platythyrea_clypeata
Platythyrea.conradti,Platythyrea_conradti,7277349.433,6.861973229,Platythyrea_conradti
Platythyrea.cooperi,Platythyrea_cooperi,1220325.69,6.086475754,Platythyrea_cooperi
Platythyrea.cribrinodis,Platythyrea_cribrinodis,13049368.93,7.115589509,Platythyrea_cribrinodis
Platythyrea.crucheti,Platythyrea_crucheti,1247631.21,6.09608623,Platythyrea_crucheti
Platythyrea.dentinodis,Platythyrea_dentinodis,1041156.629,6.017516068,Platythyrea_dentinodis
Platythyrea.exigua,Platythyrea_exigua,2100854.758,6.322396029,Platythyrea_exigua
Platythyrea.frontalis,Platythyrea_frontalis,3938436.316,6.595323827,Platythyrea_frontalis
Platythyrea.gracillima,Platythyrea_gracillima,4216362.256,6.624937917,Platythyrea_gracillima
Platythyrea.inermis,Platythyrea_inermis,296864.0057,5.472557543,Platythyrea_inermis
Platythyrea.janyai,Platythyrea_janyai,645642.3296,5.809991996,Platythyrea_janyai
Platythyrea.lamellosa,Platythyrea_lamellosa,7885704.798,6.896840515,Platythyrea_lamellosa
Platythyrea.lenca,Platythyrea_lenca,112445.2146,5.050940978,Platythyrea_lenca
Platythyrea.matopoensis,Platythyrea_matopoensis,1609941.122,6.206809994,Platythyrea_matopoensis
Platythyrea.micans,Platythyrea_micans,1041156.629,6.017516068,Platythyrea_micans
Platythyrea.mocquerysi,Platythyrea_mocquerysi,593087.2472,5.773118586,Platythyrea_mocquerysi
Platythyrea.modesta,Platythyrea_modesta,16293518.25,7.212014872,Platythyrea_modesta
Platythyrea.nicobarensis,Platythyrea_nicobarensis,745181.681,5.87226217,Platythyrea_nicobarensis
Platythyrea.occidentalis,Platythyrea_occidentalis,1621881.333,6.210019075,Platythyrea_occidentalis
Platythyrea.parallela,Platythyrea_parallela,12305236.2,7.090089955,Platythyrea_parallela
Platythyrea.pilosula,Platythyrea_pilosula,7195164.452,6.857040725,Platythyrea_pilosula
Platythyrea.prizo,Platythyrea_prizo,520140.7904,5.716120913,Platythyrea_prizo
Platythyrea.punctata,Platythyrea_punctata,4669814.732,6.669299651,Platythyrea_punctata
Platythyrea.quadridenta,Platythyrea_quadridenta,2613921.036,6.417292464,Platythyrea_quadridenta
Platythyrea.sagei,Platythyrea_sagei,1165586.584,6.06654454,Platythyrea_sagei
Platythyrea.schultzei,Platythyrea_schultzei,9645438.13,6.98432196,Platythyrea_schultzei
Platythyrea.sinuata,Platythyrea_sinuata,9243189.644,6.965821864,Platythyrea_sinuata
Platythyrea.strenua,Platythyrea_strenua,988050.3034,5.994779056,Platythyrea_strenua
Platythyrea.tenuis,Platythyrea_tenuis,785150.228,5.894952761,Platythyrea_tenuis
Platythyrea.tricuspidata,Platythyrea_tricuspidata,1839833.134,6.264778436,Platythyrea_tricuspidata
Platythyrea.turneri,Platythyrea_turneri,3870753.058,6.587795466,Platythyrea_turneri
Platythyrea.viehmeyeri,Platythyrea_viehmeyeri,937955.4597,5.972182216,Platythyrea_viehmeyeri
Platythyrea.zodion,Platythyrea_zodion,247987.0565,5.394429014,Platythyrea_zodion
Plectroctena.anops,Plectroctena_anops,559826.3682,5.74805335,Plectroctena_anops
Plectroctena.cristata,Plectroctena_cristata,4001551.043,6.602228361,Plectroctena_cristata
Plectroctena.cryptica,Plectroctena_cryptica,655709.0579,5.816711183,Plectroctena_cryptica
Plectroctena.dentata,Plectroctena_dentata,4160342.77,6.619129114,Plectroctena_dentata
Plectroctena.gestroi,Plectroctena_gestroi,3057.734191,3.485399729,Plectroctena_gestroi
Plectroctena.hastifera,Plectroctena_hastifera,238971.7683,5.378346597,Plectroctena_hastifera
Plectroctena.laevior,Plectroctena_laevior,937955.4597,5.972182216,Plectroctena_laevior
Plectroctena.latinodis,Plectroctena_latinodis,2791143.855,6.44578222,Plectroctena_latinodis
Plectroctena.lygaria,Plectroctena_lygaria,320854.5999,5.50630827,Plectroctena_lygaria
Plectroctena.macgeei,Plectroctena_macgeei,1147292.461,6.05967414,Plectroctena_macgeei
Plectroctena.mandibularis,Plectroctena_mandibularis,11683461.64,7.067571537,Plectroctena_mandibularis
Plectroctena.minor,Plectroctena_minor,5091937.66,6.706883078,Plectroctena_minor
Plectroctena.strigosa,Plectroctena_strigosa,2740111.377,6.437768216,Plectroctena_strigosa
Plectroctena.subterranea,Plectroctena_subterranea,4241949.383,6.627565482,Plectroctena_subterranea
Plectroctena.thaui,Plectroctena_thaui,464295.6281,5.666794594,Plectroctena_thaui
Plectroctena.ugandensis,Plectroctena_ugandensis,3614487.904,6.558046776,Plectroctena_ugandensis
Podomyrma.abdominalis,Podomyrma_abdominalis,879220.7012,5.944097905,Podomyrma_abdominalis
Podomyrma.adelaidae,Podomyrma_adelaidae,7076015.092,6.849788751,Podomyrma_adelaidae
Podomyrma.alae,Podomyrma_alae,801827.581,5.904080991,Podomyrma_alae
Podomyrma.albertisi,Podomyrma_albertisi,801827.581,5.904080991,Podomyrma_albertisi
Podomyrma.basalis,Podomyrma_basalis,4242432.965,6.627614989,Podomyrma_basalis
Podomyrma.bispinosa,Podomyrma_bispinosa,1728607.828,6.237696475,Podomyrma_bispinosa
Podomyrma.carinata,Podomyrma_carinata,801827.581,5.904080991,Podomyrma_carinata
Podomyrma.chasei,Podomyrma_chasei,1041156.629,6.017516068,Podomyrma_chasei
Podomyrma.christae,Podomyrma_christae,3333527.07,6.522903986,Podomyrma_christae
Podomyrma.clarki,Podomyrma_clarki,1041156.629,6.017516068,Podomyrma_clarki
Podomyrma.delbrueckii,Podomyrma_delbrueckii,1728607.828,6.237696475,Podomyrma_delbrueckii
Podomyrma.densestrigosa,Podomyrma_densestrigosa,804893.7533,5.905738557,Podomyrma_densestrigosa
Podomyrma.elongata,Podomyrma_elongata,4786710.823,6.680037192,Podomyrma_elongata
Podomyrma.femorata,Podomyrma_femorata,3956204.702,6.597278755,Podomyrma_femorata
Podomyrma.ferruginea,Podomyrma_ferruginea,1846050.382,6.266243549,Podomyrma_ferruginea
Podomyrma.formosa,Podomyrma_formosa,1789086.51,6.252631341,Podomyrma_formosa
Podomyrma.gastralis,Podomyrma_gastralis,5366288.269,6.729673999,Podomyrma_gastralis
Podomyrma.gibbula,Podomyrma_gibbula,809854.1167,5.908406794,Podomyrma_gibbula
Podomyrma.gratiosa,Podomyrma_gratiosa,3745554.195,6.573516085,Podomyrma_gratiosa
Podomyrma.grossestriata,Podomyrma_grossestriata,1728607.828,6.237696475,Podomyrma_grossestriata
Podomyrma.inermis,Podomyrma_inermis,2533501.582,6.40372118,Podomyrma_inermis
Podomyrma.keysseri,Podomyrma_keysseri,801827.581,5.904080991,Podomyrma_keysseri
Podomyrma.kitschneri,Podomyrma_kitschneri,1728607.828,6.237696475,Podomyrma_kitschneri
Podomyrma.kraepelini,Podomyrma_kraepelini,1728607.828,6.237696475,Podomyrma_kraepelini
Podomyrma.laevifrons,Podomyrma_laevifrons,2845392.487,6.454142181,Podomyrma_laevifrons
Podomyrma.laevissima,Podomyrma_laevissima,3886838.118,6.589596453,Podomyrma_laevissima
Podomyrma.lampros,Podomyrma_lampros,804893.7533,5.905738557,Podomyrma_lampros
Podomyrma.libra,Podomyrma_libra,1041156.629,6.017516068,Podomyrma_libra
Podomyrma.macrophthalma,Podomyrma_macrophthalma,1846050.382,6.266243549,Podomyrma_macrophthalma
Podomyrma.maculiventris,Podomyrma_maculiventris,1728607.828,6.237696475,Podomyrma_maculiventris
Podomyrma.maligna,Podomyrma_maligna,77393.12025,4.888702356,Podomyrma_maligna
Podomyrma.marginata,Podomyrma_marginata,804893.7533,5.905738557,Podomyrma_marginata
Podomyrma.micans,Podomyrma_micans,2533501.582,6.40372118,Podomyrma_micans
Podomyrma.minor,Podomyrma_minor,801827.581,5.904080991,Podomyrma_minor
Podomyrma.mjobergi,Podomyrma_mjobergi,1728607.828,6.237696475,Podomyrma_mjobergi
Podomyrma.muckeli,Podomyrma_muckeli,1728607.828,6.237696475,Podomyrma_muckeli
Podomyrma.novemdentata,Podomyrma_novemdentata,1728607.828,6.237696475,Podomyrma_novemdentata
Podomyrma.obscurior,Podomyrma_obscurior,3076984.001,6.488125238,Podomyrma_obscurior
Podomyrma.octodentata,Podomyrma_octodentata,1728607.828,6.237696475,Podomyrma_octodentata
Podomyrma.odae,Podomyrma_odae,2530435.409,6.403195256,Podomyrma_odae
Podomyrma.omniparens,Podomyrma_omniparens,1728607.828,6.237696475,Podomyrma_omniparens
Podomyrma.overbecki,Podomyrma_overbecki,804893.7533,5.905738557,Podomyrma_overbecki
Podomyrma.pulchella,Podomyrma_pulchella,801827.581,5.904080991,Podomyrma_pulchella
Podomyrma.ruficeps,Podomyrma_ruficeps,857475.539,5.93322174,Podomyrma_ruficeps
Podomyrma.rugosa,Podomyrma_rugosa,1032753.609,6.013996721,Podomyrma_rugosa
Podomyrma.silvicola,Podomyrma_silvicola,2655449.952,6.424138121,Podomyrma_silvicola
Podomyrma.simillima,Podomyrma_simillima,77393.12025,4.888702356,Podomyrma_simillima
Podomyrma.testacea,Podomyrma_testacea,801827.581,5.904080991,Podomyrma_testacea
Podomyrma.tristis,Podomyrma_tristis,77393.12025,4.888702356,Podomyrma_tristis
Podomyrma.turneri,Podomyrma_turneri,1728607.828,6.237696475,Podomyrma_turneri
Podomyrma.vidua,Podomyrma_vidua,77393.12025,4.888702356,Podomyrma_vidua
Poecilomyrma.myrmecodiae,Poecilomyrma_myrmecodiae,19303.65991,4.285639658,Poecilomyrma_myrmecodiae
Poecilomyrma.senirewae,Poecilomyrma_senirewae,19476.1416,4.289502923,Poecilomyrma_senirewae
Pogonomyrmex.abdominalis,Pogonomyrmex_abdominalis,4881485.182,6.688551975,Pogonomyrmex_abdominalis
Pogonomyrmex.andinus,Pogonomyrmex_andinus,346858.6824,5.54015257,Pogonomyrmex_andinus
Pogonomyrmex.anergismus,Pogonomyrmex_anergismus,1294845.235,6.112217863,Pogonomyrmex_anergismus
Pogonomyrmex.anzensis,Pogonomyrmex_anzensis,407670.7394,5.610309541,Pogonomyrmex_anzensis
Pogonomyrmex.apache,Pogonomyrmex_apache,3104740.331,6.492025283,Pogonomyrmex_apache
Pogonomyrmex.aterrimus,Pogonomyrmex_aterrimus,75374.90025,4.87722675,Pogonomyrmex_aterrimus
Pogonomyrmex.atratus,Pogonomyrmex_atratus,204144.6319,5.309937964,Pogonomyrmex_atratus
Pogonomyrmex.badius,Pogonomyrmex_badius,2334223.808,6.368142494,Pogonomyrmex_badius
Pogonomyrmex.barbatus,Pogonomyrmex_barbatus,6783038.707,6.831424295,Pogonomyrmex_barbatus
Pogonomyrmex.bicolor,Pogonomyrmex_bicolor,780526.4913,5.892387648,Pogonomyrmex_bicolor
Pogonomyrmex.bigbendensis,Pogonomyrmex_bigbendensis,1248225.278,6.096292973,Pogonomyrmex_bigbendensis
Pogonomyrmex.bispinosus,Pogonomyrmex_bispinosus,473932.0271,5.675716058,Pogonomyrmex_bispinosus
Pogonomyrmex.brevibarbis,Pogonomyrmex_brevibarbis,1642613.685,6.215535437,Pogonomyrmex_brevibarbis
Pogonomyrmex.brevispinosus,Pogonomyrmex_brevispinosus,1424873.758,6.153776388,Pogonomyrmex_brevispinosus
Pogonomyrmex.californicus,Pogonomyrmex_californicus,3543809.436,6.54947036,Pogonomyrmex_californicus
Pogonomyrmex.carbonarius,Pogonomyrmex_carbonarius,915968.0802,5.96188034,Pogonomyrmex_carbonarius
Pogonomyrmex.catanlilensis,Pogonomyrmex_catanlilensis,469496.5972,5.671632449,Pogonomyrmex_catanlilensis
Pogonomyrmex.coarctatus,Pogonomyrmex_coarctatus,2120750.595,6.326489598,Pogonomyrmex_coarctatus
Pogonomyrmex.colei,Pogonomyrmex_colei,988691.545,5.99506082,Pogonomyrmex_colei
Pogonomyrmex.comanche,Pogonomyrmex_comanche,2668563.451,6.426277534,Pogonomyrmex_comanche
Pogonomyrmex.cunicularius,Pogonomyrmex_cunicularius,3901182.208,6.591196235,Pogonomyrmex_cunicularius
Pogonomyrmex.desertorum,Pogonomyrmex_desertorum,3463739.922,6.539545275,Pogonomyrmex_desertorum
Pogonomyrmex.guatemaltecus,Pogonomyrmex_guatemaltecus,587399.5619,5.768933618,Pogonomyrmex_guatemaltecus
Pogonomyrmex.hoelldobleri,Pogonomyrmex_hoelldobleri,1242267.882,6.094215257,Pogonomyrmex_hoelldobleri
Pogonomyrmex.huachucanus,Pogonomyrmex_huachucanus,2330978.515,6.36753827,Pogonomyrmex_huachucanus
Pogonomyrmex.humerotumidus,Pogonomyrmex_humerotumidus,139101.0409,5.14333038,Pogonomyrmex_humerotumidus
Pogonomyrmex.imberbiculus,Pogonomyrmex_imberbiculus,4016306.747,6.603826875,Pogonomyrmex_imberbiculus
Pogonomyrmex.inermis,Pogonomyrmex_inermis,1312566.171,6.118121207,Pogonomyrmex_inermis
Pogonomyrmex.kusnezovi,Pogonomyrmex_kusnezovi,203087.3576,5.307682889,Pogonomyrmex_kusnezovi
Pogonomyrmex.laevinodis,Pogonomyrmex_laevinodis,145335.6988,5.162372303,Pogonomyrmex_laevinodis
Pogonomyrmex.laticeps,Pogonomyrmex_laticeps,534285.865,5.727773685,Pogonomyrmex_laticeps
Pogonomyrmex.lobatus,Pogonomyrmex_lobatus,1444185.196,6.159622889,Pogonomyrmex_lobatus
Pogonomyrmex.longibarbis,Pogonomyrmex_longibarbis,1486466.614,6.172155159,Pogonomyrmex_longibarbis
Pogonomyrmex.magnacanthus,Pogonomyrmex_magnacanthus,1462247.858,6.165020994,Pogonomyrmex_magnacanthus
Pogonomyrmex.marcusi,Pogonomyrmex_marcusi,2378365.592,6.376278613,Pogonomyrmex_marcusi
Pogonomyrmex.maricopa,Pogonomyrmex_maricopa,4627891.817,6.665383198,Pogonomyrmex_maricopa
Pogonomyrmex.mayri,Pogonomyrmex_mayri,2745895.139,6.438683948,Pogonomyrmex_mayri
Pogonomyrmex.mendozanus,Pogonomyrmex_mendozanus,315562.3635,5.4990852,Pogonomyrmex_mendozanus
Pogonomyrmex.meridionalis,Pogonomyrmex_meridionalis,774173.2476,5.88883816,Pogonomyrmex_meridionalis
Pogonomyrmex.micans,Pogonomyrmex_micans,2968850.014,6.472588258,Pogonomyrmex_micans
Pogonomyrmex.mohavensis,Pogonomyrmex_mohavensis,694296.2534,5.841544822,Pogonomyrmex_mohavensis
Pogonomyrmex.montanus,Pogonomyrmex_montanus,861772.6426,5.935392703,Pogonomyrmex_montanus
Pogonomyrmex.naegelii,Pogonomyrmex_naegelii,12197318.12,7.086264351,Pogonomyrmex_naegelii
Pogonomyrmex.occidentalis,Pogonomyrmex_occidentalis,8251008.708,6.916507045,Pogonomyrmex_occidentalis
Pogonomyrmex.pencosensis,Pogonomyrmex_pencosensis,2605498.337,6.4158908,Pogonomyrmex_pencosensis
Pogonomyrmex.pima,Pogonomyrmex_pima,766759.6214,5.884659234,Pogonomyrmex_pima
Pogonomyrmex.pronotalis,Pogonomyrmex_pronotalis,151251.35,5.17969926,Pogonomyrmex_pronotalis
Pogonomyrmex.rastratus,Pogonomyrmex_rastratus,1844226.078,6.265814159,Pogonomyrmex_rastratus
Pogonomyrmex.rugosus,Pogonomyrmex_rugosus,5836023.171,6.766117008,Pogonomyrmex_rugosus
Pogonomyrmex.salinus,Pogonomyrmex_salinus,5882960.424,6.769595927,Pogonomyrmex_salinus
Pogonomyrmex.saucius,Pogonomyrmex_saucius,75374.90025,4.87722675,Pogonomyrmex_saucius
Pogonomyrmex.schmitti,Pogonomyrmex_schmitti,75374.90025,4.87722675,Pogonomyrmex_schmitti
Pogonomyrmex.serpens,Pogonomyrmex_serpens,2121893.711,6.326723626,Pogonomyrmex_serpens
Pogonomyrmex.snellingi,Pogonomyrmex_snellingi,145335.6988,5.162372303,Pogonomyrmex_snellingi
Pogonomyrmex.stefani,Pogonomyrmex_stefani,912675.4032,5.960316346,Pogonomyrmex_stefani
Pogonomyrmex.striatinodus,Pogonomyrmex_striatinodus,280184.5511,5.447444185,Pogonomyrmex_striatinodus
Pogonomyrmex.subdentatus,Pogonomyrmex_subdentatus,1216628.534,6.085157998,Pogonomyrmex_subdentatus
Pogonomyrmex.subnitidus,Pogonomyrmex_subnitidus,1551875.982,6.190857012,Pogonomyrmex_subnitidus
Pogonomyrmex.sylvestris,Pogonomyrmex_sylvestris,912675.4032,5.960316346,Pogonomyrmex_sylvestris
Pogonomyrmex.tenuipubens,Pogonomyrmex_tenuipubens,517452.2749,5.713870301,Pogonomyrmex_tenuipubens
Pogonomyrmex.tenuispinus,Pogonomyrmex_tenuispinus,1856063.493,6.268592829,Pogonomyrmex_tenuispinus
Pogonomyrmex.texanus,Pogonomyrmex_texanus,1563886.955,6.194205357,Pogonomyrmex_texanus
Pogonomyrmex.theresiae,Pogonomyrmex_theresiae,247987.0565,5.394429014,Pogonomyrmex_theresiae
Pogonomyrmex.tinogasta,Pogonomyrmex_tinogasta,99300.83707,4.996952909,Pogonomyrmex_tinogasta
Pogonomyrmex.uruguayensis,Pogonomyrmex_uruguayensis,1889649.135,6.276381173,Pogonomyrmex_uruguayensis
Pogonomyrmex.variabilis,Pogonomyrmex_variabilis,590653.1177,5.771332501,Pogonomyrmex_variabilis
Pogonomyrmex.vermiculatus,Pogonomyrmex_vermiculatus,1336570.314,6.125991811,Pogonomyrmex_vermiculatus
Pogonomyrmex.wheeleri,Pogonomyrmex_wheeleri,763083.9157,5.8825723,Pogonomyrmex_wheeleri
Polyergus.bicolor,Polyergus_bicolor,5017321.838,6.70047196,Polyergus_bicolor
Polyergus.breviceps,Polyergus_breviceps,10458282.35,7.019460362,Polyergus_breviceps
Polyergus.longicornis,Polyergus_longicornis,1411448.048,6.149664897,Polyergus_longicornis
Polyergus.lucidus,Polyergus_lucidus,5256854.373,6.720725946,Polyergus_lucidus
Polyergus.mexicanus,Polyergus_mexicanus,7806379.019,6.892449634,Polyergus_mexicanus
Polyergus.montivagus,Polyergus_montivagus,3117941.475,6.493867959,Polyergus_montivagus
Polyergus.nigerrimus,Polyergus_nigerrimus,12823516.09,7.108007121,Polyergus_nigerrimus
Polyergus.oligergus,Polyergus_oligergus,147120.3924,5.167672874,Polyergus_oligergus
Polyergus.ruber,Polyergus_ruber,833809.9477,5.921067072,Polyergus_ruber
Polyergus.rufescens,Polyergus_rufescens,19344795.66,7.286564147,Polyergus_rufescens
Polyergus.samurai,Polyergus_samurai,13245542.89,7.122069763,Polyergus_samurai
Polyergus.sanwaldi,Polyergus_sanwaldi,455019.5589,5.658030065,Polyergus_sanwaldi
Polyergus.topoffi,Polyergus_topoffi,315661.6771,5.49922186,Polyergus_topoffi
Polyergus.vinosus,Polyergus_vinosus,480648.132,5.681827259,Polyergus_vinosus
Polyrhachis.abbreviata,Polyrhachis_abbreviata,1728607.828,6.237696475,Polyrhachis_abbreviata
Polyrhachis.abdita,Polyrhachis_abdita,849449.0033,5.929137311,Polyrhachis_abdita
Polyrhachis.abdominalis,Polyrhachis_abdominalis,3390934.123,6.530319353,Polyrhachis_abdominalis
Polyrhachis.aberrans,Polyrhachis_aberrans,186783.9411,5.271339535,Polyrhachis_aberrans
Polyrhachis.abnormis,Polyrhachis_abnormis,801827.581,5.904080991,Polyrhachis_abnormis
Polyrhachis.abrupta,Polyrhachis_abrupta,77393.12025,4.888702356,Polyrhachis_abrupta
Polyrhachis.achterbergi,Polyrhachis_achterbergi,737781.7092,5.867927884,Polyrhachis_achterbergi
Polyrhachis.aculeata,Polyrhachis_aculeata,2256152.451,6.353368442,Polyrhachis_aculeata
Polyrhachis.acuminata,Polyrhachis_acuminata,737781.7092,5.867927884,Polyrhachis_acuminata
Polyrhachis.aedipus,Polyrhachis_aedipus,73698.43692,4.867458277,Polyrhachis_aedipus
Polyrhachis.aenescens,Polyrhachis_aenescens,489245.6493,5.689526972,Polyrhachis_aenescens
Polyrhachis.aequalis,Polyrhachis_aequalis,1755231.872,6.244334496,Polyrhachis_aequalis
Polyrhachis.aerope,Polyrhachis_aerope,2791143.855,6.44578222,Polyrhachis_aerope
Polyrhachis.agesilas,Polyrhachis_agesilas,131805.4105,5.119933238,Polyrhachis_agesilas
Polyrhachis.alata,Polyrhachis_alata,988611.5221,5.995025668,Polyrhachis_alata
Polyrhachis.alatisquamis,Polyrhachis_alatisquamis,4330705.417,6.636558643,Polyrhachis_alatisquamis
Polyrhachis.albertisi,Polyrhachis_albertisi,801827.581,5.904080991,Polyrhachis_albertisi
Polyrhachis.alexisi,Polyrhachis_alexisi,3670502.778,6.564725557,Polyrhachis_alexisi
Polyrhachis.alluaudi,Polyrhachis_alluaudi,4020319.147,6.60426053,Polyrhachis_alluaudi
Polyrhachis.alphea,Polyrhachis_alphea,2912719.071,6.464298599,Polyrhachis_alphea
